Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Ahern, Charlie",,,,,,,,,-,,,-,,,,,,,,-,
"Andrew, Bruce",1,2,,,,,,,,-,2,,,,,,,,,,5.0
"Beveridge, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,-,1.0
"Bird, Leo",,,,,,,,,,,-,,,,,,,,,,
"Bowyer, Percy",1,,,,,,,,,-,-,,-,-,-,-,1,-,,-,2.0
"Chesswas, Harry",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,3,-,-,4.0
"Clayden, George",-,-,2,-,-,-,-,-,-,1,-,-,-,1,2,1,-,-,1,-,8.0
"Collier, Albert",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,
"Collier, Harry",3,-,3,2,1,-,1,-,3,2,2,1,2,-,2,-,3,1,-,1,27.0
"Coventry, Gordon",6,6,11,2,6,8,4,3,8,7,7,7,16,4,4,7,10,2,4,2,124.0
"Coventry, Syd",-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,4.0
"Dibbs, Charlie",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Edmonds, Horrie",,,,,,,,,,,,3,2,1,2,3,1,2,-,5,19.0
"Gibbs, George",-,-,-,-,-,5,2,-,3,-,,-,,1,1,1,,-,-,,13.0
"Harris, John",1,1,-,-,1,-,-,1,2,-,1,1,-,1,-,-,-,-,-,,9.0
"Lauder, Albert",-,-,-,-,-,-,-,-,,-,,,-,,-,-,-,,-,-,
"Libbis, Billy",-,4,3,1,3,1,1,-,1,1,-,-,-,,-,-,3,2,3,1,24.0
"MacLeod, Norm",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Makeham, Bob",-,-,-,1,-,1,1,1,1,,,,-,1,1,1,-,2,-,-,10.0
"Muir, Bob",,,,,,,,,,,-,,,-,,,,,,,
"Murphy, Frank",3,2,-,2,1,1,1,2,1,,,,,,,,1,2,-,2,18.0
"Murphy, Len",,2,-,3,3,4,2,-,1,2,-,4,-,,1,-,2,,,-,24.0
"Ross, Bob",,,,,,,,,,1,1,-,,1,,,,,,,3.0
"Rumney, Harold",-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,3.0
"Veevers, Ken",,,,,,,,,-,,,,,,,,,,,,
"Wescott, Leo",,,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
Totals,15,18,19,12,16,20,12,7,20,15,13,16,22,10,13,16,21,14,8,11,298.0
Opponent,RI,HW,SM,GE,FI,NM,ME,SK,FO,CA,ES,RI,HW,SM,GE,FI,NM,ME,RI,RI,
