Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Angus, Geoff",-,,1,3,3,4,2,1,3,3,7,1,3,3,2,1,,,,,,6,,2,45.0
"Beck, Ken",,,,,,,,,-,1,-,,,,1,-,,,,,,1,,5,8.0
"Bremner, Ian",2,1,3,-,2,-,2,2,2,2,3,4,8,1,2,,,,,,,,4,1,39.0
"Bussell, Norm",4,1,2,,3,-,3,4,3,1,3,1,5,3,5,3,1,,1,-,1,1,4,3,52.0
"Chilton, Peter",,,,,,,,,,,,,,,,,-,-,1,,,,,,1.0
"Chiron, Gene",3,3,3,6,4,-,1,,,,,,,,,,,,,,2,,,,22.0
"Crimmins, Peter",4,1,2,5,-,1,4,1,4,-,1,2,4,1,1,6,3,2,4,3,-,3,4,2,58.0
"Day, Robert",,4,4,2,5,4,2,1,1,4,3,1,1,4,-,3,7,1,3,3,2,1,2,3,61.0
"Douge, Brian",,1,,,,,,,-,,,,,,,,-,-,,-,3,2,,,6.0
"Grummisch, Charlie",4,-,-,1,2,3,-,2,,1,2,2,-,,,,,,,,,,,,17.0
"Hawken, Les",-,,4,1,1,6,1,1,4,,-,2,2,3,1,7,3,1,3,2,4,2,2,-,50.0
"Heath, Kevin",2,-,-,2,2,3,-,1,1,3,-,-,-,-,1,1,3,1,2,-,2,-,6,-,30.0
"Hudson, Peter",-,1,2,1,5,-,1,4,-,1,1,2,2,2,2,2,2,3,2,1,1,1,2,3,41.0
"Johnson, Ross",,,,3,,2,,,,,,,,,,,,,,,,,,,5.0
"Keddie, Bob",3,2,3,7,5,4,1,4,5,3,1,7,4,-,4,7,3,2,4,1,2,,2,1,75.0
"Knights, Peter",2,1,1,-,1,1,3,-,3,2,3,1,1,-,3,,3,2,3,2,3,1,1,,37.0
"Martello, Alan",4,2,1,5,7,8,6,6,5,6,3,1,3,6,5,7,3,6,3,4,3,1,2,6,103.0
"Matthews, Leigh",3,3,4,2,4,3,3,3,9,3,5,5,4,-,5,,2,2,5,1,4,2,1,4,77.0
"Meagher, Des",4,1,1,1,2,4,5,3,2,1,5,3,3,4,2,2,,,,1,,,4,4,52.0
"Moncrieff, Michael",,-,,,,,,,,,,-,,-,,-,2,3,-,1,-,,,,6.0
"Moore, Kelvin",-,-,1,2,,,-,3,-,5,-,2,1,5,-,3,-,-,3,,1,-,2,2,30.0
"Parkin, David",2,2,,1,3,2,2,1,3,2,2,1,-,2,-,3,,3,-,1,2,2,1,1,36.0
"Porter, Michael",2,,2,3,1,1,2,,3,1,,,,,,,3,3,2,1,4,1,2,2,33.0
"Rice, Leon",,,,,,,,-,,,,-,4,5,1,2,2,9,4,1,3,2,3,1,37.0
"Scott, Don",8,2,5,7,4,2,7,9,7,3,6,3,5,6,5,8,2,5,4,2,5,3,2,6,116.0
"Shinners, Brian",,,,,-,,,-,,,,,-,-,2,5,2,1,-,,,,1,,11.0
"Smith, Geoff",3,6,-,,,,,,,,-,,,,,3,,,,,-,2,,,14.0
"Stevenson, Bruce",,,,,-,,2,5,3,-,1,4,1,7,1,6,1,5,3,3,1,2,3,6,54.0
"Stubbs, Ron",2,2,-,2,,-,,,,1,,,,,,,,,,,,,,,7.0
"Tipping, Lindsay",,,,,,,,,,,,,,,,,,,,-,,,,,
"Wilson, Ray",,,,,,,,,,,,,,,,3,5,-,1,2,,1,-,-,12.0
Totals,52,33,39,54,54,48,47,51,58,43,46,42,51,52,43,72,47,49,48,29,43,34,48,52,1135.0
Opponent,ES,FI,GE,SK,SM,FO,RI,NM,CA,CW,ME,ES,FI,GE,SK,SM,FO,RI,NM,CA,CW,ME,SK,SK,
