Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,R23,R24,QF,PF,Tot
"Allison, Brett",-,1,-,-,,1,-,1,2,1,-,-,4,3,3,2,3,1,1,1,-,2,1,4,31.0
"Anderson, Stuart",,,,,-,-,1,,,,,,,,,,,,,,,,,,1.0
"Archer, Glenn",-,-,-,,1,-,-,-,2,-,,,-,2,-,-,-,-,-,-,-,-,-,-,5.0
"Barnett, John",,,,,,,,,,,1,-,,,,,,2,-,,,,,,3.0
"Blakey, John",-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,1,3,-,7.0
"Campbell, Warren",,,,,,-,2,1,2,1,-,-,-,,,,-,-,-,,,,,,6.0
"Capuano, Mathew",,,,,,,,,,,,-,,,,,,,,-,-,,,,
"Carey, Wayne",4,3,2,3,3,1,1,,,2,4,,,,1,1,-,1,-,3,3,2,4,4,42.0
"Clarkson, Alastair",-,1,-,-,-,-,-,,,,,,-,-,-,1,-,-,,1,,,,,3.0
"Crocker, Darren",,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,1,1,-,3.0
"Daniltchenko, Jason",1,,,-,,,,,,,,,,,,,,,,,,,,,1.0
"Fairley, Ian",,,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"German, Peter",,,,-,-,,,,,,,1,,,,,,,,1,1,-,,,3.0
"Ishchenko, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"John, Gareth",,,,,-,,,,,,,,,,,,,,,,,,,,
"King, David",-,1,-,1,1,-,,,,2,1,-,-,-,2,-,-,1,-,-,,,1,1,11.0
"Laidley, Dani",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Longmire, John",,3,2,-,2,1,3,6,1,2,1,-,2,6,1,1,2,-,2,-,2,2,4,3,46.0
"Mann, Peter",2,-,-,,,-,,-,-,-,-,-,-,-,-,-,,,-,,,-,-,-,2.0
"Martyn, Mick",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"McAdam, Adrian",-,3,3,-,1,,2,3,5,-,2,-,,,1,-,,,,1,-,-,-,-,21.0
"McCarthy, Adam",,,,,,,,-,-,-,-,1,-,1,,,,,,,,,,,2.0
"McKernan, Corey",1,-,-,,,-,-,3,2,1,2,2,1,1,-,-,3,-,1,,-,1,1,-,19.0
"Nichols, Trent",1,-,-,3,-,1,1,-,2,-,-,,,,,,1,2,2,-,-,-,-,1,14.0
"Pyman, Robert",,,,,,,,,,,,,-,-,,,,,,,,,,,
"Roberts, Mark",1,3,2,3,-,3,2,3,,-,,,,,,,,,,,,,,1,18.0
"Rock, Anthony",1,1,-,-,-,2,-,-,1,-,5,-,1,1,2,-,1,-,-,,1,-,-,-,16.0
"Romero, Jose",-,2,-,1,-,,,-,-,,,,,-,-,-,-,,,-,-,1,2,,6.0
"Schwass, Wayne",1,1,-,-,-,-,-,1,2,-,1,-,-,2,-,-,-,1,1,-,1,-,1,1,13.0
"Sholl, Brad",,,,,,,,,-,,,,,,,,,,,,,,,,
"Sholl, Craig",-,1,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,6.0
"Smith, Ross",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Stevens, Anthony",-,1,-,1,-,1,-,-,-,-,2,-,-,-,1,1,-,1,-,1,-,-,-,2,11.0
Totals,12,21,10,12,8,10,12,19,19,9,21,4,10,17,11,7,10,9,7,8,8,10,20,17,291.0
Opponent,SK,HW,FO,GE,WC,ME,FI,CW,BB,SY,AD,RI,CA,ES,SK,HW,FO,GE,WC,ME,FI,CW,HW,GE,
