Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,R23,R24,QF,PF,Tot
"Allison, Brett",1,1,-,2,,-,-,-,1,2,1,1,1,-,1,2,2,2,-,1,-,-,2,-,20.0
"Anderson, Stuart",,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Archer, Glenn",2,-,1,,-,-,1,2,-,2,,,-,1,1,1,2,-,2,3,1,2,-,-,21.0
"Barnett, John",,,,,,,,,,,-,-,,,,,,2,-,,,,,,2.0
"Blakey, John",1,1,1,1,-,-,-,1,-,1,1,1,-,-,2,3,-,-,-,1,2,-,4,-,20.0
"Campbell, Warren",,,,,,-,1,-,-,-,4,1,-,,,,-,-,1,,,,,,7.0
"Capuano, Mathew",,,,,,,,,,,,-,,,,,,,,-,-,,,,
"Carey, Wayne",3,1,-,1,2,2,1,,,-,-,,,,2,-,3,1,-,-,2,-,-,-,18.0
"Clarkson, Alastair",1,5,-,1,1,1,-,,,,,,5,2,1,2,-,-,,2,,,,,21.0
"Crocker, Darren",,,,,,,,,,,-,1,1,1,4,4,-,3,2,1,-,1,2,-,20.0
"Daniltchenko, Jason",-,,,2,,,,,,,,,,,,,,,,,,,,,2.0
"Fairley, Ian",,,,2,,,1,-,-,1,1,2,2,-,1,-,3,1,2,3,-,2,1,2,24.0
"German, Peter",,,,-,1,,,,,,,-,,,,,,,,-,-,-,,,1.0
"Ishchenko, Alex",-,2,-,1,-,-,-,1,2,2,-,1,4,1,1,1,1,2,2,1,-,2,2,-,26.0
"John, Gareth",,,,,1,,,,,,,,,,,,,,,,,,,,1.0
"King, David",-,1,2,1,-,1,,,,1,-,-,-,1,1,-,1,-,2,1,,,2,-,14.0
"Laidley, Dani",1,-,2,2,2,2,1,1,2,-,1,-,1,2,4,-,3,3,-,1,1,1,2,2,34.0
"Longmire, John",,-,2,-,1,-,-,1,-,-,-,-,1,-,2,2,-,2,-,1,-,2,-,3,17.0
"Mann, Peter",-,-,-,,,1,,-,-,-,1,-,1,2,-,1,,,1,,,3,-,1,11.0
"Martyn, Mick",-,1,2,-,1,-,-,-,-,,,,2,1,1,-,1,2,-,3,-,1,1,-,16.0
"McAdam, Adrian",-,-,-,-,-,,-,1,-,1,-,-,,,1,-,,,,1,-,-,-,-,4.0
"McCarthy, Adam",,,,,,,,2,-,-,1,-,1,1,,,,,,,,,,,5.0
"McKernan, Corey",1,1,-,,,2,-,1,1,-,2,1,-,2,-,-,2,2,1,,1,2,2,1,22.0
"Nichols, Trent",-,1,-,-,-,-,-,2,1,1,1,,,,,,-,-,2,-,1,-,1,-,10.0
"Pyman, Robert",,,,,,,,,,,,,-,1,,,,,,,,,,,1.0
"Roberts, Mark",1,-,3,-,1,-,1,1,,-,,,,,,,,,,,,,,-,7.0
"Rock, Anthony",1,-,-,1,-,2,-,4,1,-,3,2,1,-,-,1,-,1,1,,-,-,-,1,19.0
"Romero, Jose",3,1,1,-,1,,,-,1,,,,,1,1,2,-,,,1,-,2,-,,14.0
"Schwass, Wayne",4,2,4,-,1,2,-,-,2,2,5,-,3,1,1,-,-,2,1,-,-,1,2,1,34.0
"Sholl, Brad",,,,,,,,,-,,,,,,,,,,,,,,,,
"Sholl, Craig",-,2,1,2,-,3,2,2,-,-,1,1,3,-,1,-,-,2,-,-,-,2,-,2,24.0
"Smith, Ross",-,-,1,2,2,2,2,1,-,-,1,1,-,1,1,4,-,3,1,1,1,1,-,-,25.0
"Stevens, Anthony",2,1,1,1,-,-,1,-,3,3,2,1,-,-,-,1,1,3,1,1,1,-,2,-,25.0
Totals,21,20,21,19,14,18,11,20,14,16,25,13,26,18,26,24,19,31,19,22,10,22,23,13,465.0
Opponent,SK,HW,FO,GE,WC,ME,FI,CW,BB,SY,AD,RI,CA,ES,SK,HW,FO,GE,WC,ME,FI,CW,HW,GE,
