Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,R23,R24,QF,PF,Tot
"Allison, Brett",1,-,-,1,,-,1,1,-,1,2,1,4,1,5,2,1,2,1,-,4,3,1,3,35.0
"Anderson, Stuart",,,,,1,-,1,,,,,,,,,,,,,,,,,,2.0
"Archer, Glenn",-,-,-,,1,-,-,-,-,-,,,-,1,-,-,-,-,-,-,-,-,1,-,3.0
"Barnett, John",,,,,,,,,,,1,-,,,,,,1,1,,,,,,3.0
"Blakey, John",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,1,-,-,-,1,2,-,1,8.0
"Campbell, Warren",,,,,,1,2,1,1,3,1,4,-,,,,-,-,-,,,,,,13.0
"Capuano, Mathew",,,,,,,,,,,,-,,,,,,,,-,1,,,,1.0
"Carey, Wayne",4,7,6,2,5,1,2,,,-,4,,,,3,2,4,5,1,1,5,1,4,6,63.0
"Clarkson, Alastair",-,-,-,1,-,-,-,,,,,,-,1,-,1,2,-,,1,,,,,6.0
"Crocker, Darren",,,,,,,,,,,4,-,-,-,-,-,-,-,1,1,-,1,-,-,7.0
"Daniltchenko, Jason",-,,,-,,,,,,,,,,,,,,,,,,,,,
"Fairley, Ian",,,,1,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"German, Peter",,,,-,-,,,,,,,-,,,,,,,,-,-,-,,,
"Ishchenko, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"John, Gareth",,,,,-,,,,,,,,,,,,,,,,,,,,
"King, David",-,-,-,1,-,-,,,,1,-,-,-,-,-,1,-,-,-,-,,,1,-,4.0
"Laidley, Dani",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Longmire, John",,5,3,-,1,3,3,6,-,6,1,3,4,7,6,3,5,1,1,1,5,8,3,3,78.0
"Mann, Peter",-,-,-,,,-,,-,1,-,-,-,-,1,-,-,,,1,,,-,-,-,3.0
"Martyn, Mick",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"McAdam, Adrian",2,5,-,-,-,,1,1,2,-,1,-,,,2,-,,,,2,2,2,1,1,22.0
"McCarthy, Adam",,,,,,,,-,-,-,-,1,-,-,,,,,,,,,,,1.0
"McKernan, Corey",3,-,-,,,3,2,1,-,-,2,-,2,-,1,1,2,-,1,,2,-,2,-,22.0
"Nichols, Trent",4,-,4,2,1,2,1,-,3,2,1,,,,,,-,-,2,3,2,1,-,-,28.0
"Pyman, Robert",,,,,,,,,,,,,1,-,,,,,,,,,,,1.0
"Roberts, Mark",5,2,1,3,2,3,1,2,,4,,,,,,,,,,,,,,-,23.0
"Rock, Anthony",2,1,1,-,1,-,1,1,1,-,-,-,1,-,-,-,-,1,-,,1,-,-,-,11.0
"Romero, Jose",-,2,-,4,-,,,-,-,,,,,-,-,1,-,,,3,1,1,-,,12.0
"Schwass, Wayne",-,1,2,-,-,-,2,3,1,1,2,1,-,-,-,1,-,-,-,-,-,-,1,-,15.0
"Sholl, Brad",,,,,,,,,-,,,,,,,,,,,,,,,,
"Sholl, Craig",-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,4.0
"Smith, Ross",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Stevens, Anthony",-,2,-,-,1,-,-,-,2,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,8.0
Totals,21,25,17,15,13,13,17,17,12,19,21,10,13,11,17,15,15,11,9,12,25,19,15,14,376.0
Opponent,SK,HW,FO,GE,WC,ME,FI,CW,BB,SY,AD,RI,CA,ES,SK,HW,FO,GE,WC,ME,FI,CW,HW,GE,
