Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,R19,R20,R21,R22,R23,R24,QF,PF,Tot
"Allison, Brett",1,-,1,-,,-,1,6,-,3,4,4,1,5,3,1,-,5,3,-,4,2,1,1,46.0
"Anderson, Stuart",,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Archer, Glenn",2,2,1,,5,1,4,4,5,8,,,-,4,2,1,4,1,1,1,3,2,-,4,55.0
"Barnett, John",,,,,,,,,,,1,3,,,,,,1,-,,,,,,5.0
"Blakey, John",5,2,3,4,1,3,5,-,1,3,4,2,3,4,4,2,6,1,2,3,4,3,6,1,72.0
"Campbell, Warren",,,,,,2,2,3,2,1,1,1,-,,,,-,-,1,,,,,,13.0
"Capuano, Mathew",,,,,,,,,,,,-,,,,,,,,3,3,,,,6.0
"Carey, Wayne",10,17,13,5,15,4,7,,,5,11,,,,9,8,5,8,7,3,9,4,10,14,164.0
"Clarkson, Alastair",1,3,1,4,-,3,1,,,,,,3,-,2,-,1,-,,1,,,,,20.0
"Crocker, Darren",,,,,,,,,,,4,-,-,4,4,6,6,4,4,3,1,5,7,2,50.0
"Daniltchenko, Jason",1,,,1,,,,,,,,,,,,,,,,,,,,,2.0
"Fairley, Ian",,,,-,,,1,-,7,3,3,5,4,1,-,1,5,1,3,4,5,6,6,4,59.0
"German, Peter",,,,4,2,,,,,,,-,,,,,,,,-,2,1,,,9.0
"Ishchenko, Alex",4,3,2,-,3,4,1,-,3,2,3,6,4,2,2,1,-,9,-,6,2,3,3,2,65.0
"John, Gareth",,,,,2,,,,,,,,,,,,,,,,,,,,2.0
"King, David",-,-,-,3,1,1,,,,3,3,2,-,2,2,2,-,-,1,-,,,1,-,21.0
"Laidley, Dani",1,1,3,1,-,2,3,3,4,5,4,3,4,8,4,5,3,4,1,3,4,-,7,4,77.0
"Longmire, John",,7,4,1,5,4,9,9,2,8,2,3,5,11,5,7,7,-,4,2,9,6,8,2,120.0
"Mann, Peter",-,1,1,,,-,,7,2,1,1,4,8,3,1,5,,,4,,,4,1,6,49.0
"Martyn, Mick",2,1,2,-,1,4,-,1,-,,,,1,6,1,1,2,1,4,2,3,2,6,2,42.0
"McAdam, Adrian",-,5,3,-,1,,3,3,2,-,-,1,,,1,-,,,,2,3,2,1,1,28.0
"McCarthy, Adam",,,,,,,,2,3,-,-,2,-,-,,,,,,,,,,,7.0
"McKernan, Corey",7,5,-,,,8,5,10,6,2,5,6,5,2,5,8,10,6,4,,6,-,8,2,110.0
"Nichols, Trent",2,-,4,1,1,2,1,1,3,1,1,,,,,,-,-,1,-,-,-,1,-,19.0
"Pyman, Robert",,,,,,,,,,,,,-,-,,,,,,,,,,,
"Roberts, Mark",1,8,4,4,5,7,6,4,,3,,,,,,,,,,,,,,1,43.0
"Rock, Anthony",6,-,2,2,-,3,2,4,2,2,2,-,1,1,1,1,2,-,3,,3,1,1,-,39.0
"Romero, Jose",2,4,-,-,-,,,-,-,,,,,-,3,2,-,,,3,8,2,1,,25.0
"Schwass, Wayne",3,2,3,-,1,4,1,6,3,2,5,2,-,3,-,6,-,1,1,4,4,-,3,-,54.0
"Sholl, Brad",,,,,,,,,-,,,,,,,,,,,,,,,,
"Sholl, Craig",5,3,5,3,-,4,4,4,4,3,2,4,2,7,6,3,5,4,2,1,3,6,3,1,84.0
"Smith, Ross",3,5,-,2,-,1,-,1,2,7,2,1,-,3,4,6,1,-,3,2,4,1,3,3,54.0
"Stevens, Anthony",2,5,2,3,2,2,3,4,1,4,2,2,2,1,4,-,2,1,8,1,4,2,4,3,64.0
Totals,58,74,54,38,45,59,59,72,52,66,60,51,43,67,63,66,59,47,57,44,84,52,81,53,1404.0
Opponent,SK,HW,FO,GE,WC,ME,FI,CW,BB,SY,AD,RI,CA,ES,SK,HW,FO,GE,WC,ME,FI,CW,HW,GE,
