Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Adams, Marcus",-,-,-,-,-,-,-,,,-,1,,-,-,,,,,,,,,,,,,1.0
"Adcock, Jed",,,,-,-,-,-,-,1,,,,,,,,,3,,,,,,,,,4.0
"Biggs, Shane",-,-,-,1,-,-,-,-,-,-,4,1,2,-,-,-,-,-,1,-,1,2,-,-,-,1,13.0
"Bontempelli, Marcus",-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,4.0
"Boyd, Matthew",2,-,1,2,-,1,-,1,,-,-,1,2,1,-,1,-,,-,-,-,-,2,-,-,-,14.0
"Boyd, Tom",-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Campbell, Tom",,,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
"Collins, Kieran",,,,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Cordy, Zaine",,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Dahlhaus, Luke",-,-,1,-,1,-,-,-,1,2,-,-,,,,,,-,-,-,-,-,-,-,4,-,9.0
"Dale, Bailey",,,,,-,-,-,-,,,,,,,,,,,,,,,,,,,
"Daniel, Caleb",-,-,-,-,,,-,-,-,-,-,3,-,1,-,1,1,-,3,3,4,-,-,1,-,-,17.0
"Dickson, Tory",,,,,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,4,-,-,-,-,8.0
"Dunkley, Josh",-,-,,,,,,,,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Hamling, Joel",,,-,-,,,,,,,,-,,,,,,-,-,-,-,-,-,-,-,-,
"Honeychurch, Mitch",,,,,,,,,,,,-,-,,,,,,,,,,,,,,
"Hrovat, Nathan",,,,,,,,,,,,,,,,,,,-,-,1,-,,,,,1.0
"Hunter, Lachie",-,-,-,6,-,1,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,10.0
"Johannisen, Jason",1,1,1,3,,,,,,,,,,1,1,1,1,1,2,3,-,1,3,1,3,3,27.0
"Jong, Lin",,,-,-,-,-,,,-,,,,-,-,-,-,-,-,-,-,1,-,-,,,,1.0
"Liberatore, Tom",-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,,-,-,,,,,-,-,-,-,3.0
"Macrae, Jack",-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,3.0
"McLean, Toby",-,-,5,-,-,-,1,-,-,-,-,,,,,,,,,,-,,,-,-,-,6.0
"Minson, Will",,,,,,,,,,,,,,-,,,,,,,,1,,,,,1.0
"Morris, Dale",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,
"Murphy, Robert",5,1,4,,,,,,,,,,,,,,,,,,,,,,,,10.0
"Picken, Liam",-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,3,-,-,-,1,-,-,-,-,1,1,8.0
"Redpath, Jack",,,,,,,-,-,,-,-,-,-,-,-,-,-,,,,,,,,,,
"Roberts, Fletcher",,,,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,
"Roughead, Jordan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Smith, Clay",,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Stevens, Koby",-,-,1,2,3,-,,,-,,,,,,-,1,-,-,,,,1,,,,,8.0
"Stringer, Jake",-,1,-,2,1,-,-,-,-,1,-,1,-,-,-,-,,-,-,-,,,-,-,-,1,7.0
"Suckling, Matt",3,3,-,2,-,,,,,1,1,2,1,1,-,2,-,,,1,,3,1,2,,,23.0
"Wallis, Mitch",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,1.0
"Webb, Lukas",,,,,,,,,,,,,,-,-,,,,-,-,-,,,,,,
"Williams, Bailey",,,,,,,,-,-,,-,-,-,,,,,,,,,-,,,,,
"Wood, Easton",1,-,,,1,-,-,-,-,-,,,,1,-,1,1,1,-,-,-,,-,-,-,-,6.0
Totals,12,7,14,18,7,2,1,1,9,5,8,8,6,10,2,10,3,5,6,8,8,12,6,4,9,6,187.0
Opponent,FR,SK,HW,CA,BL,NM,AD,ME,GW,CW,WC,PA,GE,SY,RI,GC,SK,GE,NM,CW,ES,FR,WC,HW,GW,SY,
