Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Adams, Marcus",1,6,2,1,1,-,3,,,5,6,,3,2,,,,,,,,,,,,,30.0
"Adcock, Jed",,,,2,1,-,1,2,2,,,,,,,,,2,,,,,,,,,10.0
"Biggs, Shane",5,4,2,3,-,7,1,2,3,5,3,2,3,1,1,-,3,3,2,1,3,3,2,-,2,2,63.0
"Bontempelli, Marcus",-,1,1,-,-,2,1,2,1,-,1,-,2,2,1,3,1,3,-,-,1,2,1,-,2,3,30.0
"Boyd, Matthew",4,3,1,3,4,7,2,10,,4,5,7,4,7,4,4,2,,6,6,3,7,3,5,10,7,118.0
"Boyd, Tom",-,-,-,-,,,,,,,,,,,,-,1,1,-,-,-,-,-,-,1,-,3.0
"Campbell, Tom",,,,,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,1.0
"Collins, Kieran",,,,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Cordy, Zaine",,,,,,,,,,,,,,,,,,1,1,-,-,1,1,1,-,-,5.0
"Dahlhaus, Luke",-,-,-,1,-,-,-,1,-,4,1,-,,,,,,-,3,-,1,-,-,-,2,-,13.0
"Dale, Bailey",,,,,-,-,-,-,,,,,,,,,,,,,,,,,,,
"Daniel, Caleb",-,2,-,1,,,1,1,-,3,-,1,1,-,4,2,1,-,-,2,1,1,-,2,3,-,26.0
"Dickson, Tory",,,,,2,-,-,1,1,-,1,-,-,-,-,-,-,1,2,2,1,-,1,1,-,-,13.0
"Dunkley, Josh",-,-,,,,,,,,-,1,-,-,,,-,1,-,1,1,1,4,3,1,-,1,14.0
"Hamling, Joel",,,2,1,,,,,,,,1,,,,,,-,-,2,2,1,2,4,1,2,18.0
"Honeychurch, Mitch",,,,,,,,,,,,2,-,,,,,,,,,,,,,,2.0
"Hrovat, Nathan",,,,,,,,,,,,,,,,,,,1,1,4,-,,,,,6.0
"Hunter, Lachie",2,1,1,2,-,6,3,3,1,1,2,7,3,2,3,1,3,1,1,1,2,-,-,-,1,1,48.0
"Johannisen, Jason",3,3,2,2,,,,,,,,,,4,1,1,2,5,4,4,2,6,2,-,3,7,51.0
"Jong, Lin",,,1,-,1,3,,,1,,,,1,-,-,-,1,1,3,2,-,2,-,,,,16.0
"Liberatore, Tom",-,-,-,-,2,-,-,-,1,4,4,-,-,-,-,,1,1,,,,,2,-,-,1,16.0
"Macrae, Jack",-,-,1,1,-,1,-,4,5,1,1,-,-,3,3,2,3,-,,,,,4,2,-,-,31.0
"McLean, Toby",-,-,1,1,-,-,-,1,1,-,1,,,,,,,,,,1,,,1,-,-,7.0
"Minson, Will",,,,,,,,,,,,,,-,,,,,,,,1,,,,,1.0
"Morris, Dale",-,2,2,1,6,-,1,1,2,1,-,2,1,5,4,2,1,,1,,,3,2,2,2,-,41.0
"Murphy, Robert",3,3,3,,,,,,,,,,,,,,,,,,,,,,,,9.0
"Picken, Liam",1,2,1,4,-,1,1,1,1,1,1,3,-,1,1,-,-,2,2,3,2,1,2,1,-,-,32.0
"Redpath, Jack",,,,,,,-,-,,-,-,-,-,-,-,-,-,,,,,,,,,,
"Roberts, Fletcher",,,,,,-,1,3,3,3,1,1,-,,1,-,4,2,2,1,1,1,,,2,-,26.0
"Roughead, Jordan",-,2,2,1,1,1,-,1,-,1,-,-,2,1,1,2,2,1,1,2,-,,1,-,-,2,24.0
"Smith, Clay",,,,,,,,,,,,,,-,-,-,1,-,-,-,-,1,1,-,-,-,3.0
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,,2,,,,,,2.0
"Stevens, Koby",1,1,-,5,-,2,,,-,,,,,,-,3,-,-,,,,1,,,,,13.0
"Stringer, Jake",-,1,1,2,-,1,-,-,-,-,1,-,-,1,-,1,,1,2,2,,,1,-,-,-,14.0
"Suckling, Matt",2,3,2,4,-,,,,,5,7,6,4,4,2,4,2,,,1,,3,3,2,,,54.0
"Wallis, Mitch",1,-,2,1,-,1,1,1,2,-,1,1,2,2,1,-,-,,,,,,,,,,16.0
"Webb, Lukas",,,,,,,,,,,,,,-,-,,,,1,-,1,,,,,,2.0
"Williams, Bailey",,,,,,,,-,2,,-,2,1,,,,,,,,,2,,,,,7.0
"Wood, Easton",1,1,,,1,3,1,1,5,5,,,,2,4,4,4,1,1,2,-,,1,1,2,2,42.0
Totals,24,35,27,36,19,35,17,35,32,43,37,36,27,37,31,29,33,26,34,33,28,40,32,23,31,28,808.0
Opponent,FR,SK,HW,CA,BL,NM,AD,ME,GW,CW,WC,PA,GE,SY,RI,GC,SK,GE,NM,CW,ES,FR,WC,HW,GW,SY,
