Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Ablett, Gary",4,7,7,4,8,,10,6,1,4,2,8,7,4,3,2,1,7,3,7,6,6,8,7,7,129.0
"Bartel, Jimmy",-,10,3,1,3,4,2,4,4,3,7,1,5,3,4,1,2,,-,2,3,4,8,2,3,79.0
"Blake, Mark",-,2,4,-,1,-,2,4,5,2,1,1,2,5,1,-,1,,,,2,-,1,,,34.0
"Byrnes, Shannon",-,-,1,-,-,1,2,-,-,1,1,-,-,-,1,2,,2,-,-,-,,-,1,-,12.0
"Chapman, Paul",6,3,2,2,7,4,3,3,4,2,5,4,,1,3,1,2,-,2,2,7,3,2,4,3,75.0
"Corey, Joel",2,4,6,9,,,,,,,,,,2,,1,4,5,4,,-,4,1,2,3,47.0
"Djerrkura, Nathan",,,1,,,,,,,,,,,,,,,,,,,,,,,1.0
"Duncan, Mitch",-,2,2,2,,1,,2,,,,,,1,-,,,,,,,,,,,10.0
"Enright, Corey",-,2,1,1,1,-,-,1,-,1,-,3,3,2,-,-,-,1,2,1,-,,1,-,2,22.0
"Gamble, Ryan",,,1,,,,,,,,,,-,,,,,,,,,,,,,1.0
"Hawkins, Tom",-,-,-,-,1,-,1,2,1,-,,,,,,,,1,1,-,2,-,-,2,2,13.0
"Hogan, Simon",,,,,1,-,2,4,,1,3,1,,-,1,-,,,,,,2,,,,15.0
"Hunt, Josh",1,1,-,-,1,1,2,1,1,-,-,-,-,1,-,2,-,-,-,1,1,,-,-,-,13.0
"Hunt, Taylor",,,,,,,,,,,1,2,-,2,,,,,,1,-,-,,,,6.0
"Johnson, Steve",4,1,1,-,-,1,2,2,-,2,1,1,-,,,,1,2,1,3,-,-,3,3,5,33.0
"Kelly, James",1,3,1,3,-,6,4,,4,4,4,7,,1,6,-,2,3,1,5,3,7,3,4,-,72.0
"Laidler, Jeremy",,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Ling, Cameron",8,3,2,3,3,2,4,1,1,3,,3,4,,5,2,4,2,2,,,1,2,-,6,61.0
"Lonergan, Tom",-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,,,-,,-,-,2.0
"Mackie, Andrew",-,-,1,-,-,1,1,1,-,-,-,-,2,-,2,3,-,-,1,2,,1,1,,,16.0
"Menzel, Daniel",,,,,,,,,,,,,,,,,,,,-,1,-,,,,1.0
"Milburn, Darren",1,,,3,2,-,-,1,1,-,1,1,-,-,2,,1,2,1,-,-,-,2,1,1,20.0
"Mooney, Cameron",-,-,,-,-,-,-,-,-,-,-,,-,,,-,-,-,1,1,-,-,-,-,-,2.0
"Motlop, Steven",,-,,,,,,,,,,,,,,,,,,,,,,,,
"Ottens, Brad",3,4,,4,6,2,,,,,,,,,2,3,1,2,3,1,,2,4,3,1,41.0
"Podsiadly, James",,,-,-,-,1,2,,-,-,1,-,-,-,-,1,-,,-,-,-,,,1,-,6.0
"Rooke, Max",,,,,3,,,,,,,,,,,,,,,,,,,,,3.0
"Scarlett, Matthew",-,-,,,,,-,-,-,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Selwood, Joel",4,-,3,4,2,7,5,2,5,5,5,3,12,4,6,8,4,8,4,8,6,,5,9,4,123.0
"Simpson, Dawson",,,2,,,,,,,,-,,,,,,,,,,,,,,,2.0
"Stokes, Mathew",,,,,,,,-,1,-,1,4,-,-,1,2,-,-,2,-,1,1,-,1,2,16.0
"Taylor, Harry",-,-,-,-,1,-,-,-,-,-,-,-,-,,1,-,1,-,-,,-,-,-,-,-,3.0
"Varcoe, Travis",,,,,,2,-,1,-,2,1,-,-,-,-,-,1,-,1,1,-,1,1,2,1,14.0
"West, Trent",,,,,,,,,,,,-,1,-,,,,-,,,,,,,,1.0
"Wojcinski, David",-,2,-,-,2,1,1,1,1,1,3,-,2,2,2,-,1,-,,1,-,-,1,2,-,23.0
Totals,34,44,38,36,42,34,43,37,29,31,37,39,38,28,41,28,27,35,29,37,32,32,43,44,40,898.0
Opponent,ES,HW,FR,PA,CA,RI,SY,BL,CW,ME,WC,ES,SK,NM,HW,AD,BL,SY,CW,WB,CA,WC,SK,FR,CW,
