Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Akermanis, Jason",1,-,-,1,-,1,1,-,1,1,1,-,3,-,-,1,-,-,-,,2,-,1,4,2,20.0
"Ashcroft, Marcus",-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Black, Simon",-,-,1,-,-,2,1,-,-,-,1,-,-,1,-,-,3,-,1,2,1,-,-,2,2,17.0
"Bolton, Craig",1,,,-,,,,,,1,,-,-,-,-,-,,,,,,,,,,2.0
"Bradshaw, Daniel",-,,,1,,,2,,3,1,4,2,1,4,2,-,-,3,2,2,-,-,1,-,1,29.0
"Brown, Jonathan",-,2,-,2,-,-,1,3,-,-,-,-,1,1,1,1,2,-,-,1,1,2,1,1,2,22.0
"Charman, Jamie",,,,,-,,,,,-,,,,,,,,,,,,,,,,
"Clarke, Nathan",,,1,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Copeland, Robert",,,,,,,,,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,4.0
"Cupido, Damian",2,1,-,2,-,-,2,,,,,,,,,,,,,,,,,,,7.0
"Hadley, Richard",,,1,,,,,,,,,,,,,,,,,,,,,,,1.0
"Hart, Shaun",-,1,-,,,,,,,-,-,1,1,-,-,-,2,1,-,-,-,-,1,-,-,7.0
"Headland, Des",-,,,4,3,1,2,-,-,-,1,-,1,-,-,1,-,1,-,-,-,1,,,,15.0
"Johnson, Chris",,,,-,1,-,1,1,2,-,-,1,-,1,-,,-,-,-,-,-,-,-,-,2,9.0
"Keating, Clark",-,2,1,,,,,1,-,-,-,1,-,-,-,1,-,-,1,-,,-,2,-,-,9.0
"Kennedy, Matthew",,-,-,-,-,,,-,,,,,,,,,-,,,,-,,,-,,
"Knobel, Trent",,,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Lappin, Nigel",-,1,1,-,2,-,1,1,3,1,-,-,1,2,2,-,-,1,-,2,-,1,-,-,-,19.0
"Leppitsch, Justin",1,1,-,,,,,,,,-,,,,,,,,1,-,-,-,-,-,-,3.0
"Lynch, Alastair",-,1,1,2,-,4,2,1,-,-,2,1,1,1,1,5,-,4,2,-,,-,2,,4,34.0
"McDonald, Beau",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,1,-,-,1,-,2.0
"McGrath, Ashley",,,,,,,,,,,,,,,,,,,,-,,,,,,
"McLaren, Dylan",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"McRae, Craig",,,,,-,1,2,,,2,3,-,2,2,1,-,1,1,-,-,-,2,1,2,-,20.0
"Michael, Mal",1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,3.0
"Notting, Tim",,1,1,1,3,-,1,2,1,1,2,-,2,1,2,2,-,1,1,-,2,-,1,-,-,25.0
"Picken, Marcus",,1,-,1,-,-,-,1,1,,,,,,,,,,,,,,,,,4.0
"Pike, Martin",-,-,-,-,,-,-,-,-,1,1,1,-,1,2,1,-,-,,,-,-,-,-,1,8.0
"Power, Luke",1,1,,,3,2,,,-,,,,,,,-,1,1,2,-,1,5,-,-,-,17.0
"Robbins, Ben",-,1,-,-,-,-,-,-,,,,,,-,-,1,,,,,,,,,,2.0
"Scott, Brad",-,,,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,4.0
"Scott, Chris",,-,-,-,2,-,,1,1,-,-,-,-,,,,-,1,-,-,-,-,-,2,-,7.0
"Shattock, Aaron",-,-,-,,,,-,-,-,,,,,,,,,,,,,,,,,
"Voss, Michael",1,-,-,1,1,-,-,-,-,1,1,-,2,-,1,1,-,2,1,1,1,-,1,2,2,19.0
"White, Darryl",-,-,,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,1.0
Totals,8,15,8,15,16,11,17,11,13,10,16,7,16,14,12,14,9,16,11,8,11,11,12,15,17,313.0
Opponent,PA,KA,RI,WB,FR,GE,SY,CA,AD,ES,WC,ME,HW,SK,CW,PA,KA,WB,RI,FR,GE,SY,PA,RI,ES,
