Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Akermanis, Jason",2,-,2,1,2,4,2,1,2,1,-,-,2,-,2,1,-,-,1,,1,-,-,-,1,25.0
"Ashcroft, Marcus",-,-,1,1,2,1,2,2,-,2,1,-,-,-,-,1,-,2,-,1,1,2,-,2,1,22.0
"Black, Simon",-,2,1,-,-,2,-,2,-,-,-,1,-,-,1,1,1,3,-,1,-,-,1,1,-,17.0
"Bolton, Craig",1,,,1,,,,,,-,,-,-,1,-,1,,,,,,,,,,4.0
"Bradshaw, Daniel",-,,,-,,,1,,-,1,-,1,-,1,-,-,-,2,-,-,-,-,1,2,-,9.0
"Brown, Jonathan",-,3,1,-,-,1,2,1,3,1,1,-,1,-,2,-,4,-,1,1,1,1,-,2,1,27.0
"Charman, Jamie",,,,,1,,,,,-,,,,,,,,,,,,,,,,1.0
"Clarke, Nathan",,,1,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Copeland, Robert",,,,,,,,,-,-,-,-,1,1,1,-,-,1,3,-,-,-,-,-,-,7.0
"Cupido, Damian",1,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,2.0
"Hadley, Richard",,,-,,,,,,,,,,,,,,,,,,,,,,,
"Hart, Shaun",-,1,-,,,,,,,-,-,-,3,-,1,-,2,2,-,1,-,1,2,1,3,17.0
"Headland, Des",-,,,1,-,1,-,1,3,1,1,-,-,-,1,-,-,-,-,-,-,1,,,,10.0
"Johnson, Chris",,,,1,-,2,2,1,-,2,2,2,1,-,1,,-,1,2,-,-,1,4,1,1,24.0
"Keating, Clark",2,1,1,,,,,-,-,-,-,-,-,-,2,1,2,-,-,-,,-,-,1,2,12.0
"Kennedy, Matthew",,2,2,-,2,,,-,,,,,,,,,-,,,,-,,,-,,6.0
"Knobel, Trent",,,,,,-,1,-,,,,,,,,,,,,,,,,,,1.0
"Lappin, Nigel",-,-,1,1,-,2,1,-,1,-,-,1,-,-,-,1,2,2,-,1,-,-,1,-,-,14.0
"Leppitsch, Justin",-,1,1,,,,,,,,-,,,,,,,,-,-,2,-,1,1,3,9.0
"Lynch, Alastair",1,1,2,1,-,1,-,1,1,-,1,3,2,-,1,2,-,-,1,-,,-,1,,2,21.0
"McDonald, Beau",-,-,1,1,-,1,3,-,1,,-,-,1,-,1,-,-,1,-,,-,1,1,-,-,12.0
"McGrath, Ashley",,,,,,,,,,,,,,,,,,,,-,,,,,,
"McLaren, Dylan",,,,,,,,,,,,,,,,,,,,2,1,,,,,3.0
"McRae, Craig",,,,,-,1,1,,,2,3,-,1,-,1,2,1,-,-,-,-,1,-,1,-,14.0
"Michael, Mal",-,1,1,-,-,1,1,1,1,3,2,2,1,1,-,-,-,-,1,1,2,,-,2,4,25.0
"Notting, Tim",,-,-,-,1,2,-,-,1,-,1,-,-,1,-,1,-,-,-,1,1,-,3,-,1,13.0
"Picken, Marcus",,-,-,1,-,1,1,-,-,,,,,,,,,,,,,,,,,3.0
"Pike, Martin",-,-,1,-,,-,2,-,-,1,-,-,-,-,-,1,-,-,,,1,-,-,-,-,6.0
"Power, Luke",2,-,,,2,1,,,-,,,,,,,-,1,1,1,-,-,-,-,2,1,11.0
"Robbins, Ben",1,2,-,1,-,-,-,1,,,,,,-,-,1,,,,,,,,,,6.0
"Scott, Brad",-,,,,2,1,2,-,1,1,-,1,1,-,2,-,-,-,1,-,2,-,-,-,1,15.0
"Scott, Chris",,1,1,-,1,-,,1,1,-,1,1,1,,,,1,3,-,1,1,2,3,2,1,22.0
"Shattock, Aaron",1,-,3,,,,1,3,-,,,,,,,,,,,,,,,,,8.0
"Voss, Michael",2,-,-,-,-,3,1,1,-,-,1,-,2,2,2,1,-,1,-,-,2,2,2,2,-,24.0
"White, Darryl",-,1,,1,-,1,2,-,1,1,-,1,-,-,1,-,,4,-,-,,-,1,-,-,14.0
Totals,13,16,20,11,14,26,25,16,16,16,14,13,17,7,19,14,14,23,11,10,15,12,21,20,22,405.0
Opponent,PA,KA,RI,WB,FR,GE,SY,CA,AD,ES,WC,ME,HW,SK,CW,PA,KA,WB,RI,FR,GE,SY,PA,RI,ES,
