Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Akermanis, Jason",-,-,1,1,-,-,1,1,1,1,1,1,-,-,1,,3,-,-,-,1,3,1,1,-,1,19.0
"Ashcroft, Marcus",-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,,-,3.0
"Black, Simon",1,-,1,-,-,2,1,1,-,-,-,2,-,-,-,-,2,2,-,-,1,1,-,-,-,1,15.0
"Bradshaw, Daniel",-,-,2,,-,-,-,1,1,-,-,,2,-,-,2,-,-,-,-,1,-,-,1,1,-,11.0
"Brennan, Jared",,,,-,-,-,-,-,,,-,1,,,,,,,,,,,,,,,1.0
"Brown, Jonathan",1,2,,1,-,-,,,1,,,,,-,-,2,2,-,-,1,1,4,1,1,-,2,19.0
"Caracella, Blake",-,,1,,,,,1,2,1,1,1,,,,1,-,2,-,-,-,1,-,-,1,-,12.0
"Charman, Jamie",-,-,1,-,-,1,-,1,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,6.0
"Copeland, Robert",,,,,,,,,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4.0
"Gram, Jason",,,,,,,,,,,,,1,-,,,,,,,,,,,,,1.0
"Hadley, Richard",,,,,,,,,,,,,,,,,,,,,,,,-,-,-,
"Hart, Shaun",-,-,1,-,-,-,-,-,1,-,,-,1,2,-,-,-,1,-,-,-,1,1,-,-,-,8.0
"Johnson, Chris",-,-,-,-,-,-,-,-,3,-,-,1,-,,,,,,-,-,-,1,-,-,-,-,5.0
"Keating, Clark",,,,,,,,,,,,,,,1,-,-,-,-,-,1,-,-,1,-,1,4.0
"Lappin, Nigel",-,-,-,1,-,1,-,-,-,1,-,1,-,-,-,,,,,1,-,1,-,-,-,-,6.0
"Leppitsch, Justin",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,1.0
"Lynch, Alastair",1,-,,-,,,1,-,1,1,-,-,2,,1,-,1,1,2,-,-,1,-,-,-,-,12.0
"McDonald, Beau",,,-,-,-,,-,,-,1,-,,1,-,,,,,,,,,,,,,2.0
"McGrath, Ashley",,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,1,-,1,2.0
"McLaren, Dylan",-,-,,,,-,,-,,,,-,,,,,,,,,,,,,,,
"McRae, Craig",,,,-,1,-,-,1,2,-,-,-,-,-,-,1,-,3,-,,-,,,-,-,1,9.0
"Michael, Mal",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,-,,-,-,-,-,1.0
"Morrison, Shane",,,1,,,,,-,,,,,,,,,,,,,,,,,,,1.0
"Notting, Tim",-,-,-,-,-,2,-,,,,,,,,,-,-,-,-,,,-,-,,-,,2.0
"Pike, Martin",1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,4.0
"Power, Luke",-,-,-,1,1,1,-,1,-,2,-,-,1,-,1,1,1,1,-,-,4,1,-,2,-,-,18.0
"Scott, Brad",-,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,1,-,,,,,7.0
"Scott, Chris",-,-,-,-,-,1,-,-,-,-,-,,,-,-,-,,-,,-,-,-,-,,,,1.0
"Shattock, Aaron",1,-,-,,,,,-,1,-,-,1,-,1,-,1,-,-,-,-,1,2,,,,,8.0
"Voss, Michael",-,1,2,1,2,-,-,1,2,2,1,,1,1,1,1,-,1,2,-,2,1,-,2,-,1,25.0
"Weller, Luke",,,,,,,,,,,,-,-,-,,,-,,,,,,,,,,
"White, Darryl",-,1,-,-,1,-,-,,,-,-,-,,,-,-,-,-,-,-,,1,1,-,-,-,4.0
Totals,5,5,11,5,6,8,6,8,15,12,6,8,9,5,5,10,9,13,6,2,13,19,4,9,3,9,211.0
Opponent,ES,PA,KA,CW,WB,GE,SY,AD,CA,ME,SK,WC,RI,FR,HW,ES,PA,KA,CW,SY,GE,WB,CW,AD,SY,CW,
