Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Akermanis, Jason",4,4,5,1,1,1,6,3,5,2,2,-,5,3,-,,2,3,3,2,2,1,3,1,3,2,64.0
"Ashcroft, Marcus",2,-,-,1,-,1,4,-,-,-,-,1,-,-,1,2,-,3,2,-,-,1,-,-,,-,18.0
"Black, Simon",4,-,6,1,2,5,4,3,2,1,1,1,1,4,6,4,-,4,2,1,1,-,3,5,5,1,67.0
"Bradshaw, Daniel",3,1,3,,3,1,1,-,-,-,1,,1,1,-,-,-,-,1,1,-,1,3,1,-,1,23.0
"Brennan, Jared",,,,1,1,1,1,4,,,4,2,,,,,,,,,,,,,,,14.0
"Brown, Jonathan",3,5,,4,4,-,,,3,,,,,4,2,1,1,3,2,3,2,3,7,-,1,2,50.0
"Caracella, Blake",-,,3,,,,,2,2,1,1,1,,,,1,-,2,3,-,-,-,1,2,1,3,23.0
"Charman, Jamie",1,4,1,2,1,3,4,2,1,1,3,-,3,5,4,2,-,1,2,3,4,2,4,1,3,2,59.0
"Copeland, Robert",,,,,,,,,-,3,1,1,1,3,1,2,4,2,2,-,-,1,2,4,1,2,30.0
"Gram, Jason",,,,,,,,,,,,,1,-,,,,,,,,,,,,,1.0
"Hadley, Richard",,,,,,,,,,,,,,,,,,,,,,,,1,3,-,4.0
"Hart, Shaun",1,-,2,2,1,-,1,1,1,-,,-,-,4,1,2,2,1,1,-,-,2,1,4,1,1,29.0
"Johnson, Chris",1,3,6,2,2,2,3,1,4,1,5,2,-,,,,,,1,3,2,3,3,4,-,4,52.0
"Keating, Clark",,,,,,,,,,,,,,,1,1,1,-,2,2,-,1,-,-,1,3,12.0
"Lappin, Nigel",4,2,-,4,3,3,2,2,-,2,3,2,1,2,2,,,,,1,6,3,4,1,1,1,49.0
"Leppitsch, Justin",1,2,-,3,4,5,1,2,-,-,4,2,3,2,2,1,,,,,4,1,4,-,2,-,43.0
"Lynch, Alastair",4,2,,3,,,1,2,2,6,3,4,3,,2,2,5,1,3,1,1,3,2,1,2,2,55.0
"McDonald, Beau",,,2,-,2,,1,,2,-,-,,2,1,,,,,,,,,,,,,10.0
"McGrath, Ashley",,-,3,1,2,1,-,,,1,2,2,-,-,3,3,1,-,2,1,,-,1,1,2,2,28.0
"McLaren, Dylan",-,-,,,,1,,-,,,,1,,,,,,,,,,,,,,,2.0
"McRae, Craig",,,,2,-,1,-,1,2,2,1,2,1,-,-,1,-,1,1,,-,,,2,-,2,19.0
"Michael, Mal",1,-,1,-,-,2,-,1,-,,,-,1,-,2,-,2,-,2,3,1,,1,2,1,-,20.0
"Morrison, Shane",,,-,,,,,-,,,,,,,,,,,,,,,,,,,
"Notting, Tim",-,3,2,2,1,3,-,,,,,,,,,2,1,2,-,,,1,1,,2,,20.0
"Pike, Martin",2,1,-,1,-,1,-,1,-,2,2,3,4,1,2,1,-,1,1,1,-,,1,4,-,3,32.0
"Power, Luke",2,3,-,1,-,2,1,-,2,1,1,3,1,3,-,1,-,2,-,2,5,1,1,1,1,1,35.0
"Scott, Brad",2,1,2,1,4,1,1,-,4,1,1,2,-,3,-,4,3,2,1,2,1,-,,,,,36.0
"Scott, Chris",2,4,9,1,-,1,-,5,1,5,7,,,2,3,1,,2,,2,4,1,-,,,,50.0
"Shattock, Aaron",-,1,1,,,,,-,1,-,1,2,1,-,3,1,1,2,-,2,1,-,,,,,17.0
"Voss, Michael",3,1,-,1,1,1,2,3,4,-,2,,2,-,1,2,2,-,1,2,-,-,1,2,1,-,32.0
"Weller, Luke",,,,,,,,,,,,-,-,-,,,1,,,,,,,,,,1.0
"White, Darryl",1,3,-,1,1,4,-,,,-,1,-,,,1,3,1,-,2,1,,1,5,-,3,-,28.0
Totals,41,40,46,35,33,40,33,33,36,29,46,31,31,38,37,37,27,32,34,33,34,26,48,37,34,32,923.0
Opponent,ES,PA,KA,CW,WB,GE,SY,AD,CA,ME,SK,WC,RI,FR,HW,ES,PA,KA,CW,SY,GE,WB,CW,AD,SY,CW,
