Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Beckwith, Keith",,,,,,,,,,,,,,,,,,1,,,,1.0
"Beers, Brian",,,,1,3,3,-,,,,1,,2,-,,,,-,,-,2,12.0
"Bennett, Ken",2,-,2,1,-,1,2,-,,,,,,,,,1,,-,1,2,12.0
"Brewer, Ian",3,8,2,2,6,2,1,4,4,6,1,6,3,3,3,3,6,4,-,4,2,73.0
"Burns, Keith",,,,,,,,,,,,,,,,,,2,,,,2.0
"Delanty, Mike",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,-,-,-,-,1.0
"Dixon, Don",,,-,-,-,-,-,3,-,-,-,-,-,1,-,,,,,,,4.0
"Donegan, Barry",-,-,1,-,,,,,,-,,,,,,,,,,,,1.0
"Dorman, Brian",-,-,-,,-,-,-,-,-,1,-,-,-,1,,,2,1,-,,,5.0
"Fellowes, Graeme",,,,,,,,,,,,,,,,,,2,-,1,1,4.0
"Gabelich, Ray",-,1,-,-,-,-,-,-,1,-,-,,,-,-,-,-,-,1,-,-,3.0
"Gray, Brian",,,,,,,,1,1,-,-,-,,,3,-,2,,,-,-,7.0
"Greve, Bob",-,-,-,2,1,1,-,,-,-,1,1,-,-,-,-,-,-,,-,-,6.0
"Harrison, Barry",-,-,1,1,-,2,-,1,-,-,1,-,1,-,-,-,-,,-,-,-,7.0
"Henderson, John",,,,,,,,,,,,,,,,-,1,-,-,-,-,1.0
"Howell, Don",-,1,-,-,-,-,1,,,,,,,-,,,-,,,,,2.0
"Hutchesson, Errol",1,-,1,,,,,,,,,,,,,,,,,,,2.0
"Jones, William",,,,,,,,1,1,-,4,2,-,,2,1,,,,,,11.0
"Kingston, Ron",-,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,-,,-,,,1.0
"Lucas, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,
"Merrett, Thorold",2,-,-,-,-,1,2,3,2,1,1,1,-,2,3,2,2,2,2,2,2,30.0
"Millar, Eddie",,,-,,,,,-,,,,,,,,,,,,,,
"Powell, John",,,,,,,,,,,,,,,,-,-,,,,,
"Reeves, Ron",,,,,,,,-,-,-,-,-,1,,-,-,-,-,-,-,-,1.0
"Rose, Kevin",,,,,,,,,,,,,,,,-,-,,-,-,-,
"Serong, Bill",,,,,,,-,2,-,-,-,-,-,-,-,,,,-,2,-,4.0
"Sharp, Lerrel",-,-,-,-,-,-,-,,,,,,,-,,,,,,,,
"Smale, Ken",,1,-,,,,,-,-,-,-,-,1,,-,1,1,-,-,1,-,5.0
"Sullivan, Harry",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Tuck, Frank",-,,,-,2,2,-,1,2,1,3,1,1,-,-,-,,,,,,13.0
"Turner, Ken",-,-,-,-,-,-,-,1,-,-,,-,-,-,-,-,-,-,-,1,-,2.0
"Twomey, Bill",2,-,,-,2,-,,,,,,,,,-,2,,-,,,,6.0
"Twomey, Michael",,,,,,-,,,,,,-,1,-,-,-,-,-,-,-,1,2.0
"Waller, Neville",-,-,-,-,-,,-,1,-,-,1,-,-,-,-,-,-,-,-,,,2.0
"Weideman, Murray",2,-,,2,2,1,1,1,-,1,1,1,4,1,-,1,1,-,1,2,2,24.0
Totals,12,11,7,9,16,13,7,20,12,10,14,12,14,8,11,10,16,12,4,14,12,244.0
Opponent,FO,HW,FI,ES,CA,RI,NM,SM,SK,ME,GE,FO,HW,FI,ES,CA,RI,NM,ME,NM,ME,
