Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Blee, Nathan",,,,,,,,,,,,,,,,,,,-,-,,,,,
"Boak, Travis",1,-,1,-,-,-,-,1,2,1,-,,-,2,-,-,1,-,1,1,-,-,1,1,13.0
"Broadbent, Matthew",-,1,1,-,-,-,1,-,-,-,-,3,2,-,-,-,-,-,-,2,-,1,1,-,12.0
"Butcher, John",,,,,,,,,-,-,2,,,,2,1,1,-,-,,,,,,6.0
"Carlile, Alipate",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Cassisi, Domenic",,,,-,-,-,,-,,,,-,-,,,,-,-,-,,,-,-,-,
"Colquhoun, Sam",,,,,,,-,,-,,,,,,,-,-,-,-,,-,-,-,1,1.0
"Cornes, Kane",2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,-,-,-,4.0
"Ebert, Brad",-,1,-,-,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,1,-,6.0
"Gray, Robbie",,,,-,-,3,-,-,1,1,-,-,1,1,1,4,2,1,-,-,-,,-,-,15.0
"Hartlett, Hamish",-,-,2,1,2,-,1,-,-,-,-,1,-,1,2,2,3,-,3,-,,,1,1,20.0
"Heath, Campbell",-,-,-,-,-,-,-,,-,-,,-,,,,,,,,1,1,,,,2.0
"Hitchcock, Cameron",,,,,,,,,,1,-,,,,,,,,,1,,,,,2.0
"Hombsch, Jack",,,,,,,,,,-,-,-,-,-,,,,,,,,-,,,
"Jonas, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,1,-,-,-,1.0
"Lobbe, Matthew",-,-,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2.0
"Logan, Tom",,,,,,,,,-,-,-,2,-,-,-,,,,,,,-,-,1,3.0
"Mitchell, Kane",1,1,1,,,-,1,1,-,-,,,,,,-,2,-,1,,-,,,,8.0
"Monfries, Angus",3,1,1,-,2,-,-,3,2,1,-,1,1,2,-,-,-,-,-,-,1,3,2,-,23.0
"Moore, Andrew",-,,,,,,-,-,-,,,-,-,-,-,-,-,-,1,3,-,-,-,1,5.0
"Neade, Jake",-,1,-,-,2,1,1,-,,-,-,1,-,-,-,-,,,,,-,,,,6.0
"OShea, Cameron",-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2.0
"Pittard, Jasper",-,-,-,-,,,,,,,,-,-,1,-,1,-,-,-,-,-,-,-,-,2.0
"Redden, Jarrad",-,-,,,,,-,1,1,-,,,,,,,,,,,,,,,2.0
"Renouf, Brent",,,-,-,-,-,,,,,,,,,,,,,,,,-,,,
"Schulz, Jay",-,2,1,1,2,-,1,-,1,3,1,2,1,1,-,1,-,1,1,2,-,1,3,1,26.0
"Stevenson, Lewis",-,-,-,-,-,-,-,-,,,,,,,,,,,,,,-,,,
"Stewart, Daniel",,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Stewart, Paul",2,2,-,,-,-,,1,,,-,,,1,-,1,1,-,,,,,,,8.0
"Thomas, Matt",,,,,,,,,-,,1,-,,,-,,,,,,,,,,1.0
"Trengove, Jackson",-,-,-,-,-,,,,,,,,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"Westhoff, Justin",4,2,4,3,1,2,1,-,1,1,-,1,-,2,,1,1,-,-,1,-,-,1,-,26.0
"Wines, Ollie",1,1,-,-,-,-,-,-,1,1,2,-,-,2,-,-,-,-,-,1,-,-,-,1,10.0
"Wingard, Chad",1,2,-,-,1,1,2,-,3,1,1,-,2,-,-,1,2,-,-,1,-,1,1,-,20.0
"Young, Aaron",,,,,,,,,,,,,,,,,,,,1,-,1,-,-,2.0
Totals,15,14,11,5,12,8,9,7,12,10,8,11,8,14,6,12,14,2,7,14,4,9,11,7,230.0
Opponent,ME,GW,AD,GC,WC,NM,RI,CA,GE,WB,GW,SY,CW,ES,HW,SK,BL,AD,GE,GC,FR,CA,CW,GE,
