Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Anderson, Ray",,,,,,,,,,,,,-,1,1,-,,1,1,2,6.0
"Baskin, Keith",-,2,2,-,4,2,-,1,2,-,1,1,,-,-,1,1,-,-,-,17.0
"Bedford, Peter",,2,1,1,1,2,2,3,3,2,-,3,4,4,-,2,1,-,2,-,33.0
"Bennett, Stuart",,,-,-,3,-,,,,,-,-,,-,-,-,2,2,2,3,12.0
"Bethke, Des",,,,,-,1,,,,,,,,,,,,,,,1.0
"Brookes, Don",,,,,,,,,,,,,2,5,2,-,3,-,,,12.0
"Busse, Neil",3,2,-,2,2,2,-,1,-,-,,,1,-,5,2,,1,1,2,24.0
"Cook, Russell",,-,4,2,4,3,-,1,3,-,1,5,-,1,1,1,2,3,2,3,36.0
"Davison, Ian",-,3,-,-,3,2,-,-,-,2,-,3,1,3,4,,,,,,21.0
"Elwin, Ross",,,,,,,,-,-,1,1,3,4,-,,-,,,,,9.0
"Greenwood, Jack",,,,,,,,,,,,,,,,,-,2,-,-,2.0
"Haenen, Tony",2,-,3,1,3,4,-,5,2,4,-,4,3,2,4,2,5,7,3,1,55.0
"Harrison, Paul",2,1,1,-,1,1,1,2,1,1,-,-,2,1,-,,,,1,,15.0
"Heriot, John",,,,,,,-,2,3,3,2,2,-,-,-,2,-,-,1,2,17.0
"Jacobs, Graeme",2,1,5,-,1,4,1,3,2,1,-,2,1,-,-,-,1,2,1,2,29.0
"John, Graeme",2,3,-,,,,,3,2,-,3,2,1,,,,,,,,16.0
"Lambert, Greg",-,1,,,,,,,,1,4,-,2,-,1,2,2,3,-,1,17.0
"Leahy, Terry",-,2,3,,,,2,5,2,2,4,3,,,,2,1,-,,,26.0
"Luke, Richard",,,,-,2,1,-,2,2,1,-,1,2,,,2,1,2,3,1,20.0
"Luscombe, John",,,,,-,,,,,,,,,,,,,,,,
"Magee, Stuart",3,2,2,-,,,,,,,,,,,,,,,,,7.0
"Mallett, Bob",,,,,,,,,,,,,,-,-,,,,,1,1.0
"Matthews, Herbie",,,1,,,3,3,1,-,-,1,1,,-,-,2,1,-,1,1,15.0
"McAuliffe, Haydn",-,,1,2,3,2,-,-,,,,5,,,,,1,1,4,3,22.0
"McCracken, Peter",,,,,,,,,,,,,,,,,,,-,,
"McGee, Jeff",-,-,,,,,,,,,,,,,,,,,,,
"Mohr, Rod",,,,,,,,,,,,,1,,,,,,,,1.0
"Mulligan, Mick",,,,,1,,,,,,,,,,,,,,,,1.0
"Pedrotti, Kevin",,,,,,2,1,,,,,,,,,,,,,,3.0
"Phillips, Ken",,,,1,-,-,1,,,,,1,,1,-,,,,,,4.0
"Priest, Doug",-,1,2,4,,5,4,1,4,-,,,,,,,,,,,21.0
"Rantall, John",3,1,3,3,3,2,1,,2,-,1,1,1,3,4,2,-,,2,2,34.0
"Reid, Bruce",1,,,,,,,,,,,,,,,,-,,,,1.0
"Sarich, Eric",-,1,3,-,3,2,1,2,1,2,4,,-,1,1,2,1,1,1,-,26.0
"Skilton, Bob",1,5,,3,5,,1,4,4,1,1,,2,3,3,2,2,2,3,6,48.0
"Sudholz, John",-,2,1,1,1,3,-,1,1,1,-,2,4,,2,-,1,1,2,1,24.0
"Viney, Ron",1,-,3,-,,-,,,,,,,,,,,,,,,4.0
"Wilcox, Dick",1,1,2,1,1,,,-,,,1,2,,,,1,2,-,,-,12.0
"Williams, Rod",,,,,,,,,-,,,,1,,,,,,,,1.0
Totals,21,30,37,21,41,41,18,37,34,22,24,41,32,25,28,25,27,28,30,31,593.0
Opponent,SK,HW,ME,ES,RI,CA,NM,FO,CW,GE,FI,SK,HW,ME,ES,RI,CA,NM,FO,CW,
