Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,-,-,2,-,-,-,-,,,,,-,,,-,,,,,,,,,,,2.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,-,,,,,,
"Cameron, Jeremy",4,3,7,6,2,2,5,2,2,4,6,2,1,2,3,2,4,-,,1,,9,2,2,4,-,75.0
"Coniglio, Stephen",1,-,1,-,-,3,1,-,,1,2,-,-,1,-,-,,,,,,,,,,,10.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,
"Cumming, Isaac",,,,,,,-,,,-,-,-,,,,,,,,,,-,,,,,
"Daniels, Brent",2,-,-,-,-,1,1,-,-,-,1,-,-,2,1,1,-,-,1,-,1,1,1,-,-,-,13.0
"Davis, Phil",-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Deledio, Brett",-,-,,,,,,,3,1,2,-,2,1,1,-,-,,-,-,,,-,,,,10.0
"Finlayson, Jeremy",1,-,2,2,2,-,1,4,2,4,4,-,1,3,-,,3,2,3,,,2,1,1,1,-,39.0
"Greene, Toby",1,,,,,2,-,-,-,1,1,,1,1,2,2,1,-,-,-,2,,3,1,,1,19.0
"Hately, Jackson",,,,,-,,-,,,,,,,-,-,,,1,-,-,,,,,,,1.0
"Haynes, Nick",,2,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,-,-,-,,-,-,-,-,3.0
"Hill, Bobby",,,,,,,,,,,,,,,,-,1,-,-,-,1,1,,,2,,5.0
"Himmelberg, Harry",2,1,2,3,-,2,1,-,5,3,4,1,1,2,2,1,3,-,2,,1,-,2,-,-,2,40.0
"Hopper, Jacob",-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,,,,-,1,-,-,4.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",2,1,,,,,,,,,-,,,,,,-,-,1,-,2,-,,,-,,6.0
"Kelly, Josh",,,1,-,-,-,,-,1,-,1,1,1,1,-,,,,,,-,-,-,1,-,-,7.0
"Kennedy, Adam",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,-,-,1,-,-,-,-,2.0
"Langdon, Zac",,,,,,,,-,,,,,,2,-,,,,,,,,,,,,2.0
"Lloyd, Daniel",1,-,-,4,-,-,1,1,1,,,1,,,,-,-,-,,,,-,1,1,-,-,11.0
"Mumford, Shane",,,-,1,-,-,-,,-,-,-,-,1,-,,,-,-,-,-,,-,-,-,-,-,2.0
"Perryman, Harry",1,,,,,,,,1,1,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,6.0
"Reid, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,-,-,4.0
"Shaw, Heath",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",-,-,,,,,,-,,,,,,,-,-,-,-,,-,-,,,,,,
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,1,,,,-,,-,-,-,,,,,,1.0
"Taranto, Tim",-,-,-,1,-,1,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,1,-,1,-,-,7.0
"Taylor, Sam",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,-,-,-,-,-,
"Tomlinson, Adam",-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,-,1,-,,1,-,-,6.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,-,-,1,1,,,3,1,-,,,,,-,-,-,1,-,2,-,1,-,,-,10.0
"Williams, Zac",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2.0
"de Boer, Matt",-,-,-,-,-,1,-,-,1,1,-,-,-,,,,,,,,-,-,-,-,-,-,3.0
Totals,16,8,13,19,5,13,13,7,21,18,21,7,11,16,10,8,14,4,8,1,10,16,11,10,7,4,291.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
