Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,1,-,,,,,,,1.0
"Buntine, Matt",,1,3,-,1,3,4,2,,,,,6,,,1,,,,,,,,,,,21.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,-,,,,,,
"Cameron, Jeremy",2,2,3,2,4,1,-,2,-,-,2,-,-,1,-,2,-,2,,-,,1,2,4,4,1,35.0
"Coniglio, Stephen",1,-,-,-,-,-,1,-,,-,-,-,2,2,4,-,,,,,,,,,,,10.0
"Corr, Aidan",,,,,,5,4,,,,,,,,,,,,,,3,10,5,-,4,7,38.0
"Cumming, Isaac",,,,,,,1,,,3,3,1,,,,,,,,,,2,,,,,10.0
"Daniels, Brent",-,2,2,-,-,-,2,-,-,1,-,-,-,-,-,-,2,1,1,1,-,-,1,1,5,-,19.0
"Davis, Phil",6,8,8,14,12,,,7,2,5,5,8,17,9,8,2,,3,4,5,8,8,8,9,3,5,164.0
"Deledio, Brett",1,1,,,,,,,3,-,1,1,1,-,1,1,1,,1,2,,,1,,,,15.0
"Finlayson, Jeremy",10,4,2,2,1,2,2,1,3,2,-,2,1,-,1,,2,3,2,,,1,1,3,1,3,49.0
"Greene, Toby",-,,,,,1,-,-,1,1,-,,1,1,1,-,-,-,-,1,1,,1,2,,-,11.0
"Hately, Jackson",,,,,3,,1,,,,,,,1,-,,,1,-,-,,,,,,,6.0
"Haynes, Nick",,2,5,3,6,2,3,2,3,4,5,8,,3,4,9,8,4,5,3,4,,3,4,3,4,97.0
"Hill, Bobby",,,,,,,,,,,,,,,,-,-,2,-,2,-,2,,,-,,6.0
"Himmelberg, Harry",3,6,9,1,2,3,7,2,2,3,2,2,2,4,2,3,3,1,2,,1,6,2,4,3,4,79.0
"Hopper, Jacob",1,2,2,1,-,-,1,3,2,-,2,2,3,2,-,2,-,-,1,,,,2,1,-,1,28.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,4,,,,,,,,4.0
"Keeffe, Lachlan",4,3,,,,,,,,,7,,,,,,5,9,3,7,6,2,,,11,,57.0
"Kelly, Josh",,,1,-,-,-,,3,2,4,-,-,-,-,-,,,,,,1,1,1,3,2,1,19.0
"Kennedy, Adam",2,3,-,1,-,2,-,-,1,2,1,3,-,-,1,2,,,,2,2,1,-,3,3,1,30.0
"Langdon, Zac",,,,,,,,1,,,,,,1,1,,,,,,,,,,,,3.0
"Lloyd, Daniel",-,1,1,-,-,2,1,-,2,,,-,,,,2,3,4,,,,-,1,-,2,2,21.0
"Mumford, Shane",,,2,4,4,4,4,,4,4,2,4,1,2,,,5,-,3,3,,5,2,3,3,4,63.0
"Perryman, Harry",-,,,,,,,,-,2,1,1,1,-,-,-,2,-,4,4,1,3,3,2,3,3,30.0
"Reid, Sam",2,-,3,2,2,4,4,3,2,2,3,1,2,6,1,1,2,1,2,3,1,2,1,4,1,4,59.0
"Shaw, Heath",3,1,1,1,4,4,2,4,1,2,3,2,5,5,5,1,3,4,4,5,-,1,4,5,4,5,79.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",2,1,,,,,,7,,,,,,,1,2,3,3,,8,3,,,,,,30.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,2,,,,,,2.0
"Stein, Jake",,,,,,,,,,,,,8,,,,10,,5,10,8,,,,,,41.0
"Taranto, Tim",1,1,1,2,1,1,-,-,1,2,1,2,1,3,-,4,2,1,1,2,3,-,2,2,1,1,36.0
"Taylor, Sam",6,5,11,6,7,4,8,12,7,9,,2,9,5,4,7,7,2,,,,2,5,5,11,9,143.0
"Tomlinson, Adam",2,-,5,1,5,3,6,2,-,3,1,5,-,3,-,2,1,3,2,3,2,-,,-,3,1,53.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,1,4,2,2,1,,,-,-,1,,,,,-,1,2,-,-,2,-,1,1,,1,19.0
"Williams, Zac",1,1,3,2,-,3,3,3,1,,,-,5,2,1,3,1,1,3,1,-,-,3,5,2,-,44.0
"de Boer, Matt",-,1,-,-,2,-,-,1,-,3,1,1,-,,,,,,,,1,-,5,2,3,1,21.0
Totals,47,46,66,44,56,45,54,55,37,52,41,45,65,50,35,44,61,47,48,62,49,47,54,63,72,58,1343.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
