Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,-,-,1,-,-,1,-,,,,,-,,,-,,,,,,,,,,,2.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,-,-,,,,,,
"Cameron, Jeremy",2,2,5,2,1,3,1,4,4,2,2,1,-,1,4,4,-,2,,-,,5,3,-,1,1,50.0
"Coniglio, Stephen",1,-,1,-,2,-,1,-,,-,-,1,-,-,-,-,,,,,,,,,,,6.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,
"Cumming, Isaac",,,,,,,-,,,-,-,-,,,,,,,,,,-,,,,,
"Daniels, Brent",2,-,-,1,2,-,-,-,1,-,2,-,1,-,-,2,-,-,1,1,2,1,3,-,-,1,20.0
"Davis, Phil",-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,1,-,-,-,-,-,-,-,1.0
"Deledio, Brett",1,-,,,,,,,1,-,1,-,-,-,1,-,-,,2,-,,,-,,,,6.0
"Finlayson, Jeremy",1,-,1,1,2,-,-,2,1,1,2,-,1,1,-,,1,3,2,,,-,3,2,1,-,25.0
"Greene, Toby",1,,,,,2,-,-,1,-,-,,-,1,-,1,-,-,1,-,2,,1,2,,2,14.0
"Hately, Jackson",,,,,-,,-,,,,,,,-,-,,,1,-,-,,,,,,,1.0
"Haynes, Nick",,1,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,1,-,-,,-,-,-,-,3.0
"Hill, Bobby",,,,,,,,,,,,,,,,1,1,-,-,1,1,-,,,1,,5.0
"Himmelberg, Harry",-,2,-,-,1,2,-,-,2,2,-,-,-,-,-,1,-,-,-,,-,-,1,-,-,1,12.0
"Hopper, Jacob",2,-,-,-,-,1,1,1,1,-,-,2,1,-,-,-,-,-,1,,,,-,-,1,-,11.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",2,1,,,,,,,,,-,,,,,,-,-,-,-,-,-,,,-,,3.0
"Kelly, Josh",,,1,1,-,2,,-,1,-,-,1,-,2,1,,,,,,-,-,1,1,-,-,11.0
"Kennedy, Adam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,1,-,-,-,1.0
"Langdon, Zac",,,,,,,,-,,,,,,1,-,,,,,,,,,,,,1.0
"Lloyd, Daniel",-,2,1,-,1,-,-,-,-,,,-,,,,-,1,-,,,,-,-,-,2,1,8.0
"Mumford, Shane",,,-,-,-,-,1,,-,-,-,-,1,-,,,-,-,-,1,,-,-,-,-,-,3.0
"Perryman, Harry",2,,,,,,,,-,1,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,7.0
"Reid, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,2.0
"Shaw, Heath",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",-,-,,,,,,-,,,,,,,-,-,-,-,,-,-,,,,,,
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,-,,,,-,,-,-,-,,,,,,
"Taranto, Tim",-,1,-,-,2,-,1,-,1,2,-,-,-,-,-,-,1,-,-,1,2,1,-,1,-,-,13.0
"Taylor, Sam",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,-,-,-,-,-,
"Tomlinson, Adam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,1,1,-,3.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,-,-,1,-,,,1,-,1,,,,,1,-,1,-,-,1,-,1,-,,-,7.0
"Williams, Zac",-,-,-,-,1,-,-,-,-,,,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,3.0
"de Boer, Matt",1,-,-,-,-,1,-,-,2,-,1,-,1,,,,,,,,-,-,-,-,-,1,7.0
Totals,16,9,9,6,13,11,6,7,16,8,9,7,5,8,6,10,7,8,10,4,8,7,14,8,7,7,226.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
