Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,-,-,-,-,-,3,2,,,,,3,,,-,,,,,,,,,,,8.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,1,-,,,,,,1.0
"Cameron, Jeremy",-,-,1,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,,-,,-,1,-,-,-,5.0
"Coniglio, Stephen",2,-,2,1,3,1,-,2,,1,1,1,1,3,3,-,,,,,,,,,,,21.0
"Corr, Aidan",,,,,,3,2,,,,,,,,,,,,,,4,5,2,7,3,4,30.0
"Cumming, Isaac",,,,,,,-,,,-,4,-,,,,,,,,,,5,,,,,9.0
"Daniels, Brent",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,6.0
"Davis, Phil",3,3,5,1,2,,,5,3,1,2,5,4,5,1,-,,2,1,2,5,6,3,4,1,3,67.0
"Deledio, Brett",1,-,,,,,,,-,-,-,-,1,1,3,1,1,,1,1,,,-,,,,10.0
"Finlayson, Jeremy",1,8,-,-,-,-,-,-,1,-,2,-,-,-,-,,-,-,-,,,-,1,-,-,-,13.0
"Greene, Toby",-,,,,,-,-,2,1,1,-,,-,2,-,1,-,4,1,6,-,,2,-,,-,20.0
"Hately, Jackson",,,,,-,,2,,,,,,,-,-,,,1,2,-,,,,,,,5.0
"Haynes, Nick",,2,3,6,5,5,10,1,2,10,3,5,,1,1,5,3,3,4,4,6,,2,8,9,8,106.0
"Hill, Bobby",,,,,,,,,,,,,,,,1,1,-,1,-,-,-,,,-,,3.0
"Himmelberg, Harry",-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,,-,-,-,-,-,-,2.0
"Hopper, Jacob",3,1,1,-,2,2,-,-,-,2,2,1,1,3,1,1,1,1,-,,,,-,2,5,-,29.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",1,-,,,,,,,,,-,,,,,,1,4,-,1,-,-,,,-,,7.0
"Kelly, Josh",,,2,-,1,2,,1,1,-,1,1,4,5,3,,,,,,2,1,2,-,-,-,26.0
"Kennedy, Adam",6,2,3,-,2,2,1,3,3,1,2,2,2,1,2,4,,,,5,-,1,3,4,3,-,52.0
"Langdon, Zac",,,,,,,,-,,,,,,-,1,,,,,,,,,,,,1.0
"Lloyd, Daniel",-,-,-,1,-,1,-,1,1,,,-,,,,2,1,3,,,,-,-,1,-,-,11.0
"Mumford, Shane",,,-,1,-,2,2,,-,1,-,-,-,1,,,-,-,-,-,,-,-,2,-,1,10.0
"Perryman, Harry",1,,,,,,,,3,1,2,6,2,-,2,2,2,4,2,3,1,2,-,2,2,4,41.0
"Reid, Sam",3,-,1,-,3,1,3,1,1,4,4,2,2,2,1,1,6,-,5,1,4,2,-,-,-,1,48.0
"Shaw, Heath",3,3,6,6,4,7,10,9,2,8,5,12,8,5,4,6,12,7,4,11,6,11,5,2,6,6,168.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",5,1,,,,,,1,,,,,,,3,1,3,-,,2,4,,,,,,20.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,-,,,,2,,-,1,3,,,,,,6.0
"Taranto, Tim",3,2,1,4,-,-,1,2,-,2,3,2,4,4,3,3,1,5,-,3,-,1,1,3,7,3,58.0
"Taylor, Sam",4,-,4,2,2,1,2,3,2,1,,3,2,1,3,3,7,2,,,,-,2,4,2,4,54.0
"Tomlinson, Adam",-,3,1,1,-,-,1,4,2,1,1,-,1,3,1,5,1,-,2,3,-,3,,1,3,2,39.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",5,3,6,4,5,-,,,2,3,1,,,,,4,4,7,6,2,3,3,2,-,,5,65.0
"Williams, Zac",5,2,6,6,8,5,12,3,2,,,3,6,6,1,5,4,3,3,4,5,2,-,8,2,1,102.0
"de Boer, Matt",1,-,1,-,1,-,1,-,1,-,1,-,-,,,,,,,,-,1,-,1,-,-,8.0
Totals,47,30,43,33,38,33,52,40,28,37,34,43,41,44,35,45,50,46,32,51,43,44,27,49,44,42,1051.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
