Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,-,-,,,,,,,
"Buntine, Matt",,1,1,2,1,2,3,1,,,,,1,,,2,,,,,,,,,,,14.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,1,3,,,,,,4.0
"Cameron, Jeremy",5,5,4,-,2,4,4,3,1,2,3,1,1,3,3,2,6,2,,1,,3,2,4,3,4,68.0
"Coniglio, Stephen",6,5,3,6,3,3,2,2,,-,1,8,3,5,5,-,,,,,,,,,,,52.0
"Corr, Aidan",,,,,,2,1,,,,,,,,,,,,,,1,4,1,2,4,2,17.0
"Cumming, Isaac",,,,,,,-,,,-,2,1,,,,,,,,,,1,,,,,4.0
"Daniels, Brent",-,3,2,-,-,2,3,2,2,-,2,1,3,3,2,3,1,1,3,2,3,2,3,1,-,3,47.0
"Davis, Phil",-,3,4,4,1,,,1,5,-,1,1,-,2,2,4,,-,1,5,5,3,4,2,1,1,50.0
"Deledio, Brett",-,3,,,,,,,4,3,1,1,-,1,3,-,2,,1,-,,,2,,,,21.0
"Finlayson, Jeremy",1,3,2,-,-,-,1,2,1,3,3,3,-,4,3,,1,-,1,,,4,4,-,4,1,41.0
"Greene, Toby",2,,,,,5,3,5,6,4,4,,4,2,3,4,3,6,6,10,1,,11,6,,5,90.0
"Hately, Jackson",,,,,-,,3,,,,,,,2,2,,,5,3,3,,,,,,,18.0
"Haynes, Nick",,2,5,-,1,2,3,2,1,2,2,2,,1,-,1,2,3,3,1,1,,1,5,6,2,48.0
"Hill, Bobby",,,,,,,,,,,,,,,,4,2,2,1,1,-,1,,,2,,13.0
"Himmelberg, Harry",2,3,3,3,4,2,4,2,3,1,2,3,2,5,1,3,-,2,2,,2,2,2,-,1,3,57.0
"Hopper, Jacob",1,2,5,6,3,4,3,2,2,3,3,3,4,11,6,6,3,4,3,,,,5,4,4,4,91.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,3,,,,,,,,3.0
"Keeffe, Lachlan",-,3,,,,,,,,,3,,,,,,1,2,-,4,2,2,,,2,,19.0
"Kelly, Josh",,,1,4,3,3,,3,2,1,1,4,2,5,1,,,,,,7,2,2,4,3,1,49.0
"Kennedy, Adam",2,2,1,3,4,2,-,3,1,2,-,2,2,1,1,1,,,,2,-,2,2,3,1,-,37.0
"Langdon, Zac",,,,,,,,2,,,,,,3,2,,,,,,,,,,,,7.0
"Lloyd, Daniel",1,2,3,3,-,2,3,2,1,,,2,,,,3,3,2,,,,2,3,3,1,4,40.0
"Mumford, Shane",,,4,3,3,1,11,,2,7,5,4,3,6,,,4,5,2,4,,3,6,9,7,2,91.0
"Perryman, Harry",1,,,,,,,,1,3,3,1,2,2,3,3,3,4,1,3,1,2,2,3,2,3,43.0
"Reid, Sam",3,3,1,-,2,-,3,2,6,4,-,2,1,2,4,-,2,3,2,1,6,3,2,4,-,2,58.0
"Shaw, Heath",2,-,2,4,1,5,4,5,3,6,4,6,2,5,4,7,8,2,3,7,3,2,3,2,4,2,96.0
"Sheridan, Tom",,,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Simpson, Dawson",2,3,,,,,,-,,,,,,,-,2,1,2,,2,3,,,,,,15.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,3,,,,,,3.0
"Stein, Jake",,,,,,,,,,,,,2,,,,2,,1,3,3,,,,,,11.0
"Taranto, Tim",8,3,3,5,6,5,5,4,4,2,6,5,6,1,3,6,9,5,4,7,3,6,4,6,5,4,125.0
"Taylor, Sam",1,1,-,4,3,-,1,3,2,1,,1,-,1,1,-,-,2,,,,1,2,2,1,2,29.0
"Tomlinson, Adam",3,3,7,1,-,2,-,4,6,1,2,5,3,4,1,3,1,2,4,2,3,8,,2,2,3,72.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",2,2,5,2,2,2,,,1,1,2,,,,,3,2,6,-,6,1,3,3,4,,3,50.0
"Williams, Zac",1,3,3,2,4,5,3,7,1,,,1,1,1,2,2,5,5,2,7,4,3,1,-,6,4,73.0
"de Boer, Matt",2,1,2,-,1,-,2,5,2,1,2,2,3,,,,,,,,1,4,7,4,2,6,47.0
Totals,45,56,62,52,44,53,62,62,57,47,52,59,45,70,52,59,61,65,46,72,56,63,72,70,61,61,1504.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
