Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,1,1,,,,,,,2.0
"Buntine, Matt",,-,-,-,1,-,2,-,,,,,1,,,-,,,,,,,,,,,4.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,2,3,,,,,,5.0
"Cameron, Jeremy",1,-,-,-,-,-,-,-,-,1,-,-,1,-,3,1,1,1,,1,,-,1,-,-,-,11.0
"Coniglio, Stephen",5,5,7,10,5,5,4,5,,2,3,3,7,4,9,-,,,,,,,,,,,74.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,1,2,-,-,-,-,3.0
"Cumming, Isaac",,,,,,,-,,,2,1,-,,,,,,,,,,3,,,,,6.0
"Daniels, Brent",2,-,-,-,1,-,-,1,1,1,2,2,1,2,-,1,2,2,1,1,2,-,3,-,1,-,26.0
"Davis, Phil",-,-,-,-,-,,,1,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Deledio, Brett",-,1,,,,,,,3,1,2,2,1,5,2,2,2,,1,3,,,-,,,,25.0
"Finlayson, Jeremy",-,-,-,-,-,2,-,-,1,-,1,-,-,-,-,,-,1,-,,,-,2,1,4,1,13.0
"Greene, Toby",-,,,,,1,2,4,3,-,2,,7,3,1,7,5,2,10,8,6,,1,5,,2,69.0
"Hately, Jackson",,,,,2,,1,,,,,,,-,1,,,-,2,-,,,,,,,6.0
"Haynes, Nick",,1,1,-,1,-,1,-,-,1,-,-,,1,-,-,-,-,-,-,-,,-,-,1,1,8.0
"Hill, Bobby",,,,,,,,,,,,,,,,-,3,-,2,-,-,-,,,-,,5.0
"Himmelberg, Harry",1,1,1,1,1,-,1,-,-,-,-,-,-,2,-,-,-,2,-,,-,-,1,1,1,-,13.0
"Hopper, Jacob",7,8,5,5,2,7,6,5,5,6,8,3,8,11,9,5,8,7,4,,,,7,5,5,4,140.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",-,-,,,,,,,,,-,,,,,,-,-,-,-,-,1,,,-,,1.0
"Kelly, Josh",,,4,8,7,5,,7,7,3,5,3,6,-,6,,,,,,4,6,3,4,5,3,86.0
"Kennedy, Adam",-,-,-,-,-,1,1,2,-,1,1,1,3,1,1,1,,,,-,-,-,-,1,1,1,16.0
"Langdon, Zac",,,,,,,,1,,,,,,3,-,,,,,,,,,,,,4.0
"Lloyd, Daniel",-,-,2,1,-,1,2,1,2,,,2,,,,3,3,1,,,,1,2,1,6,2,30.0
"Mumford, Shane",,,3,2,2,4,7,,5,3,1,1,4,2,,,3,2,5,8,,5,4,4,3,2,70.0
"Perryman, Harry",-,,,,,,,,-,4,-,-,-,2,1,1,-,-,-,1,-,3,1,-,4,1,18.0
"Reid, Sam",3,-,-,-,1,1,1,1,-,1,1,1,1,1,2,2,1,1,1,1,1,-,3,1,-,1,26.0
"Shaw, Heath",-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,1,-,-,1,-,-,-,-,1,2,8.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",2,2,,,,,,-,,,,,,,5,8,2,1,,1,1,,,,,,22.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stein, Jake",,,,,,,,,,,,,2,,,,-,,-,-,-,,,,,,2.0
"Taranto, Tim",7,3,5,4,2,6,5,3,6,5,6,7,5,3,9,7,6,7,5,4,4,5,7,2,8,5,136.0
"Taylor, Sam",-,-,-,-,-,-,-,1,-,-,,-,1,-,-,-,-,-,,,,-,-,1,-,-,3.0
"Tomlinson, Adam",1,7,1,2,3,2,2,1,2,3,3,3,2,2,2,-,3,1,4,1,1,2,,1,2,1,52.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",5,5,2,1,4,1,,,2,2,1,,,,,4,5,2,4,5,7,6,3,2,,3,64.0
"Williams, Zac",1,1,-,1,-,-,3,2,1,,,1,4,4,3,-,1,3,10,4,5,6,3,1,10,3,67.0
"de Boer, Matt",1,4,5,3,2,3,6,3,5,1,4,5,2,,,,,,,,6,3,6,5,2,-,66.0
Totals,36,38,36,38,34,39,44,39,43,37,41,35,56,46,55,42,46,33,50,42,41,43,47,35,54,32,1082.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
