Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bonar, Aiden",,,,,,,,,,,,,,,,,,,1,-,,,,,,,1.0
"Buntine, Matt",,-,1,-,-,-,-,-,,,,,-,,,-,,,,,,,,,,,1.0
"Caldwell, Jye",,,,,,,,,,,,,,,,,,,,1,-,,,,,,1.0
"Cameron, Jeremy",-,-,-,-,-,1,-,-,1,3,-,-,-,-,1,1,1,-,,-,,-,1,1,1,1,12.0
"Coniglio, Stephen",2,-,-,-,-,-,1,-,,-,4,-,1,1,1,-,,,,,,,,,,,10.0
"Corr, Aidan",,,,,,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,
"Cumming, Isaac",,,,,,,-,,,-,-,-,,,,,,,,,,1,,,,,1.0
"Daniels, Brent",1,2,3,1,-,-,3,1,-,1,1,1,1,2,-,1,-,1,-,-,1,2,3,-,-,-,25.0
"Davis, Phil",-,-,1,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,1,-,2.0
"Deledio, Brett",-,-,,,,,,,2,1,-,1,2,-,2,-,2,,-,-,,,-,,,,10.0
"Finlayson, Jeremy",-,-,-,-,1,1,2,-,2,2,4,-,2,-,1,,2,1,2,,,2,-,-,2,-,24.0
"Greene, Toby",1,,,,,-,1,1,1,1,-,,1,-,-,2,2,-,1,-,1,,-,1,,-,13.0
"Hately, Jackson",,,,,-,,-,,,,,,,-,-,,,-,-,-,,,,,,,
"Haynes, Nick",,-,-,-,-,-,-,-,1,-,-,-,,-,-,-,-,-,1,-,-,,-,-,-,-,2.0
"Hill, Bobby",,,,,,,,,,,,,,,,-,1,-,2,-,-,1,,,-,,4.0
"Himmelberg, Harry",3,1,1,2,1,1,1,1,1,1,1,1,2,3,2,-,2,-,1,,-,1,1,-,-,-,27.0
"Hopper, Jacob",-,-,-,2,-,1,1,-,-,-,1,1,-,-,-,-,-,1,-,,,,1,-,1,1,10.0
"Idun, Connor",,,,,,,,,,,,,,,,,,,-,,,,,,,,
"Keeffe, Lachlan",-,-,,,,,,,,,-,,,,,,-,-,-,-,-,-,,,-,,
"Kelly, Josh",,,-,-,-,1,,1,1,-,1,-,2,-,-,,,,,,1,1,1,1,-,-,10.0
"Kennedy, Adam",-,-,1,-,-,1,1,-,1,-,-,-,-,-,-,1,,,,-,-,1,-,-,-,-,6.0
"Langdon, Zac",,,,,,,,-,,,,,,2,-,,,,,,,,,,,,2.0
"Lloyd, Daniel",-,1,-,1,1,-,-,-,1,,,1,,,,-,1,-,,,,-,-,-,-,1,7.0
"Mumford, Shane",,,1,-,1,-,2,,1,-,-,1,-,-,,,2,-,-,-,,-,-,1,-,-,9.0
"Perryman, Harry",-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,4.0
"Reid, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shaw, Heath",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Sheridan, Tom",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, Dawson",-,-,,,,,,-,,,,,,,-,-,1,-,,-,1,,,,,,2.0
"Sproule, Zach",,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Stein, Jake",,,,,,,,,,,,,-,,,,-,,-,-,-,,,,,,
"Taranto, Tim",2,1,-,1,-,1,-,-,1,-,1,1,-,-,-,-,-,1,2,-,1,1,-,-,-,-,13.0
"Taylor, Sam",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,-,-,-,-,-,
"Tomlinson, Adam",2,-,-,2,-,-,-,-,1,-,1,-,-,-,-,-,1,-,1,-,-,-,,-,-,-,8.0
"Ward, Callan",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Whitfield, Lachie",-,-,3,1,1,-,,,-,-,-,,,,,-,-,-,-,-,-,1,1,1,,-,8.0
"Williams, Zac",-,-,1,-,-,1,-,-,1,,,1,-,-,-,-,1,-,-,-,-,2,-,-,-,-,7.0
"de Boer, Matt",-,-,-,-,-,1,-,-,-,1,2,-,-,,,,,,,,1,2,-,1,-,-,8.0
Totals,11,5,12,10,5,9,12,4,15,10,16,8,11,8,7,5,16,4,11,1,8,16,9,7,6,3,229.0
Opponent,ES,WC,RI,GE,FR,SY,SK,HW,CA,ME,GC,AD,NM,ES,BL,RI,CW,PA,SY,HW,WB,GC,WB,BL,CW,RI,
