Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,Tot
"Ahern, Paul",-,,1,-,,-,,,,,,,-,-,,,,1.0
"Anderson, Jed",1,-,1,1,-,,,-,-,-,-,-,-,-,-,-,-,3.0
"Atley, Shaun",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Bonar, Aiden",,,-,,,,-,,-,-,-,,,,,-,,
"Brown, Ben",2,2,2,-,2,-,3,1,,-,,,,,,,,12.0
"Campbell, Tom",,,,,,-,,,,,,,,,,,,
"Cunnington, Ben",2,-,,,-,,,,,,,,,,,,,2.0
"Davies-Uniacke, Luke",,,,,,,,-,-,,-,-,-,-,-,-,-,
"Daw, Majak",,,,,,,,,1,1,-,,,-,,,,2.0
"Dumont, Trent",-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4.0
"Durdin, Sam",,,,,,,,,,,-,-,,,,,-,
"Garner, Taylor",,,,,,,,,,,,,,,,1,-,1.0
"Goldstein, Todd",1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,4.0
"Hall, Aaron",1,1,1,-,1,-,-,-,2,-,1,,,1,1,-,1,10.0
"Hayden, Kyron",,-,-,-,-,-,-,-,-,,,,,,,,,
"Higgins, Shaun",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2.0
"Hosie, Lachlan",,,,,,,,,,-,,-,1,-,-,,,1.0
"Larkey, Nick",1,,,,,,,-,1,,1,3,-,-,1,2,1,10.0
"Macmillan, Jamie",-,-,-,,-,-,-,-,1,-,-,,,,,,,1.0
"Mahony, Jack",,,,-,-,-,1,-,2,-,1,-,-,,,,,4.0
"McDonald, Luke",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"McKay, Ben",,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Tom",-,,,,,,,,,,,-,-,-,,,2,2.0
"Perez, Flynn",,,,,,,,,,,,,,,-,-,-,
"Pittard, Jasper",-,-,1,-,-,-,-,-,-,-,-,,,,,,,1.0
"Polec, Jared",-,-,-,-,-,-,1,1,,1,-,,,,-,-,-,3.0
"Scott, Bailey",,1,,,,1,-,1,-,1,-,1,3,-,-,-,-,8.0
"Simpkin, Jy",-,1,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,4.0
"Tarrant, Robbie",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Taylor, Curtis",2,1,-,3,1,-,-,-,-,,,,,,,,,7.0
"Thomas, Tarryn",1,-,-,-,-,-,,,,,,,,,,,,1.0
"Vickers-Willis, Ed",,,,,,,,,,,,-,-,-,-,-,-,
"Walker, Josh",-,-,-,-,-,-,3,-,-,1,-,-,1,-,2,1,-,8.0
"Walker, Will",,,,,,,,,,-,,-,,,,,,
"Williams, Marley",,,,-,-,-,-,,,,,-,-,-,-,,,
"Wood, Mason",,-,-,,,,-,,,,,-,-,2,3,1,,6.0
"Xerri, Tristan",,,,-,-,,,,,,,1,1,,,,,2.0
"Ziebell, Jack",1,2,3,-,,,-,,,,,,,,2,-,1,9.0
"Zurhaar, Cameron",-,1,1,1,1,1,,-,2,-,2,1,1,1,-,1,1,14.0
Totals,12,10,12,6,6,3,9,4,10,5,5,6,9,4,10,6,7,124.0
Opponent,SK,GW,SY,HW,WB,ES,RI,CA,AD,GE,ME,BL,CW,GC,PA,FR,WC,
