Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Ablett, Gary",1,-,,,,,,1,-,-,-,-,1,1,-,3,,1,-,-,3,1,1,13.0
"Barnes, John",2,1,-,1,-,1,1,1,-,-,,,,-,-,-,-,-,1,-,,1,-,9.0
"Biddiscombe, Craig",,,,,,,,,3,2,2,5,1,-,1,-,2,,,,2,,,18.0
"Bizzell, Clint",,,,,,-,,,,,,,,,-,,,,,1,-,,,1.0
"Breuer, Shayne",3,2,-,1,2,2,2,4,3,2,2,1,1,-,,,-,4,1,1,2,5,1,39.0
"Brown, Paul",,,-,,,,,,,,,,,,,,,,,,,,,
"Brownless, Bill",,,,1,-,3,2,4,-,3,-,1,-,-,,,,,,,,,,14.0
"Burns, Ronnie",-,1,-,1,-,5,2,1,-,2,1,4,-,1,3,3,,,1,-,-,-,2,27.0
"Colbert, Leigh",3,4,3,3,5,2,3,2,2,2,1,7,1,2,1,2,1,3,5,1,4,-,3,60.0
"Couch, Paul",2,1,1,-,,-,2,-,1,1,1,2,1,2,1,2,,1,6,3,3,2,3,35.0
"Graham, Ben",1,1,-,-,1,,,,,,1,1,1,1,1,2,-,-,1,1,-,-,,12.0
"Hall, Derek",1,1,1,-,1,-,-,1,-,-,1,1,-,-,1,-,2,,3,2,2,-,2,19.0
"Handley, Steven",,,,,,,,,,,,,1,,,-,2,1,1,2,1,2,-,10.0
"Hocking, Garry",4,3,2,-,2,3,4,2,4,3,3,3,3,3,4,1,4,5,6,2,1,-,4,66.0
"Kilpatrick, Glenn",,,,,-,1,-,1,-,,,,,,2,3,3,2,-,-,,,,12.0
"King, Steven",,,,,-,-,-,,,,-,2,4,-,2,-,-,,,,4,1,-,13.0
"Lord, Aaron",,,,-,-,,,,-,1,2,-,,,,,,,-,-,1,-,,4.0
"Lynch, Paul",4,,1,-,,,,,,,,,,,,,,,-,,,,,5.0
"Mansfield, Michael",2,2,1,-,1,2,1,1,-,-,,,1,1,-,1,3,2,1,3,1,1,1,25.0
"McGrath, Tim",1,1,-,2,2,1,-,1,-,3,,-,-,,,2,2,-,-,1,4,2,-,22.0
"McKinnon, Martin",1,2,2,1,-,-,4,-,2,1,2,1,1,3,3,-,2,-,,,,,-,25.0
"Mensch, David",-,1,-,-,-,-,-,,,,1,1,,,,,,,,,2,,-,5.0
"Pickering, Liam",1,2,1,1,2,3,2,1,-,1,2,,,,,,,1,,,,,,17.0
"Riccardi, Peter",-,-,1,1,-,1,2,2,6,2,2,3,2,-,-,1,3,4,4,4,,2,1,41.0
"Robbins, Matthew",,,,,,,,,,,,,,,,,-,,,,,,,
"Sanderson, Brenton",1,-,1,3,,,-,1,2,-,3,1,1,-,1,1,-,2,-,-,1,2,3,23.0
"Sholl, Brad",,1,1,1,-,1,1,-,-,1,-,1,-,1,1,-,-,1,3,-,-,-,3,16.0
"Simpson, Sean",,,2,,1,1,1,2,1,-,4,6,3,3,2,1,2,1,-,3,1,3,1,38.0
"Snell, Jason",-,-,,,,,,,,,,,,,,,,3,,,,,,3.0
"Steinfort, Carl",,,,,,,,,,,,,,,,,,,,,,1,1,2.0
"Stoneham, Barry",1,2,-,-,-,,,1,3,-,3,,,2,4,1,1,2,-,2,-,2,2,26.0
"Tanner, Grant",1,2,3,1,1,-,1,2,,2,-,3,4,2,-,,-,3,1,5,-,3,2,36.0
"Tudor, Leigh",3,-,,,,2,2,-,,,,1,1,-,4,-,1,2,,,,,,16.0
Totals,32,27,20,17,18,28,30,28,27,26,31,44,27,22,31,23,28,38,34,31,32,28,30,652.0
Opponent,ME,SK,AD,WC,RI,NM,ES,CA,CW,BB,FO,FR,FI,SY,HW,ME,SK,AD,WC,RI,NM,CA,NM,
