Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Barrass, Tom",,,,,,,,,,,,,,,,4,10,,,,5,,,,,19.0
"Bennell, Jamie",,1,,,2,-,1,-,-,,,,,,,,,,5,3,5,,,,,17.0
"Brown, Mitch",1,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Butler, Sam",3,,5,4,3,4,3,1,2,5,3,,3,,,,,1,2,,,5,1,6,2,53.0
"Colledge, Brant",,,,,,,,,-,,,,,,,,,,,,,,,,,
"Cripps, Jamie",-,-,1,1,2,1,-,1,1,-,-,-,-,-,-,-,1,2,2,1,1,-,-,4,-,18.0
"Darling, Jack",,,,,,,,,,,2,2,1,1,1,3,1,2,2,2,3,3,2,-,3,28.0
"Duggan, Liam",,-,1,2,-,-,-,2,-,-,-,-,-,,,,,,,,,,,,,5.0
"Ellis, Xavier",,,,,,,,,,,1,6,-,3,1,1,2,5,1,2,2,2,2,3,3,34.0
"Gaff, Andrew",2,-,1,2,1,1,1,1,-,2,1,1,1,3,-,-,2,1,-,-,3,1,1,1,-,26.0
"Hill, Josh",,,-,-,2,-,2,-,1,3,1,-,-,3,-,1,1,,2,-,2,-,-,1,3,22.0
"Hurn, Shannon",1,2,2,3,3,2,3,1,3,3,3,3,-,5,3,-,6,6,1,6,1,1,4,3,3,68.0
"Hutchings, Mark",,,,,,,-,,,,,,,-,1,1,3,1,1,-,1,-,2,3,-,13.0
"Kennedy, Josh",1,-,3,1,2,2,-,-,1,-,2,1,-,2,1,1,2,1,2,1,2,-,1,1,1,28.0
"Lamb, Tom",2,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"LeCras, Mark",-,1,-,1,2,-,2,2,2,3,1,1,1,-,-,-,1,-,,-,-,-,2,2,1,22.0
"Lycett, Scott",2,1,4,4,,,,,,,,,,,,,,1,4,,,,,,,16.0
"Masten, Chris",-,2,-,-,2,-,-,-,-,-,1,-,1,-,-,-,-,-,1,,,-,,-,-,7.0
"McGinnity, Patrick",-,-,1,,-,,,,,,,,,,,,,-,-,-,-,,-,,,1.0
"McGovern, Jeremy",9,8,5,7,6,9,,9,3,9,3,6,2,7,3,,,6,,,5,7,7,7,5,123.0
"McInnes, Fraser",,,,1,1,2,2,-,3,-,,,,,,,,,,,,,,,,9.0
"Naitanui, Nic",4,4,4,1,2,3,2,1,2,5,3,2,1,5,2,7,1,,,1,2,1,3,7,5,68.0
"Nelson, Jackson",3,3,1,5,,-,2,-,2,-,,,,,,,,,,1,,1,,,,18.0
"Newman, Murray",,,,,,,,,,,,,,,,,,,,-,1,,,,,1.0
"Priddis, Matt",-,-,-,-,-,2,5,3,1,3,-,-,1,4,2,1,-,1,-,1,-,-,,1,1,26.0
"Rosa, Matt",-,5,1,4,,,,,,,,1,,-,4,1,1,1,3,2,1,1,1,-,-,26.0
"Schofield, Will",,8,8,5,5,7,5,5,5,3,10,2,8,6,9,7,9,8,5,,,,8,6,5,134.0
"Selwood, Scott",3,,,,,,,1,1,-,1,1,-,2,1,-,-,-,,,,,-,,,10.0
"Sheed, Dom",-,2,-,-,1,-,-,,,-,-,-,1,1,1,1,-,1,-,-,1,1,1,-,1,12.0
"Sheppard, Brad",3,2,4,1,3,2,1,2,2,1,2,3,5,4,5,2,5,1,6,3,7,3,7,9,11,94.0
"Shuey, Luke",1,1,-,2,-,-,-,1,2,1,3,-,-,2,-,1,4,1,-,-,1,3,2,2,-,27.0
"Sinclair, Callum",,,,,-,5,2,2,2,2,8,5,3,1,4,1,1,,2,4,1,2,4,4,3,56.0
"Tunbridge, Simon",,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Wellingham, Sharrod",-,-,3,-,4,4,4,3,-,4,4,1,1,2,2,-,5,-,4,3,,2,5,5,5,61.0
"Yeo, Elliot",7,7,1,-,1,2,1,3,,1,1,1,1,-,2,1,1,2,3,3,8,4,3,2,3,58.0
Totals,42,48,45,44,42,46,36,38,33,45,50,36,30,51,42,33,56,41,46,33,52,37,56,67,55,1104.0
Opponent,WB,CA,FR,BL,GW,PA,GC,SK,GE,NM,ES,RI,ME,AD,CW,SY,GC,HW,FR,WB,AD,SK,HW,NM,HW,
