Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Bassett, Nathan",1,1,-,3,-,1,2,2,-,3,,,,,,3,2,,2,,,,,,,,20.0
"Bickley, Mark",1,3,2,-,2,1,-,-,-,1,2,-,1,-,-,3,1,-,,,,1,1,-,-,1,20.0
"Bond, Troy",,,,,-,,-,2,-,1,-,,-,-,1,-,,,,,,,,,,,4.0
"Caven, Peter",1,1,1,1,2,1,1,1,-,1,3,,,3,-,4,1,2,2,1,4,-,1,-,1,-,32.0
"Connell, Matthew",-,1,-,-,-,-,-,-,-,2,1,,,,,,-,1,3,1,2,-,1,-,-,-,12.0
"Cook, Sudjai",,,,,,,,,-,-,,1,1,-,2,-,,,,,,,,,,,4.0
"Cook, Tim",,,,,,,,,,,,,,,,,,1,1,-,-,,,,,,2.0
"Downsborough, Ian",,,-,,-,,-,,2,-,2,-,-,,,,,,,,,,,,,,4.0
"Eccles, Andrew",,2,2,-,1,-,2,-,-,-,-,1,-,,,,,1,1,-,-,,,,-,1,11.0
"Edwards, Tyson",-,-,,,,,,,,,,,1,-,1,-,-,,1,-,2,-,1,-,-,-,6.0
"Ellen, Shane",1,2,1,-,1,,,,,2,1,,,1,1,1,,,,1,1,1,-,-,1,1,16.0
"Goodwin, Simon",-,-,-,,,,,,-,3,-,-,-,-,1,1,-,-,-,-,2,3,1,2,1,1,15.0
"Hart, Ben",1,-,-,1,1,-,3,-,1,3,2,2,-,-,-,-,1,-,1,1,3,-,-,1,-,1,22.0
"James, Brett",,,,1,1,1,1,-,1,2,2,-,-,1,-,-,-,1,1,1,1,-,1,2,-,2,19.0
"Jameson, Rod",,,,,1,1,,1,-,1,1,-,,,,,,1,,,,,,3,,,9.0
"Jarman, Darren",1,-,1,4,-,1,2,-,1,-,,,,-,-,-,1,-,1,-,1,1,1,-,-,-,15.0
"Johnson, Kane",,,-,3,1,-,-,1,,,1,1,,,,,2,,,,,2,,,1,1,13.0
"Keating, Aaron",,,,,,-,-,-,,,,,,,,,,,,,,,,,,,
"Koster, Kym",-,-,-,1,1,-,-,3,-,1,-,-,-,-,4,-,4,2,-,1,-,1,-,-,1,-,19.0
"Liptak, Matthew",,,,,,,,,,,,,,,,,,,1,,,,-,,,,1.0
"Marsh, Ben",,,,,,,,,,,,,,-,-,-,-,,-,2,,,-,-,,-,2.0
"McLeod, Andrew",1,-,1,2,3,-,-,1,,,,,-,-,,,,1,2,-,1,-,1,-,1,1,15.0
"Modra, Tony",,,,,,,,,,,,,,,,-,1,1,-,1,1,-,1,,,,5.0
"Ormond-Allen, Trent",-,-,1,-,,-,-,-,,,,1,-,-,-,-,1,,,1,-,,,,,,4.0
"Perrie, Ian",,,,,,,,,,,,,-,,1,,1,,,,,,,,,,2.0
"Picioane, Lance",-,,,-,,-,-,,,,,,,,,,,,,,,,,,,,
"Pittman, David",1,1,3,2,,,,1,-,1,-,-,2,-,,,1,1,,,-,1,,-,4,2,20.0
"Rehn, Shaun",2,2,1,1,1,4,-,-,1,2,2,-,2,3,4,-,-,2,1,3,2,1,2,-,1,-,37.0
"Ricciuto, Mark",-,1,-,2,-,2,1,1,-,,,-,-,-,3,1,-,-,2,1,-,1,1,1,-,1,18.0
"Rintoul, Chad",-,-,1,2,-,1,-,-,,,-,1,,,,,,,,,,,,-,1,,6.0
"Robran, Matthew",,-,,,,,,,-,1,-,2,1,-,1,-,,-,-,1,-,-,-,-,-,-,6.0
"Sampson, Clay",1,2,2,-,1,1,,,2,-,-,-,,,2,-,2,-,,,,,,,,,13.0
"Smart, Nigel",1,-,-,1,-,-,-,2,3,,,1,-,-,1,-,1,1,2,1,1,3,-,1,2,2,23.0
"Stevens, Linden",,,,,,,,,,,,,,,,,,,,,,-,1,,,,1.0
"Stevens, Mark",-,1,-,1,-,,,,,,-,1,-,-,2,1,,1,1,3,-,1,3,-,-,1,16.0
"Thiessen, James",-,1,-,2,-,1,-,-,,-,1,3,1,-,2,-,,2,3,-,-,1,-,2,1,1,21.0
"Tregenza, Simon",3,,,,,,,,1,-,-,-,-,-,-,,-,,,,,,,,,,4.0
"Vardy, Peter",,,,,,1,-,-,1,1,1,2,1,,,,-,3,-,-,1,1,2,1,-,-,15.0
Totals,15,18,16,27,16,16,12,15,13,25,19,16,10,8,26,14,19,21,25,19,22,18,18,13,15,16,452.0
Opponent,CA,FR,SK,PA,GE,NM,WC,RI,BL,ME,WB,ES,CW,SY,HW,CA,FR,SK,PA,GE,NM,WC,ME,SY,WB,NM,
