Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Blight, Malcolm",-,-,-,-,3,5,-,2,1,5,3,-,1,2,3,,2,-,,1,,3,1,1,2,-,35.0
"Briedis, Arnold",2,-,1,,,,,2,,,,,,,,,,,,,,,,,,,5.0
"Briedis, Robert",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Burns, John",,,-,1,-,-,1,-,1,-,-,1,-,1,1,-,,-,-,1,-,,2,-,-,2,11.0
"Byrne, John",-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,4.0
"Cable, Barry",2,1,3,,2,2,1,1,1,1,3,-,-,1,-,-,1,1,2,1,2,2,-,1,-,2,30.0
"Chisnall, Peter",1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,2.0
"Cowton, Gary",-,-,,,-,,1,1,-,-,-,-,-,-,-,4,1,-,-,1,-,-,-,-,1,1,10.0
"Crosswell, Brent",,,,1,,,,,,,,5,4,2,5,5,1,1,,,2,-,-,3,,1,30.0
"Dawson, Mark",-,,1,,,,-,1,-,1,2,2,1,2,3,2,1,1,2,2,,3,1,-,1,-,26.0
"Dench, David",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2.0
"Douglas, John",,,,,,,,,-,-,,,,,,,,,,,,,,,,,
"Feltham, Paul",-,2,-,1,-,-,,,,,-,-,-,1,-,1,-,-,-,-,,1,-,1,-,-,7.0
"Frazer, John",,,,2,,4,1,,,,,,,,,,,,,,,,,,,,7.0
"Gallagher, Adrian",,,,,-,,,,,,,,,,,,,,,,,,,,,,
"Gray, Gary",,-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Greig, Keith",1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,6.0
"Gumbleton, Frank",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Henshaw, Ross",-,-,-,-,-,-,-,-,-,,,,,,,,,,,,-,,,-,-,-,
"Icke, Stephen",-,-,,,-,-,-,-,-,-,-,,,-,-,-,-,,1,-,,1,2,-,-,2,6.0
"Keenan, Peter",,2,-,5,-,1,-,,,-,-,-,-,-,,-,-,,-,,-,4,-,1,-,-,13.0
"Kekovich, Sam",-,2,,,,,,,,,2,5,-,,,,,,,,,,2,-,-,,11.0
"Melrose, Graeme",1,5,2,-,2,2,-,2,1,1,,,1,1,,2,2,3,2,2,1,1,2,-,-,1,34.0
"Montgomery, Ken",,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,,1.0
"Moore, Terry",1,1,2,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,,1,-,,-,-,11.0
"Moylan, John",,-,,,,,,,,,,,,1,-,,,-,,,-,,,,,,1.0
"Munari, Dennis",,,,,,,,,,,,,,,,,1,-,-,-,,,,,,,1.0
"Nettlefold, Bill",,,,-,1,-,-,,,,,,,,-,-,-,1,-,2,-,-,,,,,4.0
"Nolan, Mick",,,,,,1,1,-,-,-,-,,,,,,,-,-,1,,,,1,-,-,4.0
"ODonoghue, Paul",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramsay, Roy",,,,,,,,,,,,-,,,,-,-,-,-,-,-,-,-,,,,
"Ryan, Phil",-,,,-,,,,,,,,,-,,,,,,,-,-,-,,,,,
"Schimmelbusch, Wayne",1,2,-,3,2,4,-,2,-,-,3,2,-,1,-,6,3,2,,,2,2,1,6,1,-,43.0
"Seery, Colin",,,-,3,,,,,,,,,,,,,,,,,,,,,,,3.0
"Smith, Rob",-,,2,,,,,-,4,2,4,6,2,-,-,-,,,,,1,,,,,,21.0
"Sutton, Darryl",,,,,,,,,,,,,,,,,,,-,,,1,,-,5,-,6.0
"Tanner, Xavier",,,,,-,-,,-,-,,,1,,,-,1,-,,,,1,,,,,,3.0
"Zantuck, Shane",,,,-,,,,,,-,1,,,,,,,,,,,,,,,,1.0
Totals,9,16,12,17,13,19,5,14,8,11,18,22,9,13,12,22,13,9,8,14,10,19,12,14,10,10,339.0
Opponent,ME,HW,RI,SK,GE,FI,CW,FO,ES,CA,SM,ME,HW,SK,RI,GE,FI,CW,FO,ES,CA,SM,HW,GE,CA,HW,
