Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Bartel, Jimmy",1,1,1,-,-,1,,-,-,-,1,5,2,4,,,1,-,1,1,-,3,2,24.0
"Brown, Mitch",,-,,,,-,,,,,,,,-,,,,,,,,,,
"Byrnes, Shannon",,-,1,,,-,-,,,,,,,,,,,,,,,,,1.0
"Chapman, Paul",1,3,2,2,1,1,2,5,-,3,4,1,,1,-,-,1,2,,-,1,1,-,31.0
"Christensen, Allen",-,2,1,4,2,2,2,,,,,-,1,-,2,,-,1,3,,-,-,-,20.0
"Corey, Joel",-,1,2,1,3,-,2,2,1,,-,-,2,-,1,3,1,,,-,1,-,2,22.0
"Duncan, Mitch",-,2,-,1,1,1,-,2,-,5,-,1,-,,3,4,-,2,1,-,-,-,1,24.0
"Enright, Corey",3,5,3,7,4,3,2,2,6,,2,5,4,3,6,2,4,1,2,5,4,2,2,77.0
"Gillies, Tom",,,-,4,,6,1,,,4,,,,,,,,,,,,,,15.0
"Guthrie, Cameron",1,1,5,2,2,1,1,4,2,-,3,,2,-,1,-,1,,4,,1,,,31.0
"Hawkins, Tom",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Horlin-Smith, George",,,3,-,,,,,,,,,-,,,,,,,,,,,3.0
"Hunt, Josh",,,,4,4,3,-,4,4,1,7,4,,3,1,2,3,-,,2,3,2,-,47.0
"Hunt, Taylor",2,-,3,2,3,,3,2,-,-,-,-,1,1,2,1,1,1,2,-,,-,2,26.0
"Johnson, Steve",2,2,-,-,2,2,-,1,4,-,-,-,1,,3,-,-,1,3,1,2,-,,24.0
"Kelly, James",2,2,3,,,-,2,1,,4,2,2,-,3,3,-,-,2,,2,5,1,1,35.0
"Lonergan, Tom",2,6,2,2,2,,3,3,3,2,3,2,1,3,3,3,4,3,3,-,3,-,1,54.0
"Mackie, Andrew",2,5,-,4,7,3,2,3,3,1,4,3,4,2,-,2,1,4,5,3,2,4,1,65.0
"McCarthy, Lincoln",,,,,,,,,,-,,,,,,,,,,,,,,
"Motlop, Steven",-,-,-,2,-,2,-,1,-,,-,-,1,-,2,2,-,1,1,1,-,-,1,14.0
"Murdoch, Jordan",,,,,,,,,,,,,3,1,,2,,,-,2,5,3,1,17.0
"Podsiadly, James",-,-,-,-,-,-,1,-,-,-,,-,-,,,,,-,-,-,-,-,1,2.0
"Scarlett, Matthew",1,,,,5,5,,,4,1,3,3,2,1,1,1,,2,2,1,,4,3,39.0
"Schroder, Jordan",,,,,,,,,,-,,,,,,,,,,,,,,
"Selwood, Joel",2,-,3,-,2,,-,1,2,1,2,2,-,1,3,1,3,1,3,-,,1,2,30.0
"Sheringham, Jackson",,,,,,,,,,,,,,,1,2,-,-,1,,,,,4.0
"Simpkin, Jonathan",,,,,,,,,-,,,,,,,,,,-,1,,,2,3.0
"Simpson, Dawson",,,,,,,,,,,,-,,-,,,,,,,,,,
"Smedts, Billie",-,1,,,-,-,1,-,,-,,,-,-,-,-,-,-,,,-,,,2.0
"Stephenson, Orren",-,,1,,,,,1,1,-,-,,,,,,,2,1,,,,,6.0
"Stokes, Mathew",-,-,,-,1,,,-,-,-,-,1,-,-,-,-,-,1,-,-,2,1,1,7.0
"Stringer, Jesse",,,,-,1,1,-,-,1,1,1,,,,,,,,,,,,,5.0
"Taylor, Harry",3,1,2,1,4,2,-,1,3,-,3,3,-,,3,2,7,2,2,4,2,4,2,51.0
"Varcoe, Travis",,,,,,,,,,,,,,,,,,,,,-,,,
"Vardy, Nathan",,,,,,,,,,,,,,,,,,,,,,-,-,
"Walker, Josh",,,,,,,,,,,,,,,1,1,-,1,-,1,-,,,4.0
"West, Trent",1,-,-,-,2,1,-,-,-,2,-,-,1,-,-,-,1,,,-,-,1,-,9.0
"Wojcinski, David",,,,,,,,,,,2,1,,1,,,,,1,,,,,5.0
Totals,23,32,32,36,46,34,22,33,34,25,37,33,25,24,36,28,28,27,35,24,31,27,25,697.0
Opponent,FR,HW,NM,RI,BL,ME,AD,CW,WB,GW,CA,SY,PA,GC,CW,ES,AD,HW,WC,SK,WB,SY,FR,
