Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,R23,R24,QF,SF,GF,Tot
"Abbott, Paul",,,,2,,,,,,,,1,,1,-,,,,,,,,,,,4.0
"Allan, Ben",2,1,-,1,1,2,-,1,-,1,1,1,3,1,1,-,-,2,-,1,-,-,-,4,-,23.0
"Anderson, Dean",2,-,1,1,-,-,-,2,1,-,1,,1,-,2,2,-,-,1,-,,,1,2,-,17.0
"Ayres, Gary",1,3,3,2,3,3,1,3,1,-,4,2,-,,,,-,1,2,1,1,-,3,-,4,38.0
"Brereton, Dermott",1,,,,,,1,,,2,-,2,2,1,4,1,3,1,-,3,2,3,1,,2,29.0
"Collins, Andrew",3,3,1,2,6,1,5,4,1,3,1,2,2,-,1,1,3,3,1,2,1,2,-,2,-,50.0
"Condon, Anthony",1,2,3,3,1,1,,,,,,,,1,1,3,-,-,-,2,-,1,5,1,-,25.0
"Cooper, Paul",,,,,,,,,,-,,4,-,3,-,,-,,2,,,,,,,9.0
"Dear, Paul",1,2,1,1,-,3,2,-,-,,1,-,2,-,,1,-,1,-,-,1,2,1,-,-,19.0
"DiPierdomenico, Robert",,,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Dunstall, Jason",1,1,-,3,2,-,,,,,,,,-,-,1,-,-,3,-,-,-,-,-,1,12.0
"Gowers, Andrew",,1,2,,,,,,,,,,,,,,,,,,3,-,-,1,-,7.0
"Hall, Tony",,,-,,-,,,,-,1,1,4,-,-,-,1,2,-,-,2,1,-,,-,1,13.0
"Hudson, Paul",-,-,-,-,-,2,2,1,2,-,2,1,-,2,4,-,-,1,1,1,1,-,-,1,3,24.0
"Jarman, Darren",-,1,1,-,1,1,,-,2,-,2,-,1,-,2,-,-,1,2,-,-,-,-,2,-,16.0
"Jencke, Ray",-,-,-,-,2,1,2,2,1,1,2,-,1,2,1,3,2,1,1,,-,-,2,2,1,27.0
"Johnston, Michael",,,,,,,,,,,,1,-,,,,,,,,,,,,,1.0
"Kennedy, John",5,1,,3,,,,,,,,,,,,,,,,,,,,,,9.0
"Langford, Chris",2,-,1,1,-,1,4,1,3,1,7,2,4,2,2,2,2,1,1,1,-,1,-,2,-,41.0
"Lawrence, Stephen",1,4,1,-,-,2,-,2,2,1,2,2,-,2,1,2,-,-,1,1,3,1,4,1,1,34.0
"Madigan, Greg",,,,,,-,2,3,-,3,,,-,,-,,,3,2,2,,,,,,15.0
"Maginness, Scott",1,,,1,-,1,4,2,3,-,2,,,,,,,,,,-,,,,,14.0
"McDonald, Alex",,-,1,,-,1,-,,,,,,,,,,,,,,,,,,,2.0
"Mew, Chris",,,,,1,4,-,-,,,-,-,1,,,1,-,-,1,2,,3,1,-,-,14.0
"Morrissey, James",-,1,-,,-,1,-,-,-,1,,-,,,1,3,-,-,1,-,1,1,-,-,-,10.0
"Nugent, Glenn",,,,,,,3,1,-,-,,,,,,-,1,,,,,,,,,5.0
"Platten, John",3,1,3,2,3,4,1,5,2,1,4,1,2,2,2,,,1,6,3,2,1,5,1,2,57.0
"Pritchard, Darrin",-,-,1,2,1,-,-,2,1,2,1,1,1,2,-,1,,2,-,2,1,-,1,-,1,22.0
"Robran, Matthew",-,,,,,,,1,1,3,2,,,,,,-,,,,,,,-,,7.0
"Schwab, Peter",,,,-,,,1,,,,,,,,,,,,,,,,,,,1.0
"Tuck, Michael",,1,3,3,1,,3,-,2,2,-,,4,1,1,1,-,2,,2,1,1,3,2,1,34.0
"Whittlesea, Gregory",,,,,,1,,,,,,1,,-,,2,,,,,,,,,,4.0
"Wittman, Chris",-,2,-,2,,,,-,-,,1,1,2,3,1,1,,,,1,2,-,-,,,16.0
Totals,24,24,22,29,22,29,31,30,22,22,35,26,26,23,24,26,13,20,25,26,20,16,27,21,17,600.0
Opponent,AD,SY,RI,FO,FI,WC,CA,ES,CW,SK,GE,BB,ME,NM,AD,SY,RI,FO,FI,WC,CA,ES,WC,GE,WC,
