Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,R23,R24,QF,SF,GF,Tot
"Abbott, Paul",,,,-,,,,,,,,-,,-,1,,,,,,,,,,,1.0
"Allan, Ben",1,-,1,-,1,2,1,2,2,-,2,2,2,2,1,1,-,1,2,2,1,2,-,3,2,33.0
"Anderson, Dean",2,1,1,1,8,1,1,2,-,2,1,,-,-,1,-,1,2,-,1,,,-,1,-,26.0
"Ayres, Gary",1,1,-,1,3,2,2,1,2,-,-,-,1,,,,1,1,-,-,1,1,2,1,2,23.0
"Brereton, Dermott",2,,,,,,2,,,4,3,3,1,2,1,1,1,3,-,3,4,1,2,,3,36.0
"Collins, Andrew",1,1,1,-,-,2,2,-,1,5,-,2,1,2,2,3,-,1,1,1,1,-,-,-,1,28.0
"Condon, Anthony",-,1,4,-,2,2,,,,,,,,-,3,-,3,-,1,5,3,1,1,2,-,28.0
"Cooper, Paul",,,,,,,,,,-,,1,-,1,-,,2,,1,,,,,,,5.0
"Dear, Paul",2,2,1,-,3,1,1,3,1,,-,4,1,-,,3,2,1,2,2,2,-,3,4,2,40.0
"DiPierdomenico, Robert",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Dunstall, Jason",-,-,3,-,-,1,,,,,,,,-,-,1,-,-,-,1,-,-,2,2,2,12.0
"Gowers, Andrew",,1,2,,,,,,,,,,,,,,,,,,-,-,2,1,1,7.0
"Hall, Tony",,,1,,1,,,,-,3,1,1,1,2,1,1,1,-,4,2,3,2,,1,3,28.0
"Hudson, Paul",-,2,1,1,2,1,-,1,1,1,1,3,-,1,-,2,1,-,1,2,2,-,3,1,-,27.0
"Jarman, Darren",3,4,-,3,5,1,,4,-,-,3,5,4,3,2,2,3,3,3,5,-,5,4,3,2,67.0
"Jencke, Ray",1,1,1,1,-,1,1,-,2,2,1,3,-,-,-,-,-,1,1,,-,-,-,-,1,17.0
"Johnston, Michael",,,,,,,,,,,,-,1,,,,,,,,,,,,,1.0
"Kennedy, John",2,2,,1,,,,,,,,,,,,,,,,,,,,,,5.0
"Langford, Chris",-,2,-,1,1,1,1,1,1,1,1,1,2,1,1,-,-,-,-,1,1,-,-,-,1,18.0
"Lawrence, Stephen",2,2,5,3,3,2,8,3,5,3,3,5,2,4,1,2,-,-,3,3,2,2,-,-,3,66.0
"Madigan, Greg",,,,,,-,2,-,-,1,,,-,,-,,,1,-,2,,,,,,6.0
"Maginness, Scott",2,,,-,-,1,3,-,-,-,3,,,,,,,,,,-,,,,,9.0
"McDonald, Alex",,-,-,,-,1,-,,,,,,,,,,,,,,,,,,,1.0
"Mew, Chris",,,,,2,1,1,-,,,-,1,1,,,-,-,3,-,1,,1,-,1,1,13.0
"Morrissey, James",1,1,3,,1,1,2,1,-,1,,-,,,-,-,-,1,-,1,3,1,1,-,-,18.0
"Nugent, Glenn",,,,,,,-,-,1,-,,,,,,-,1,,,,,,,,,2.0
"Platten, John",1,4,-,1,3,1,1,1,2,-,1,-,2,1,1,,,1,-,1,-,1,2,1,-,25.0
"Pritchard, Darrin",-,-,1,-,-,2,1,1,2,1,-,1,-,1,1,-,,2,1,3,2,1,3,2,-,25.0
"Robran, Matthew",1,,,,,,,-,-,1,-,,,,,,-,,,,,,,1,,3.0
"Schwab, Peter",,,,1,,,3,,,,,,,,,,,,,,,,,,,4.0
"Tuck, Michael",,1,-,1,-,,2,2,2,1,-,,-,-,1,1,-,-,,1,-,1,1,-,1,15.0
"Whittlesea, Gregory",,,,,,-,,,,,,1,,-,,2,,,,,,,,,,3.0
"Wittman, Chris",2,1,1,2,,,,2,-,,1,-,2,1,-,1,,,,-,1,-,1,,,15.0
Totals,24,27,26,17,35,24,34,24,22,26,21,33,21,21,17,20,16,21,20,37,26,19,27,24,25,607.0
Opponent,AD,SY,RI,FO,FI,WC,CA,ES,CW,SK,GE,BB,ME,NM,AD,SY,RI,FO,FI,WC,CA,ES,WC,GE,WC,
