Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Alessio, Steven",-,2,-,1,3,-,-,-,1,-,,2,1,2,-,2,3,1,2,-,1,2,5,-,1,29.0
"Barnard, Paul",-,1,-,-,1,,2,1,2,-,-,1,-,1,-,,-,-,1,1,,2,2,1,2,18.0
"Barnes, John",1,-,-,1,1,1,1,2,-,1,-,-,1,-,1,-,2,-,1,1,-,,1,1,1,17.0
"Bewick, Darren",-,-,-,-,1,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,1.0
"Blumfield, Justin",-,-,-,-,-,1,-,1,,3,1,2,-,-,4,1,-,1,-,2,1,-,4,1,4,26.0
"Bolton, Mark",,,,,,,,,,,,,,,,,,,,,,1,,,,1.0
"Caracella, Blake",-,-,-,,1,-,-,-,1,-,1,1,1,-,-,1,-,1,-,3,-,1,-,2,1,14.0
"Denham, Sean",-,-,-,,-,-,,,,,,,,-,-,,-,,,,,-,,,,
"Fletcher, Dustin",1,1,1,1,-,-,2,2,,3,3,3,2,1,5,1,2,1,1,,4,-,1,1,-,36.0
"Fraser, Mark",,,-,-,,,,,,,,,,,,-,-,,,,,,,,,
"Hardwick, Damien",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,1,3.0
"Heffernan, Chris",2,-,-,2,-,1,-,-,-,1,2,1,-,-,-,-,,,,,-,-,1,1,2,13.0
"Henneman, Aaron",,,,,,,,,,,1,-,,,-,-,-,1,-,-,,,,,,2.0
"Hird, James",2,1,1,4,3,-,-,1,3,-,4,3,2,2,1,,,,1,1,,,1,-,1,31.0
"Jacobs, Danny",,,,,,-,,,4,1,1,-,-,1,,,-,-,,,,,,,,7.0
"Johnson, Jason",1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,5.0
"Johnson, Mark",-,2,2,-,-,1,-,-,-,1,1,-,-,-,-,2,,1,1,-,2,1,-,-,3,17.0
"Lloyd, Matthew",2,3,1,2,2,6,-,3,3,2,3,2,5,2,4,4,1,1,5,1,1,2,3,6,3,67.0
"Long, Michael",-,-,1,-,,,-,-,-,-,-,-,1,1,-,-,1,-,1,-,-,1,1,1,-,8.0
"Lucas, Scott",,,1,-,5,1,2,-,2,3,1,-,1,1,3,3,-,-,2,1,2,3,-,-,2,33.0
"McVeigh, Mark",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Mercuri, Mark",-,,,1,2,,1,2,-,-,2,-,2,,-,1,1,-,2,-,1,,1,1,2,19.0
"Misiti, Joe",1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3.0
"Moorcroft, Gary",,,,-,-,1,2,2,1,,,-,-,,,-,-,-,1,-,-,-,1,-,-,8.0
"Prior, Michael",,,,-,,-,,-,-,,,,,-,-,-,-,-,,,-,-,,,,
"Ramanauskas, Adam",-,-,-,,-,1,-,-,1,-,1,-,-,-,-,-,-,1,1,1,1,2,3,-,-,12.0
"Rioli, Dean",-,-,,,,,,,,,,,,,,,,,-,1,-,,,,,1.0
"Robran, Jonathon",,-,,,,,,,,,,,,,,,,,,-,-,-,,,,
"Solomon, Dean",1,1,1,3,1,-,-,-,1,2,-,-,3,-,-,3,2,1,-,2,1,1,1,3,1,28.0
"Wallis, Dean",1,2,1,-,-,1,1,,-,1,1,,4,-,,-,,,,,,,-,-,1,13.0
"Wellman, Sean",-,-,1,1,-,-,1,1,-,-,-,2,-,-,1,3,-,1,1,-,2,-,1,-,1,16.0
Totals,12,13,10,16,20,15,13,15,19,19,22,18,23,11,19,21,12,10,20,15,16,16,29,18,26,428.0
Opponent,PA,RI,FR,HW,CA,WB,CW,BL,ME,AD,GE,SK,KA,SY,WC,PA,RI,FR,HW,CA,WB,CW,KA,CA,ME,
