Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Alessio, Steven",-,3,2,1,-,1,-,-,-,-,,1,1,1,2,-,5,1,1,1,1,-,1,1,1,24.0
"Barnard, Paul",1,-,1,-,-,,-,-,-,1,-,1,-,-,1,,-,-,-,-,,-,-,1,4,10.0
"Barnes, John",-,1,1,2,1,-,-,-,-,-,-,-,1,-,1,2,-,-,-,1,-,,-,-,-,10.0
"Bewick, Darren",3,1,-,1,-,1,-,2,-,-,-,,,,,,,1,-,-,1,1,2,-,1,14.0
"Blumfield, Justin",-,1,1,1,-,3,1,1,,-,1,3,1,-,2,-,-,-,2,3,2,1,1,2,1,27.0
"Bolton, Mark",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Caracella, Blake",-,1,-,,2,3,2,1,1,-,1,3,2,1,-,-,2,4,3,-,-,2,2,2,3,35.0
"Denham, Sean",-,-,-,,-,-,,,,,,,,-,-,,-,,,,,-,,,,
"Fletcher, Dustin",1,-,-,-,2,1,-,-,,2,-,-,-,-,1,-,3,-,-,,3,1,-,-,-,14.0
"Fraser, Mark",,,-,1,,,,,,,,,,,,-,-,,,,,,,,,1.0
"Hardwick, Damien",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Heffernan, Chris",1,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,,,,,-,-,-,-,-,4.0
"Henneman, Aaron",,,,,,,,,,,-,-,,,-,-,-,-,-,-,,,,,,
"Hird, James",4,1,3,2,1,-,2,3,2,3,-,2,1,3,-,,,,-,1,,,5,1,2,36.0
"Jacobs, Danny",,,,,,-,,,-,1,2,-,-,-,,,-,-,,,,,,,,3.0
"Johnson, Jason",2,-,-,-,-,-,1,1,-,1,-,2,1,-,-,-,1,-,1,2,-,1,1,-,-,14.0
"Johnson, Mark",-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,,1,-,-,1,-,-,-,-,5.0
"Lloyd, Matthew",7,7,4,4,3,3,5,5,6,1,7,6,1,4,3,3,4,9,5,1,2,4,7,4,4,109.0
"Long, Michael",2,2,2,1,,,-,-,-,6,-,-,-,-,-,-,-,1,-,1,-,-,1,1,1,18.0
"Lucas, Scott",,,2,5,3,6,6,1,1,3,4,-,3,2,1,3,2,5,4,-,-,2,2,2,-,57.0
"McVeigh, Mark",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Mercuri, Mark",-,,,1,1,,1,-,2,2,3,1,1,,3,1,3,-,4,3,1,,1,3,1,32.0
"Misiti, Joe",1,-,-,-,-,1,1,-,-,-,1,2,1,-,1,-,-,-,-,2,-,-,4,-,-,14.0
"Moorcroft, Gary",,,,1,-,1,1,4,2,,,3,1,,,1,1,1,3,-,-,-,3,-,1,23.0
"Prior, Michael",,,,-,,-,,-,-,,,,,-,-,-,-,-,,,-,-,,,,
"Ramanauskas, Adam",-,-,2,,2,-,-,1,-,-,-,1,1,1,-,1,1,1,-,-,1,1,-,-,-,13.0
"Rioli, Dean",2,-,,,,,,,,,,,,,,,,,2,-,-,,,,,4.0
"Robran, Jonathon",,-,,,,,,,,,,,,,,,,,,-,-,-,,,,
"Solomon, Dean",-,2,-,-,1,-,-,-,-,-,-,-,1,-,-,-,2,-,-,1,-,-,-,1,-,8.0
"Wallis, Dean",-,1,-,-,1,-,-,,-,-,-,,-,-,,1,,,,,,,-,-,-,3.0
"Wellman, Sean",-,-,-,-,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,1,-,-,5.0
Totals,24,20,19,20,18,22,21,19,15,20,22,25,17,12,15,12,24,24,25,16,12,13,31,18,19,483.0
Opponent,PA,RI,FR,HW,CA,WB,CW,BL,ME,AD,GE,SK,KA,SY,WC,PA,RI,FR,HW,CA,WB,CW,KA,CA,ME,
