Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Scott",,,,,,,,,,-,-,,,,,,-,-,-,,,,,,,
"Bishop, Matthew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,2.0
"Brogan, Dean",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Burgoyne, Peter",1,1,1,4,2,-,1,1,2,-,2,1,3,-,2,-,1,1,2,2,,2,3,1,-,33.0
"Burgoyne, Shaun",,,-,-,,,,,,2,-,-,6,-,-,,1,1,-,2,2,-,1,-,1,16.0
"Carr, Josh",1,2,1,-,-,3,-,-,-,-,-,2,-,-,-,1,-,-,-,3,-,-,-,-,1,14.0
"Cassisi, Domenic",,,,,,,,,,,,,,-,-,,,-,-,-,-,,,,,
"Cockatoo-Collins, Che",3,1,4,2,1,3,-,-,2,2,2,1,2,2,1,1,-,-,-,2,-,,,1,1,31.0
"Cornes, Chad",-,2,3,1,2,-,1,3,-,2,1,4,1,1,-,1,3,2,1,1,4,-,1,5,1,40.0
"Cornes, Kane",,,,,-,,-,-,-,1,-,,,,,,1,-,-,-,-,-,1,1,-,4.0
"Crabb, Jaxon",,,,,,,,,,,,,,,,,,1,-,-,-,,,,,1.0
"Dew, Stuart",-,-,-,,,-,-,-,1,1,3,1,1,-,2,-,-,1,1,-,1,1,1,1,1,16.0
"Francou, Josh",-,-,1,-,-,-,-,1,-,1,-,1,1,-,2,-,-,-,-,1,-,-,-,-,-,8.0
"French, Barnaby",-,,,,-,-,,-,-,-,-,2,-,-,,,-,1,-,-,1,-,-,-,-,4.0
"Guerra, Brent",-,-,1,1,-,-,,3,2,1,-,-,1,,,-,-,-,-,-,1,-,-,,,10.0
"Hardwick, Damien",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,1,-,1.0
"James, Roger",-,1,-,-,1,-,-,1,-,-,1,-,2,2,-,2,-,,1,1,-,2,-,-,-,14.0
"Kingsley, Adam",-,-,-,2,1,-,1,-,1,-,-,-,-,-,-,-,-,,,,,,-,-,-,5.0
"Lade, Brendon",1,-,3,-,1,2,-,,,,,-,-,2,1,-,-,,,,,,,1,,11.0
"Mead, Darren",,-,-,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-,,,
"Montgomery, Brett",-,1,1,-,-,1,2,-,-,-,1,-,1,-,-,1,-,1,-,1,,-,-,-,-,10.0
"Morgan, Adam",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Murray, Allan",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Murray, Derek",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Paxman, Stephen",,,,,,,,,,,,,,,,,,-,-,-,2,-,-,1,-,3.0
"Poulton, Jared",-,,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,1,-,5.0
"Primus, Matthew",-,2,-,-,,-,-,-,1,3,-,-,2,2,1,-,3,1,-,1,-,1,-,-,1,18.0
"Schofield, Jarrad",1,1,-,-,-,1,1,1,-,-,-,2,-,2,1,1,,,,,,-,-,-,-,11.0
"Stevens, Michael",-,-,,-,-,,1,,,,,,,,,-,-,-,,,-,,,,,1.0
"Stevens, Nick",-,-,1,1,-,2,-,-,-,1,-,2,-,-,-,-,-,-,,,1,-,1,-,-,9.0
"Tredrea, Warren",1,1,4,4,2,9,2,2,1,4,3,3,2,1,4,-,6,1,2,2,2,-,2,3,2,63.0
"Wakelin, Darryl",-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,,-,2.0
"Wanganeen, Gavin",1,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,,,-,1,-,1,-,-,3.0
Totals,9,12,20,15,11,21,10,12,11,18,13,20,22,12,15,7,15,11,8,16,15,7,11,16,8,335.0
Opponent,KA,ME,SK,CA,AD,WC,BL,GE,CW,HW,ES,RI,WB,FR,SY,KA,ME,SK,CA,AD,WC,BL,CW,ES,BL,
