Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Bryan, Chris",,,,,-,3,1,-,,,-,,,,-,,,,-,-,2,-,,-,-,6.0
"Buckley, Nathan",,,,,,,,,,,,,,,,,,,,,2,-,1,-,-,3.0
"Burns, Scott",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Clarke, Martin",,,,,,,,,,,,1,-,-,-,-,-,-,,,-,-,-,1,-,2.0
"Clement, James",5,1,,-,1,1,,,,,,,,,,,,-,-,-,1,1,-,2,2,14.0
"Cloke, Travis",1,-,-,1,-,1,1,1,2,3,4,1,1,-,3,4,2,2,-,3,1,1,1,2,1,36.0
"Cook, Ryan",,,,,,,,,,,,,,,,,,-,-,-,,,,,,
"Cox, Shannon",,,-,1,1,-,,,,,,-,-,-,,,,-,,,,,,,,2.0
"Davis, Leon",-,-,-,-,-,1,,-,1,1,-,1,1,-,-,-,-,2,-,-,-,-,-,-,-,7.0
"Dick, Brad",,,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,1.0
"Didak, Alan",,,,,-,,-,-,1,-,1,2,-,-,-,-,-,-,,-,1,,-,-,-,5.0
"Egan, Chris",,,,,,-,,,,,,,,,,,,,,,,,,,,
"Fraser, Josh",1,-,1,-,-,-,2,-,1,1,3,-,1,-,-,-,-,-,-,,,,-,,,10.0
"Goldsack, Tyson",,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,1,3.0
"Holland, Brodie",,,,,,,1,-,-,1,-,-,-,,,,,,,,,,,,,2.0
"Iles, Sam",,,,,,,-,,,,,,,1,-,,,,,,,,,,,1.0
"Johnson, Ben",-,-,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,2.0
"Licuria, Paul",-,2,-,-,,,,,,,,1,-,-,1,-,-,,-,,,,,,,4.0
"Lockyer, Tarkyn",-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,-,-,-,2,-,-,-,-,6.0
"Lonie, Ryan",-,,,,,,,,,,,,,,,-,-,-,,,,,,,,
"Lumumba, Heritier",-,-,-,-,-,-,2,1,-,-,-,,,-,-,-,1,-,-,1,-,-,-,-,1,6.0
"Maxwell, Nick",1,3,-,-,-,-,-,-,1,-,1,-,2,-,-,-,3,-,-,-,1,-,-,-,-,12.0
"Medhurst, Paul",-,1,-,,,,,,-,1,-,,1,1,2,,,1,-,1,1,1,-,1,-,11.0
"Nicholls, Daniel",,-,,,,,,,,,,,,,,,,,,,,,,,,
"OBree, Shane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,1,-,-,-,-,-,1.0
"Pendlebury, Scott",-,1,-,-,-,1,-,1,2,1,-,1,-,-,2,2,-,,,-,-,-,-,-,1,12.0
"Prestigiacomo, Simon",1,-,1,-,-,-,2,-,-,-,,,,,,-,-,-,-,,,,,,,4.0
"Reid, Ben",,,,,,,,,,,,,-,1,,,,,,,,-,,,,1.0
"Richards, Guy",-,-,-,-,,,,,-,-,,-,1,,,-,-,,,-,1,-,-,-,-,2.0
"Rocca, Anthony",4,3,4,1,3,1,4,6,2,3,-,6,,,2,5,1,5,2,3,1,2,5,1,1,65.0
"Rusling, Sean",,,,,,,,,,,,,,,,,,,,1,2,,1,-,3,7.0
"Shaw, Heath",2,2,-,1,-,-,2,1,2,-,2,1,-,1,2,1,-,1,-,1,1,1,1,-,-,22.0
"Shaw, Rhyce",-,-,-,1,-,1,-,-,-,-,,,,,,,,1,-,-,,-,,,,3.0
"Stanley, Danny",,,,,,,,,,,1,-,,,,,,,,,,,,,,1.0
"Swan, Dane",1,-,-,-,-,-,-,2,2,-,1,-,-,1,1,-,-,-,-,-,1,-,-,2,1,12.0
"Thomas, Dale",-,-,-,-,-,-,-,1,2,2,-,1,-,2,-,1,-,1,-,-,-,-,-,-,-,10.0
"Toovey, Alan",,,-,-,1,1,-,-,-,-,-,,,,,,,,-,,,,,,,2.0
"Wakelin, Shane",-,1,1,,,,-,,,,-,3,1,-,1,4,-,,,1,2,-,1,-,1,16.0
Totals,16,14,8,5,6,10,15,15,17,13,14,18,8,7,15,18,7,13,3,12,20,6,11,9,12,292.0
Opponent,KA,WC,RI,PA,ES,AD,CA,WB,BL,FR,ME,SY,HW,SK,GE,ES,BL,CA,RI,ME,SY,AD,SY,WC,GE,
