Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Archer, Glenn",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,1,2,-,,-,6.0
"Baird, John",-,-,-,-,-,-,-,-,-,-,,,2,2,-,-,,,,,,,,4.0
"Blakey, John",,,-,-,-,-,,,-,-,-,-,,,,,,,1,1,-,-,-,2.0
"Burton, Matthew",-,-,-,1,1,-,-,-,1,1,2,-,-,2,-,1,-,-,1,1,1,-,-,12.0
"Clayton, Shane",-,1,-,1,-,3,1,2,1,1,-,-,,,1,1,1,1,,,,,,14.0
"Cochrane, Stuart",-,-,-,-,1,-,-,-,,,,-,,,,-,-,-,-,-,-,-,-,1.0
"Colbert, Leigh",-,,-,-,-,-,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,4.0
"Grant, Shannon",2,1,2,-,-,-,1,-,-,-,-,-,1,-,,,,1,-,-,-,-,-,8.0
"Harding, Leigh",1,2,-,1,-,,1,1,-,-,-,1,-,3,-,-,-,1,-,-,1,-,-,12.0
"Harris, Daniel",,,,,,,,-,-,1,-,,,,,,,,,,,,,1.0
"Harvey, Brent",-,-,1,-,-,1,-,3,-,1,1,-,1,-,-,1,,,,1,1,-,1,12.0
"Jones, Corey",1,1,2,-,,,,,,,,,,,,,,,,,1,1,-,6.0
"King, David",-,2,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,,1,1,8.0
"Lange, Adam",,,,,,,,-,,,,,,,,,,,,,,,,
"Makepeace, Troy",1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,5.0
"Martyn, Mick",,-,-,-,-,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"McCartney, Jason",1,-,-,2,-,-,-,-,-,1,1,-,-,,,,,,,-,,,,5.0
"Morrell, Digby",,,,,2,3,1,-,-,1,1,1,-,1,-,4,1,1,4,-,-,3,1,24.0
"Motlop, Daniel",,,,,,-,-,,,,,,,,,,-,1,-,,,,,1.0
"Motlop, Shannon",-,-,-,-,-,-,-,,,,,,,,,,,,,,-,-,,
"Petrie, Drew",,,,,,,,,,,,,-,5,1,-,2,-,1,,1,2,2,14.0
"Pickett, Byron",1,2,-,-,1,-,-,1,3,2,-,1,1,-,-,-,1,-,-,5,1,,2,21.0
"Porter, Mark",-,1,-,-,-,-,1,-,-,-,1,-,,1,-,,-,-,-,3,1,-,-,8.0
"Rawlings, Brady",,,,,,,,,,,,,1,1,-,-,-,1,-,1,-,-,-,4.0
"Robbins, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Rocca, Saverio",1,2,3,4,4,2,1,2,2,1,1,6,1,-,3,2,5,2,3,2,,,2,49.0
"Simpson, Adam",-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4.0
"Sinclair, Jess",-,1,,,,,,,,,-,-,-,-,-,-,-,-,-,-,2,-,-,3.0
"Smith, Dylan",,,,,,,,,,,,,-,-,-,-,,,,-,-,-,,
"Stevens, Anthony",-,-,-,-,-,2,1,-,1,1,-,-,-,-,-,1,-,-,-,,,,,6.0
"Teague, David",,,,,,,,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Watt, Shannon",-,-,,,,-,-,,,,,,,,,,-,,,,,-,,
Totals,8,13,9,9,13,12,8,9,12,11,9,10,7,16,5,12,12,8,11,16,9,9,10,238.0
Opponent,PA,WB,GE,SY,CA,HW,WC,AD,ME,ES,RI,BL,CW,SK,FR,PA,WB,GE,SY,CA,HW,WC,ME,
