Player,R1,R2,R3,R4,R5,R6,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,QF,PF,GF,Tot
"Ball, Luke",-,-,1,1,1,1,-,2,-,-,2,1,1,-,1,2,1,1,-,-,,-,1,1,1,18.0
"Beams, Dayne",2,3,-,2,2,,,1,-,-,,,,,,,2,3,2,1,2,1,-,-,,21.0
"Blair, Jarryd",3,2,5,1,-,1,-,-,-,,1,1,1,3,-,1,-,4,-,-,1,1,1,-,-,26.0
"Brown, Leigh",1,-,-,1,1,4,1,,,1,1,-,2,3,1,-,1,2,1,1,-,-,1,-,1,23.0
"Buckley, Simon",2,-,,,,-,-,1,1,,-,,-,-,,1,-,-,,-,,,,,,5.0
"Cloke, Travis",2,5,2,3,3,1,2,-,2,3,6,6,3,2,3,2,3,3,2,5,4,-,1,3,3,69.0
"Davis, Leon",,,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,-,2,,-,,-,1,-,7.0
"Dawes, Chris",4,2,3,2,2,1,-,2,1,2,1,1,-,,,,,,,,-,2,1,3,-,27.0
"Dick, Brad",,,,,-,1,-,,,,,,,,,,,,,,,,,,,1.0
"Didak, Alan",1,2,1,1,1,1,-,-,1,-,1,-,,,,,,-,-,-,-,-,-,-,-,9.0
"Fasolo, Alex",,,,,,,,,,,1,,1,1,1,-,5,1,1,2,1,1,1,,-,16.0
"Goldsack, Tyson",,,,,,,-,-,,-,-,-,,,,1,-,-,-,-,-,-,-,,,1.0
"Johnson, Ben",2,-,-,1,-,-,,,,,,,,,-,2,1,-,-,,-,-,-,-,1,7.0
"Jolly, Darren",1,1,1,,1,,,,,,,,2,1,-,,2,1,1,-,-,-,-,1,-,12.0
"Keeffe, Lachlan",,,,,,,,,,,,,,-,1,3,-,,,-,,,,,,4.0
"Krakouer, Andrew",1,1,2,-,,2,1,3,2,2,2,-,-,-,-,2,4,2,1,,4,1,2,-,3,35.0
"Lumumba, Heritier",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,1.0
"Macaffer, Brent",1,-,,,,,,,,,,,,,,-,-,,,,,,,,,1.0
"Maxwell, Nick",,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,
"McCarthy, John",,,,,,,,1,2,1,1,-,,,1,-,,,,-,,,,,,6.0
"Pendlebury, Scott",-,1,-,1,3,-,1,1,2,-,2,1,-,-,2,2,3,1,1,-,2,1,-,-,-,24.0
"Reid, Ben",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,-,1.0
"Rounds, Luke",,,,,,,,,,,,,-,-,-,,,1,-,,,,,,,1.0
"Shaw, Heath",-,-,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,,-,-,-,2.0
"Sidebottom, Steele",-,2,-,3,1,3,2,-,1,-,-,1,-,4,1,2,1,1,-,-,1,-,-,-,2,25.0
"Sinclair, Ben",,,,,,,,,,,,,,,,,1,,,1,-,-,,,,2.0
"Swan, Dane",3,1,-,4,1,-,1,1,1,4,,1,-,2,-,1,1,3,2,2,2,-,1,1,-,32.0
"Tarrant, Chris",-,-,-,-,-,,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,2.0
"Thomas, Dale",-,1,-,2,-,-,1,2,2,-,,-,1,3,1,-,,-,-,-,-,,,-,-,13.0
"Toovey, Alan",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,
"Wellingham, Sharrod",-,-,-,1,-,-,-,3,1,2,1,1,2,1,-,,,,1,,,-,3,-,1,17.0
"Wood, Cameron",,,,1,,-,-,-,-,-,-,-,,,,-,,-,,,3,1,,,,5.0
"Young, Tom",,,,,,,,,,,,,,,,,,,,2,-,,,,,2.0
Totals,24,21,15,24,16,15,9,20,16,16,19,13,15,22,13,19,25,23,14,14,20,8,12,10,12,415.0
Opponent,PA,NM,CA,RI,ES,WB,GE,AD,WC,SK,ME,SY,HW,NM,CA,GC,ES,PA,SK,BL,FR,GE,WC,HW,GE,
