Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Bartel, Jimmy",-,-,-,1,-,2,1,-,1,-,-,-,-,-,1,,-,1,-,-,,-,-,-,7.0
"Bews, Jed",,,,,,-,,-,-,,,,,,,,-,-,1,,,-,,1,2.0
"Blicavs, Mark",1,-,-,1,-,-,-,1,1,-,-,2,1,1,1,-,1,-,1,-,-,1,1,1,14.0
"Caddy, Josh",-,-,-,2,-,-,-,1,-,1,-,1,-,,,,,,2,2,,-,2,-,11.0
"Clark, Mitch",,,,,,,,,,,,,,,1,,,,,,,,,,1.0
"Cockatoo, Nakia",,,-,-,2,-,-,,,,,,,,1,-,-,2,1,,,,,,6.0
"Cowan, Josh",,,,,,,,,,,,,,,,-,1,-,-,-,-,-,-,-,1.0
"Dangerfield, Patrick",2,2,1,-,2,3,3,1,2,1,1,3,1,2,2,1,1,-,-,-,-,-,-,1,29.0
"Duncan, Mitch",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3.0
"Enright, Corey",1,-,-,,-,-,-,-,-,-,-,1,-,1,-,1,-,-,2,-,-,-,-,-,6.0
"Gregson, Cory",-,-,,1,-,,,-,-,-,,,1,-,,,,,,,,,,,2.0
"Guthrie, Cameron",-,1,-,-,-,1,-,2,-,-,-,-,,-,-,1,-,-,-,1,-,-,-,1,7.0
"Hawkins, Tom",1,4,2,2,5,1,-,2,3,5,1,,4,2,1,1,2,1,6,3,2,5,3,2,58.0
"Henderson, Lachie",-,-,2,2,,2,3,2,1,2,1,1,1,4,1,2,,,1,1,-,,,-,26.0
"Horlin-Smith, George",,,,,,,,,-,,,,,,,,,,,,,,,,
"Kersten, Shane",1,1,-,,1,-,-,1,1,1,-,1,-,-,,1,-,,,1,-,,,,9.0
"Kolodjashnij, Jake",-,-,1,1,-,-,,,,-,-,-,1,1,-,1,1,-,,2,1,1,-,1,11.0
"Lang, Darcy",1,-,-,-,,1,-,-,1,-,-,-,,,-,,,,,,-,,,,3.0
"Lonergan, Tom",-,-,,1,-,1,-,-,,1,-,-,-,3,-,-,-,1,1,1,-,2,3,4,18.0
"Mackie, Andrew",1,-,1,-,-,,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,1,-,-,4.0
"McCarthy, Lincoln",1,-,-,,1,-,-,,,,-,-,-,-,1,1,-,-,,2,1,-,-,-,7.0
"Menegola, Sam",,,,,,,,,,,,,,,,,1,-,-,-,-,-,1,-,2.0
"Menzel, Daniel",,,-,2,-,1,-,1,2,,2,3,1,1,1,-,2,-,-,,,3,2,,21.0
"Motlop, Steven",-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,4.0
"Murdoch, Jordan",-,1,,-,,,,,,-,-,-,-,1,-,-,,,,,,,,,2.0
"Ruggles, Tom",,,1,-,1,,1,1,-,,-,-,-,-,-,-,-,-,,1,-,1,-,,6.0
"Selwood, Joel",-,-,-,-,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,1,-,7.0
"Selwood, Scott",,,,,,,,,,,,,,,,,,,-,1,-,,-,-,1.0
"Smedts, Billie",,,,,,,,,,-,,,,,,,,,,,,,,,
"Smith, Zac",1,1,-,1,1,2,-,1,-,-,-,-,-,-,1,3,,4,-,2,-,-,1,-,18.0
"Stanley, Rhys",-,3,-,-,2,,1,1,1,2,,-,1,1,,-,-,5,-,3,-,2,2,1,25.0
"Taylor, Harry",1,-,-,1,2,1,-,-,2,2,-,3,1,-,1,1,2,-,2,-,1,2,-,2,24.0
"Vardy, Nathan",,,,,,1,,,,,,,,,,,,,,,,,,,1.0
Totals,11,13,8,15,19,19,9,15,15,15,7,17,12,17,12,13,11,14,18,21,5,18,18,14,336.0
Opponent,HW,GW,BL,ES,PA,GC,WC,AD,CW,CA,GW,NM,WB,SK,SY,FR,AD,WB,ES,RI,BL,ME,HW,SY,
