Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Bartel, Jimmy",-,-,-,2,-,2,2,-,1,-,-,-,-,-,1,,-,1,-,-,,2,-,-,11.0
"Bews, Jed",,,,,,-,,-,-,,,,,,,,-,-,-,,,-,,-,
"Blicavs, Mark",1,1,-,-,-,-,2,-,-,-,-,-,1,2,-,-,-,-,1,-,-,-,-,-,8.0
"Caddy, Josh",1,-,1,1,-,2,-,1,1,-,1,1,1,,,,,,3,-,,1,2,1,17.0
"Clark, Mitch",,,,,,,,,,,,,,,-,,,,,,,,,,
"Cockatoo, Nakia",,,-,3,1,-,-,,,,,,,,2,-,2,1,2,,,,,,11.0
"Cowan, Josh",,,,,,,,,,,,,,,,-,-,-,1,-,-,-,1,-,2.0
"Dangerfield, Patrick",2,-,1,-,-,2,-,-,2,-,-,1,1,-,1,2,-,1,1,1,2,-,1,-,18.0
"Duncan, Mitch",1,-,1,-,-,-,2,-,-,-,-,1,-,-,-,-,-,1,1,-,1,-,-,-,8.0
"Enright, Corey",-,-,-,,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,3.0
"Gregson, Cory",3,-,,1,-,,,-,-,2,,,2,-,,,,,,,,,,,8.0
"Guthrie, Cameron",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1,-,-,-,-,-,1.0
"Hawkins, Tom",1,5,6,1,4,8,2,3,3,4,5,,4,2,2,-,4,1,8,1,3,7,2,3,79.0
"Henderson, Lachie",1,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,,-,-,2,,,-,3.0
"Horlin-Smith, George",,,,,,,,,-,,,,,,,,,,,,,,,,
"Kersten, Shane",-,2,2,,1,3,3,4,1,1,-,3,-,2,,2,-,,,-,-,,,,24.0
"Kolodjashnij, Jake",-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Lang, Darcy",1,1,1,1,,1,2,1,2,-,-,-,,,-,,,,,,-,,,,10.0
"Lonergan, Tom",-,-,,-,-,-,-,-,,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,2.0
"Mackie, Andrew",-,-,-,-,-,,-,-,1,1,-,-,1,-,-,-,-,-,-,,-,1,-,-,4.0
"McCarthy, Lincoln",1,-,1,,1,-,-,,,,-,1,2,2,-,-,1,-,,2,4,2,-,-,17.0
"Menegola, Sam",,,,,,,,,,,,,,,,,-,-,-,2,-,1,-,-,3.0
"Menzel, Daniel",,,4,6,1,1,2,3,2,,1,2,3,2,1,1,1,1,-,,,2,1,,34.0
"Motlop, Steven",-,-,-,1,1,2,-,1,1,-,-,1,1,-,-,1,-,1,1,3,2,1,2,-,19.0
"Murdoch, Jordan",1,-,,-,,,,,,-,2,-,2,1,1,-,,,,,,,,,7.0
"Ruggles, Tom",,,-,-,-,,-,-,1,,-,-,-,1,-,-,-,-,,-,-,-,-,,2.0
"Selwood, Joel",1,-,-,-,3,2,-,-,-,-,-,-,1,-,1,1,-,-,1,1,1,1,-,-,13.0
"Selwood, Scott",,,,,,,,,,,,,,,,,,,-,1,1,,-,-,2.0
"Smedts, Billie",,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Smith, Zac",-,-,-,2,1,1,-,-,-,-,-,1,-,2,2,2,,1,-,1,-,-,-,-,13.0
"Stanley, Rhys",2,2,-,1,3,,2,1,2,2,,-,1,-,,-,3,3,2,-,-,2,1,1,28.0
"Taylor, Harry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2.0
"Vardy, Nathan",,,,,,1,,,,,,,,,,,,,,,,,,,1.0
Totals,16,11,17,19,16,25,17,14,17,12,9,11,20,15,12,9,11,11,22,12,18,20,10,7,351.0
Opponent,HW,GW,BL,ES,PA,GC,WC,AD,CW,CA,GW,NM,WB,SK,SY,FR,AD,WB,ES,RI,BL,ME,HW,SY,
