Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Bartel, Jimmy",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,-,-,-,-,,-,-,-,1.0
"Bews, Jed",,,,,,-,,-,-,,,,,,,,-,-,-,,,-,,-,
"Blicavs, Mark",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Caddy, Josh",-,-,-,1,-,1,1,1,-,-,1,2,-,,,,,,-,2,,-,-,-,9.0
"Clark, Mitch",,,,,,,,,,,,,,,-,,,,,,,,,,
"Cockatoo, Nakia",,,-,-,-,-,-,,,,,,,,1,-,-,-,-,,,,,,1.0
"Cowan, Josh",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Dangerfield, Patrick",2,2,-,-,-,-,-,-,-,2,1,2,2,-,-,2,-,-,1,-,3,1,-,-,18.0
"Duncan, Mitch",-,-,-,2,-,-,-,1,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,2,9.0
"Enright, Corey",-,1,-,,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Gregson, Cory",-,-,,2,-,,,-,-,-,,,-,-,,,,,,,,,,,2.0
"Guthrie, Cameron",-,5,-,4,2,-,-,1,-,5,-,-,,-,1,-,-,-,-,-,-,-,-,-,18.0
"Hawkins, Tom",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Henderson, Lachie",-,3,-,-,,2,-,-,2,-,-,-,1,1,1,-,,,-,-,-,,,-,10.0
"Horlin-Smith, George",,,,,,,,,-,,,,,,,,,,,,,,,,
"Kersten, Shane",-,-,-,,-,-,-,-,3,-,-,-,-,-,,-,-,,,-,1,,,,4.0
"Kolodjashnij, Jake",-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Lang, Darcy",-,-,-,-,,-,-,-,-,-,-,-,,,-,,,,,,-,,,,
"Lonergan, Tom",-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Mackie, Andrew",-,-,-,1,-,,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,2.0
"McCarthy, Lincoln",1,-,-,,-,-,-,,,,-,-,-,1,-,-,-,1,,-,1,-,-,-,4.0
"Menegola, Sam",,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,
"Menzel, Daniel",,,3,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,-,-,,3.0
"Motlop, Steven",-,1,1,2,3,3,5,5,-,-,2,4,7,2,-,2,-,2,2,2,2,2,1,3,51.0
"Murdoch, Jordan",-,-,,-,,,,,,-,-,2,-,-,-,-,,,,,,,,,2.0
"Ruggles, Tom",,,1,-,-,,-,-,-,,-,-,-,1,-,-,-,1,,-,-,-,-,,3.0
"Selwood, Joel",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Selwood, Scott",,,,,,,,,,,,,,,,,,,-,-,-,,-,-,
"Smedts, Billie",,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Smith, Zac",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,-,-,-,1.0
"Stanley, Rhys",-,-,-,-,-,,-,-,1,-,,-,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Taylor, Harry",-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,4.0
"Vardy, Nathan",,,,,,-,,,,,,,,,,,,,,,,,,,
Totals,3,12,6,12,5,8,6,8,6,11,4,13,10,6,3,5,1,4,3,4,10,3,1,5,149.0
Opponent,HW,GW,BL,ES,PA,GC,WC,AD,CW,CA,GW,NM,WB,SK,SY,FR,AD,WB,ES,RI,BL,ME,HW,SY,
