Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Buntine, Matt",-,-,,-,-,-,1,-,-,,-,-,2,-,,,,,,,,,,,3.0
"Cameron, Jeremy",,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3.0
"Coniglio, Stephen",,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,1,-,4.0
"Corr, Aidan",-,1,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Davis, Phil",-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Downie, Tom",,,,,,,,,,,,,-,,,,,,,,,,,,
"Greene, Toby",-,1,1,-,-,-,-,,-,-,1,-,-,-,1,1,-,-,1,2,-,-,-,-,8.0
"Griffen, Ryan",-,4,1,-,3,,,,,,,-,-,-,,,,1,-,1,-,1,-,1,12.0
"Haynes, Nick",,,,,,-,-,-,-,1,-,1,-,-,1,-,-,,-,-,-,-,-,-,3.0
"Himmelberg, Harry",,,,,,,,,,,,,,,,-,-,-,-,,,,,,
"Hopper, Jacob",,,,,,,,-,-,-,-,-,-,,,,,,,,-,-,-,-,
"Hoskin-Elliott, Will",,-,-,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Steve",-,-,1,-,-,-,-,1,-,-,-,-,,-,-,-,-,-,2,-,-,-,-,,4.0
"Kelly, Josh",2,-,-,-,-,-,1,-,-,1,1,-,-,1,-,1,1,2,-,2,1,-,-,-,13.0
"Kennedy, Adam",1,1,1,6,-,-,-,2,2,-,,,,,-,1,-,-,,-,,,,,14.0
"Kennedy, Matthew",,,,,,,,,,,,,-,-,,,,,,1,,,,,1.0
"Lobb, Rory",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Marchbank, Caleb",-,-,,,,,,,,,,,,,,,,,,,,,,,
"Mohr, Tim",,,,,,,,-,-,,,,,,,,,,,,,,,,
"Mumford, Shane",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Palmer, Rhys",-,1,-,-,,-,-,-,-,-,,,,-,-,,,,,,,,,-,1.0
"Patfull, Joel",,,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,4.0
"Patton, Jonathon",,-,-,-,-,-,-,1,-,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,6.0
"Reid, Sam",,,,,,,,,,,,-,-,,,-,-,-,-,,,,,,
"Scully, Tom",4,3,1,1,1,-,1,2,-,-,3,1,4,-,3,1,2,2,-,1,-,-,1,1,32.0
"Shaw, Heath",3,1,5,3,7,2,1,6,9,1,3,2,2,1,-,2,1,7,4,-,1,5,3,1,70.0
"Shiel, Dylan",4,1,3,3,2,-,1,-,1,-,2,1,-,1,1,1,1,3,,2,-,-,1,-,28.0
"Smith, Devon",-,5,-,,3,,,,,,,,,,-,3,-,1,6,1,1,3,4,1,28.0
"Steele, Jack",-,,,-,-,-,-,-,,-,-,,,,-,-,,,,,,,,,
"Stewart, James",-,,,,,,,,,,,,,,,,,,,,,,,,
"Tomlinson, Adam",-,,,-,,,,,,-,-,,,,-,-,-,-,-,-,1,-,-,-,1.0
"Ward, Callan",-,-,-,1,3,2,-,-,-,-,1,1,2,-,-,1,-,2,-,-,-,-,2,-,15.0
"Whitfield, Lachie",-,-,3,1,-,-,-,1,-,-,-,2,1,-,-,,,,4,-,-,1,2,1,16.0
"Williams, Zac",,,1,3,1,-,-,-,-,2,-,2,2,-,-,3,1,2,1,1,2,-,-,-,21.0
"Wilson, Nathan",-,-,1,2,-,-,1,4,1,1,-,5,1,-,,,-,1,2,,2,1,1,-,23.0
Totals,14,18,18,22,20,4,6,19,13,7,13,15,17,3,7,15,6,22,20,11,8,14,16,5,313.0
Opponent,ME,GE,SY,PA,SK,HW,FR,GC,WB,AD,GE,SY,ES,CA,CW,BL,PA,RI,GC,WC,FR,NM,SY,WB,
