Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Ballantyne, Hayden",1,3,2,1,3,-,2,2,-,2,-,2,2,1,-,4,1,6,,,,1,,,33.0
"Barlow, Michael",2,1,1,-,-,1,1,-,-,,3,1,4,1,,,,,,,,,,,15.0
"Bollenhagen, Justin",,,,,,,,,,,,,,,,,,2,1,,-,,,,3.0
"Bradley, Kepler",,,,,,,-,,2,4,-,1,1,-,3,-,,,1,2,-,,,,14.0
"Broughton, Greg",-,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,1,-,-,1,-,2.0
"Clarke, Zac",,,,,,,,,,,,-,,,,,,,,-,-,,,,
"Crichton, Jesse",,,,,,,,,,,,,,,,,1,1,-,-,-,,-,,2.0
"Crowley, Ryan",1,-,-,-,1,-,-,2,2,-,-,-,2,5,-,1,,,,,,,1,-,15.0
"Dodd, Steven",,,-,,,,,,,,-,,,,,,,,,,-,,,,
"Duffield, Paul",-,1,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,6.0
"Fyfe, Nat",,,,,1,2,1,-,-,3,1,1,1,-,,1,1,-,1,-,,-,-,1,14.0
"Grover, Antoni",,,,,,,,,-,-,-,-,-,1,,,-,-,-,-,-,-,-,-,1.0
"Hasleby, Paul",-,1,-,-,1,-,2,2,2,1,,1,1,2,-,1,1,3,2,2,,-,,,22.0
"Hayden, Roger",-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,-,-,-,4.0
"Headland, Des",3,2,2,-,,,,,,,,,,,,,,,,,,,,-,7.0
"Hill, Stephen",-,-,2,2,1,-,-,2,-,1,2,-,-,2,2,-,-,2,-,-,,2,1,-,19.0
"Hinkley, Clayton",,,,,,,,,,,,,,,,,,,,,-,,,,
"Ibbotson, Garrick",1,1,,,,,,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,5.0
"Johnson, Michael",1,1,-,-,-,3,2,-,,,,,,-,1,-,1,2,1,1,2,2,-,-,17.0
"Mayne, Chris",2,1,-,1,-,2,1,-,1,2,1,,,,,,,,,,,2,2,1,16.0
"McPharlin, Luke",-,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,
"McPhee, Adam",-,-,2,1,-,-,-,-,2,-,-,-,-,-,1,-,1,-,-,1,,-,1,-,9.0
"Morabito, Anthony",1,-,2,-,-,-,1,-,1,-,-,2,1,1,1,-,-,-,-,1,,1,1,-,13.0
"Mundy, David",1,1,-,2,-,-,-,-,-,-,-,-,1,1,-,2,,1,2,-,,-,1,-,12.0
"Murphy, Ryan",,,,,,,,,,,,,,,,,,,,,2,,,,2.0
"Palmer, Rhys",,,,,,1,1,-,-,-,-,,-,-,-,1,1,,-,,-,,,,4.0
"Pavlich, Matthew",3,2,5,5,4,5,3,2,3,4,3,1,-,1,3,-,4,4,-,-,,2,3,4,61.0
"Pearce, Clancee",,,,2,-,,,,,-,,,,,-,,-,,,,-,,,,2.0
"Roberton, Dylan",,,,,,-,-,,,,,,-,1,-,-,-,,-,-,1,-,-,-,2.0
"Ruffles, Tim",,,,,,,,,,,,,,,-,,,,,,-,,,,
"Sandilands, Aaron",-,1,-,-,2,1,1,2,1,1,1,-,1,1,-,-,-,-,,,,-,1,-,13.0
"Schammer, Byron",,,,,,,,,,,,-,,,,,,,,1,-,,,,1.0
"Silvagni, Alex",1,1,-,-,-,-,,1,-,,,-,-,-,-,-,,,,,,,1,-,4.0
"Suban, Nick",-,-,-,,,,,,-,1,-,-,,,-,,-,1,-,1,-,-,-,-,3.0
"Tarrant, Chris",-,1,,-,-,-,-,-,-,-,-,-,-,,,,,-,,,,,,,1.0
"Walters, Michael",,,,,,,,,,,,,,,,,,,,2,-,2,1,3,8.0
"de Boer, Matt",,,-,-,1,-,-,1,,-,-,,-,-,-,-,-,-,2,1,-,1,-,-,6.0
"van Berlo, Jay",-,-,-,-,-,,,,-,1,1,-,-,-,-,-,-,1,-,,-,-,,,3.0
Totals,17,17,18,14,15,17,15,15,14,21,12,10,14,17,11,11,12,24,10,13,5,13,14,10,339.0
Opponent,AD,ES,GE,SK,RI,WC,BL,CW,SY,NM,AD,SK,CA,PA,RI,ME,WB,WC,NM,SY,HW,CA,HW,GE,
