Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Ballantyne, Hayden",1,1,-,-,1,2,1,-,-,2,-,1,-,1,1,-,2,2,,,,1,,,16.0
"Barlow, Michael",3,-,-,2,-,2,-,2,1,,2,1,-,2,,,,,,,,,,,15.0
"Bollenhagen, Justin",,,,,,,,,,,,,,,,,,-,-,,-,,,,
"Bradley, Kepler",,,,,,,-,,1,-,-,-,-,-,-,1,,,-,1,-,,,,3.0
"Broughton, Greg",-,-,-,-,-,1,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,1.0
"Clarke, Zac",,,,,,,,,,,,-,,,,,,,,-,-,,,,
"Crichton, Jesse",,,,,,,,,,,,,,,,,2,1,-,-,-,,-,,3.0
"Crowley, Ryan",2,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,,,,,,,-,-,4.0
"Dodd, Steven",,,1,,,,,,,,-,,,,,,,,,,-,,,,1.0
"Duffield, Paul",-,2,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,8.0
"Fyfe, Nat",,,,,1,1,-,-,1,1,-,1,1,-,,1,-,-,2,-,,1,1,-,11.0
"Grover, Antoni",,,,,,,,,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Hasleby, Paul",2,1,2,-,-,1,4,2,1,2,,-,1,-,-,-,-,-,1,-,,-,,,17.0
"Hayden, Roger",1,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,2,-,-,,1,-,-,8.0
"Headland, Des",-,-,1,2,,,,,,,,,,,,,,,,,,,,-,3.0
"Hill, Stephen",-,2,1,1,-,-,1,1,-,-,2,-,1,2,-,-,-,-,-,-,,-,-,1,12.0
"Hinkley, Clayton",,,,,,,,,,,,,,,,,,,,,-,,,,
"Ibbotson, Garrick",-,-,,,,,,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2.0
"Johnson, Michael",-,2,-,-,-,-,-,-,,,,,,-,-,-,1,1,-,1,1,-,-,-,6.0
"Mayne, Chris",2,1,2,-,-,1,1,2,-,1,-,,,,,,,,,,,2,3,1,16.0
"McPharlin, Luke",1,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,1.0
"McPhee, Adam",-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,1,-,3.0
"Morabito, Anthony",-,-,-,1,-,1,-,-,-,-,1,-,2,-,-,-,-,2,-,1,,-,-,-,8.0
"Mundy, David",-,-,-,-,-,-,-,-,1,1,2,-,-,-,1,-,,1,-,1,,-,1,2,10.0
"Murphy, Ryan",,,,,,,,,,,,,,,,,,,,,-,,,,
"Palmer, Rhys",,,,,,-,-,1,1,1,-,,-,-,1,-,-,,1,,1,,,,6.0
"Pavlich, Matthew",-,-,-,-,-,1,2,1,1,1,-,2,-,1,1,1,-,1,1,-,,1,-,1,15.0
"Pearce, Clancee",,,,-,-,,,,,1,,,,,-,,1,,,,-,,,,2.0
"Roberton, Dylan",,,,,,1,-,,,,,,-,-,-,-,-,,-,1,-,-,-,-,2.0
"Ruffles, Tim",,,,,,,,,,,,,,,-,,,,,,-,,,,
"Sandilands, Aaron",-,2,1,-,1,1,1,-,-,-,-,-,-,1,1,-,-,-,,,,-,-,-,8.0
"Schammer, Byron",,,,,,,,,,,,-,,,,,,,,-,-,,,,
"Silvagni, Alex",-,-,-,-,-,-,,-,-,,,-,-,-,-,-,,,,,,,-,-,
"Suban, Nick",1,-,1,,,,,,-,2,-,-,,,-,,2,-,-,-,-,-,-,-,6.0
"Tarrant, Chris",-,-,,-,-,-,-,-,-,-,-,-,-,,,,,-,,,,,,,
"Walters, Michael",,,,,,,,,,,,,,,,,,,,2,2,-,-,-,4.0
"de Boer, Matt",,,-,1,-,-,1,1,,4,-,,1,1,2,-,-,2,-,1,-,1,-,1,16.0
"van Berlo, Jay",-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,
Totals,13,12,10,7,5,14,11,10,7,17,8,7,9,9,8,3,8,12,6,8,4,7,6,6,207.0
Opponent,AD,ES,GE,SK,RI,WC,BL,CW,SY,NM,AD,SK,CA,PA,RI,ME,WB,WC,NM,SY,HW,CA,HW,GE,
