Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Bickley, Mark",-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Bond, Troy",-,,,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Caven, Peter",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Chalmers, Brett",,,,,,,,,,-,-,-,,,,,,-,-,-,-,-,,,,,
"Collins, Matthew",,,,,,,,,,,,,,,-,-,-,-,-,-,,,,,,,
"Connell, Matthew",-,-,-,,,,,,,,,-,,-,-,-,-,-,1,-,1,-,-,-,-,-,2.0
"Cook, Tim",,-,,,,,,,,,,,,-,-,-,,,,,,,,,,,
"Edwards, Tyson",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,,-,,-,-,
"Ellen, Shane",,,,,,,,,,,,-,-,-,,,,,,-,-,-,-,-,-,-,
"Gilligan, Tom",,,-,-,,,,,,,,,-,,,,,,,,,,,,,,
"Goodwin, Simon",-,,,,,,,,,,,,,-,-,-,-,-,,,,,-,-,-,-,
"Hart, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"James, Brett",3,-,-,-,-,-,-,-,-,-,-,,-,,,,-,-,-,-,,,,,,-,3.0
"Jameson, Rod",-,-,-,-,,,,-,-,-,3,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,5.0
"Jarman, Darren",1,-,,,-,-,1,3,-,-,-,-,-,2,-,-,3,-,-,-,3,-,-,-,-,-,13.0
"Johnson, Kane",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,-,-,-,-,-,-,
"Keating, Aaron",-,,,,,,,,,,,,,,,,,,,,,,,,-,-,
"Koster, Kym",,,-,-,-,1,-,-,3,-,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,8.0
"Liptak, Matthew",,,,,,,-,-,-,-,-,-,-,,,,,,,,,,,,,,
"McCartney, Jason",-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"McLeod, Andrew",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Modra, Tony",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1.0
"Ormond-Allen, Trent",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,-,-,,
"Pittman, David",-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,1.0
"Rehn, Shaun",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2.0
"Ricciuto, Mark",2,-,-,-,2,-,2,2,2,3,-,-,-,3,2,-,-,-,-,-,,-,,,,,18.0
"Rintoul, Chad",-,-,-,-,,,,,,,,,,,,,-,,,,-,-,-,-,-,-,
"Robran, Matthew",,,,,,,3,-,-,-,-,-,,-,-,-,2,-,-,-,-,-,-,-,-,-,5.0
"Sampson, Clay",,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Smart, Nigel",-,2,-,-,-,2,-,1,1,-,-,,-,-,,-,,,-,-,-,-,-,-,-,-,6.0
"Standfield, Barry",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,,,,,,,,,,,
"Tregenza, Simon",,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
"Vardy, Peter",-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,2.0
"Viska, Mark",,-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Brent",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
Totals,6,2,0,0,6,3,6,6,6,5,4,0,0,6,2,0,6,3,1,0,6,2,0,0,0,0,70.0
Opponent,BL,RI,CA,PA,WB,CW,ES,SY,HW,FR,ME,NM,GE,WC,SK,BL,RI,CA,PA,WB,CW,ES,WC,GE,WB,SK,
