Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Alessio, Steven",1,3,1,3,1,-,1,3,-,4,1,-,-,2,-,2,-,1,1,,,2,-,2,28.0
"Barnard, Paul",,,3,1,5,1,1,1,1,-,-,1,1,2,3,-,2,1,1,4,1,5,4,2,40.0
"Berbakov, Peter",-,-,-,-,-,1,-,1,,,,,,,,,,,,,,,,,2.0
"Bewick, Darren",1,1,-,-,2,1,-,-,2,2,2,2,1,5,5,4,1,1,3,4,1,1,1,1,41.0
"Blumfield, Justin",1,2,1,1,2,1,1,1,3,-,-,-,1,1,-,-,1,-,-,3,-,3,1,1,24.0
"Bolton, Mark",,,,2,,,,,,,,,,,,,,,,,,1,,,3.0
"Caracella, Blake",-,1,1,-,2,2,-,-,-,-,-,-,1,1,2,1,-,1,2,-,-,-,1,2,17.0
"Denham, Sean",,,,,-,1,,,,,,,,,,,,2,-,4,3,-,,,10.0
"Doolan, Ben",,,-,,-,,,-,2,-,1,-,,,,,,,,,,,,,3.0
"Eastaugh, Simon",,,,,1,-,-,-,,-,,,,,,,,,,,,,,,1.0
"Fletcher, Dustin",3,1,1,1,3,2,,,4,-,1,-,1,,,,3,3,1,3,2,-,1,1,31.0
"Fraser, Mark",-,2,1,-,-,-,-,,-,,,,-,-,1,2,-,,4,2,1,1,2,1,17.0
"Grgic, Ilija",,-,-,,,,,,,,,,,,,,,,,,,,,,
"Hardwick, Damien",-,1,-,-,,,-,1,-,1,1,-,2,-,-,,,1,1,2,-,1,2,2,15.0
"Heffernan, Chris",-,3,4,1,-,1,-,,,-,2,-,1,-,-,3,3,-,3,1,1,-,2,1,26.0
"Hird, James",-,-,,,,,,,,,,,,,,,,,,,,,,,
"Jacobs, Danny",,,,,,,,,,,,,,-,,,,,,,,,,,
"Johnson, Jason",,,,,-,,,,,,,,,,,1,,,,1,1,,,,3.0
"Johnson, Mark",1,-,,,,,,,,,,1,-,1,2,2,3,1,-,1,1,2,2,1,18.0
"Lalich, Judd",2,1,,,,,,,,,,,,7,3,-,3,-,,1,1,,,,18.0
"Lloyd, Matthew",-,-,-,-,1,-,-,-,1,1,1,4,-,,,-,1,1,-,-,-,-,1,-,11.0
"Long, Michael",1,4,5,-,,,,-,4,3,5,5,3,3,2,2,4,2,,2,3,6,4,4,62.0
"Lucas, Scott",-,1,-,-,1,-,-,3,-,-,,,,,,,,,,,,,,,5.0
"McVeigh, Mark",-,,-,-,,,,,-,-,-,,1,2,-,,,,,,,,,,3.0
"Mercuri, Mark",2,1,2,-,2,,-,1,,1,-,1,1,-,2,1,3,-,2,2,1,,-,4,26.0
"Misiti, Joe",1,-,,,,4,1,-,1,2,1,-,1,-,1,-,-,1,1,,,,2,1,17.0
"Moorcroft, Gary",,,,,2,2,2,1,1,3,-,-,,,,2,1,-,2,3,1,2,3,1,26.0
"Prior, Michael",,,,,,-,-,-,2,2,-,-,2,3,-,1,-,-,,,,,-,1,11.0
"Ramanauskas, Adam",,,,,,,,2,-,,,,,,,,,,,,,,,,2.0
"Rioli, Dean",,,4,,2,1,1,1,1,-,4,3,-,1,,,,,1,3,3,4,3,1,33.0
"Solomon, Dean",,,,-,1,2,2,1,-,1,1,-,1,1,1,2,1,,1,,3,2,3,1,24.0
"Somerville, Peter",,,,,,,,,,,-,-,1,5,1,3,1,1,1,3,3,1,2,1,23.0
"Symons, Michael",-,5,1,-,2,1,2,3,,,,,,,-,,,-,1,-,3,1,,,19.0
"Ukovic, Andrew",-,,,1,,,,,,,,,,1,-,-,-,1,,,,,,,3.0
"Wallis, Dean",-,2,2,-,-,1,-,3,1,,-,2,2,2,1,1,1,1,1,1,2,3,1,2,29.0
"Wellman, Sean",,-,1,1,-,1,1,1,-,3,1,2,2,,-,1,1,-,-,-,2,1,2,2,22.0
"Young, Barry",-,1,5,-,,-,-,,1,2,3,1,-,5,1,2,-,,-,1,,1,2,5,30.0
Totals,13,29,32,11,27,22,12,23,24,25,24,22,22,42,25,30,29,18,26,41,33,37,39,37,643.0
Opponent,CA,KA,SY,WC,CW,RI,ME,SK,HW,AD,GE,BL,WB,FR,PA,CA,KA,SY,WC,CW,RI,ME,SY,CA,
