Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Baker, Ian",,,,,,,,,,1,,,,-,,,-,,,,,,,,,1.0
"Bartlett, Kevin",3,2,5,-,3,5,2,4,3,4,1,1,2,3,-,5,1,4,1,6,5,-,3,-,4,67.0
"Bottams, Phillip",,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,-,,,,,
"Bourke, Francis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Cloke, David",1,2,-,1,4,,1,2,4,1,2,-,3,1,5,2,4,1,-,-,,1,,,4,39.0
"Collins, Dennis",,,,,,-,-,-,-,-,-,-,2,1,-,2,2,,1,-,-,-,1,,,9.0
"Dunne, Emmett",-,-,-,-,-,-,-,-,-,1,,,,-,-,-,2,3,,2,1,-,-,-,-,9.0
"Freame, Daryl",,,,,,,,,,,,,,,,,,,,,,,,-,-,
"Jess, Jim",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,3.0
"Keane, Merv",1,-,-,1,-,-,-,-,-,,-,-,2,-,,-,-,-,-,-,1,,,-,1,6.0
"Kershaw, Kim",-,-,-,,,,,,,,,,,,,,,,,,,,,,,
"Landy, Graeme",,,,,,,,1,-,,,,1,1,-,,,,,-,,-,-,,,3.0
"Laughlin, Peter",,,,,,,,,,,,,,,,,,,,2,,,,,,2.0
"Lee, Mark",,-,-,1,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,5.0
"Malthouse, Mick",-,1,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,1,-,-,1,-,3.0
"Monteath, Bruce",1,-,2,2,5,2,1,-,3,2,-,2,1,2,3,2,1,2,-,,-,,,1,-,32.0
"Mount, Stephen",-,,,,,1,,,,,,,,,,,,1,-,1,-,-,,-,-,3.0
"Naylor, Greg",-,,,-,-,,,,,,,,,,,,,,,,,,,,,
"Nugent, Michael",,,,,,,,,,,-,1,-,,,,,,,,,,,,,1.0
"Oborne, Rod",2,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Raines, Geoff",1,2,1,-,3,-,-,2,-,-,1,2,1,-,-,-,-,1,-,2,-,-,-,-,2,18.0
"Roach, Michael",-,1,3,-,1,2,2,2,1,1,2,2,2,3,3,4,1,-,1,1,3,2,-,2,3,42.0
"Rowlings, Barry",-,1,1,1,3,1,1,1,2,-,2,2,-,,-,-,,,,,,1,,,2,18.0
"Sarah, Paul",,,1,1,-,1,-,,,-,2,,,,,,1,-,,,,,1,-,,7.0
"Scrimshaw, Ian",,-,,,,,,,,,,,,,,,,,,1,1,-,-,1,,3.0
"Smith, Terry",,,-,-,2,-,-,3,2,-,-,-,2,-,-,-,-,1,-,-,-,-,2,-,-,12.0
"Strachan, Greg",-,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Taylor, Brian",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Tempany, Bruce",,,-,1,-,-,-,2,-,,,-,2,2,1,-,,,,,1,-,-,-,,9.0
"Wall, Matthew",-,-,-,,,,,,,,,,,,,,,1,1,,,,,,,2.0
"Waterson, Colin",,,,,,,,,,,,,,,,,,,,,,,-,,,
"Weightman, Dale",,4,2,1,-,1,2,2,2,1,2,1,-,-,3,1,1,1,3,-,1,-,-,2,1,31.0
"Welsh, Peter",,,,,,,,,-,,-,,,-,-,,,,,,,,-,-,1,1.0
"Wiley, Robert",2,-,2,1,1,1,2,1,2,2,,-,,,-,-,-,1,1,2,-,2,1,-,-,21.0
"Williams, Shane",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wood, Bryan",1,-,-,-,1,-,1,-,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,4.0
Totals,12,13,17,11,23,14,13,21,19,14,13,11,18,13,16,16,13,16,8,17,15,7,8,8,19,355.0
Opponent,HW,ES,SK,CW,FI,GE,FO,CA,ME,NM,SM,HW,ES,CW,FI,SK,GE,FO,CA,ME,NM,SM,CA,GE,CW,
