Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Bassett, Scott",,,,,,,,,,,,,,-,,,,,,,,,,
"Bode, Matthew",,,-,7,1,-,,-,4,,,,,,2,3,2,4,3,-,2,-,,28.0
"Bond, Shane",,1,1,1,-,-,2,,,2,,,-,1,3,3,2,1,-,1,3,1,1,23.0
"Breuer, Shayne",,,,,,3,4,2,7,1,6,-,1,3,-,4,5,-,-,1,2,1,2,42.0
"Burgoyne, Peter",8,12,3,4,7,6,2,1,4,10,8,9,6,7,7,2,4,9,2,,,,12,123.0
"Carr, Tom",,,,,,,-,,,,,,,,,,,,,,,,,
"Chalmers, Brett",2,-,4,1,-,,,-,2,-,-,,,2,-,3,2,-,,,,2,-,18.0
"Cockatoo-Collins, Che",-,-,,,,-,-,3,,,-,1,1,,,,,,,-,1,-,1,7.0
"Cornes, Chad",,,,,,-,-,-,-,,,,,,,,,,,-,-,,,
"Daniels, Stephen",1,,,,1,-,-,1,-,-,-,1,-,-,-,-,1,-,-,2,-,1,-,8.0
"Dew, Stuart",1,1,1,-,2,1,2,-,2,1,1,1,-,-,-,-,-,1,-,-,-,2,-,16.0
"Dickie, Donald",2,-,1,4,2,-,-,,,2,2,-,,,,,,,,,,,,13.0
"Eagleton, Nathan",1,-,-,1,,,,,1,3,3,2,1,-,-,,,,-,2,1,-,-,15.0
"Fiegert, Nigel",1,-,-,-,-,,,,,,,,,,,,,,,,,,,1.0
"Francis, Fabian",1,-,-,1,-,,,-,-,3,1,1,1,1,1,-,1,1,,,,-,2,14.0
"Francou, Josh",6,3,4,1,2,9,3,11,6,1,2,,,,8,9,2,8,7,11,13,10,8,124.0
"French, Barnaby",3,3,-,2,9,2,5,7,4,-,-,3,6,5,1,8,2,2,6,-,2,,1,71.0
"Harwood, Mark",,,,,,,,-,-,-,,,4,-,-,-,-,-,1,-,-,-,,5.0
"James, Roger",,,,,,,,,,,,-,,1,2,2,1,-,,3,1,1,2,13.0
"Kingsley, Adam",5,6,5,7,3,7,6,-,4,5,5,6,6,1,1,2,6,1,1,1,5,6,6,95.0
"Lade, Brendon",1,3,-,-,-,3,-,,,2,3,3,2,3,4,2,4,-,14,2,5,8,3,62.0
"Lockwood, Bowen",,,,,,,,,,-,-,-,2,,,,,,-,,,1,,3.0
"Lyle, Brayden",9,13,6,5,2,,,3,,,,6,-,3,5,1,4,4,-,2,1,-,1,65.0
"Mead, Darren",-,1,1,-,-,1,-,-,-,,-,2,1,-,-,1,1,-,1,-,-,-,2,11.0
"Murray, Derek",,,,,-,2,-,,,,,,,,,,,,,,,,,2.0
"Naish, Chris",,,,,,,,-,2,,,,,,,,,,,,,,,2.0
"Paxman, Stephen",-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,1,-,-,1,5.0
"Poole, Darryl",,,,-,,,,,,,,,,,,,,,,,,,,
"Poulton, Jared",-,,,,,-,-,-,-,2,,,,,,,,,,,,,,2.0
"Primus, Matthew",,5,-,,,,,,,,,,,,,,,,,,,,,5.0
"Schofield, Jarrad",-,1,3,2,1,2,7,3,2,2,-,2,4,,,2,2,3,4,-,2,3,6,51.0
"Steinberner, Nathan",,,,,,,,,-,-,-,1,-,-,1,1,,,-,-,-,,,3.0
"Stevens, Michael",,,,,,,,,,,,,,,,,-,-,,,,,,
"Stevens, Nick",1,-,3,-,1,-,1,3,-,-,6,6,1,8,2,-,-,-,-,4,2,-,3,41.0
"Tredrea, Warren",-,1,-,1,1,2,5,2,1,-,2,1,-,-,4,3,-,-,-,,,,-,23.0
"Wanganeen, Gavin",4,2,1,3,4,2,2,,,,5,1,1,6,,,,,3,3,-,-,-,37.0
"Wilson, Michael",-,1,-,2,-,2,-,4,1,-,5,2,-,1,-,2,2,-,1,-,-,3,-,26.0
Totals,46,53,33,42,36,42,39,41,40,34,49,48,37,42,42,48,41,34,44,33,40,39,51,954.0
Opponent,SY,FR,BL,GE,ME,AD,WB,CA,SK,KA,RI,WC,HW,CW,ES,SY,FR,BL,GE,ME,AD,WB,KA,
