Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Addison, Dylan",4,2,2,1,4,1,,5,,,,,,,,,2,2,2,2,-,,,,,27.0
"Akermanis, Jason",4,5,1,6,,5,2,4,1,3,2,1,4,2,5,3,4,8,5,4,6,2,1,4,4,86.0
"Boyd, Matthew",1,4,6,2,5,2,2,5,2,5,4,1,3,2,4,6,6,2,6,4,5,4,1,4,4,90.0
"Callan, Tim",,,,,,,,,2,,,,,,,,,,,,,,,2,3,7.0
"Cooney, Adam",3,3,-,,,1,3,3,3,4,3,2,2,1,3,2,1,3,3,6,1,4,3,2,2,58.0
"Cross, Daniel",3,4,7,5,4,4,1,4,4,6,1,5,6,7,5,4,4,3,7,,,3,2,3,8,100.0
"Eagleton, Nathan",1,4,9,4,1,2,-,1,3,1,3,4,2,1,1,3,7,3,3,2,-,-,1,2,2,60.0
"Everitt, Andrejs",1,,,,,1,4,2,,,,,,,,,,3,1,,,1,,,,13.0
"Giansiracusa, Daniel",8,-,2,2,3,1,4,1,4,5,2,1,2,,,,,,,,4,2,2,-,5,48.0
"Gilbee, Lindsay",1,1,-,1,3,2,2,2,-,1,5,3,1,2,1,3,,2,3,1,4,3,-,1,3,45.0
"Grant, Jarrad",,,,,1,,,,,,,,,,,,,,,,,,,,,1.0
"Griffen, Ryan",-,2,5,1,1,3,6,4,9,5,1,9,4,2,4,5,3,4,5,,,,2,2,3,80.0
"Hahn, Mitch",5,2,-,3,2,3,8,5,7,2,1,2,-,4,4,5,6,1,2,3,6,2,3,3,7,86.0
"Harbrow, Jarrod",,2,,3,2,2,4,-,3,2,-,4,1,1,2,1,1,1,3,4,2,-,4,5,2,49.0
"Hargrave, Ryan",3,1,1,2,1,5,3,,,2,1,2,3,-,1,3,2,2,2,2,2,1,2,3,1,45.0
"Higgins, Shaun",2,5,1,4,2,3,,,1,6,3,2,2,2,2,4,3,,,,3,1,1,1,4,52.0
"Hill, Josh",1,3,3,1,7,2,4,6,1,5,3,2,4,5,3,2,2,5,5,4,3,3,5,,,79.0
"Hudson, Ben",2,5,4,6,3,1,7,2,6,4,1,2,4,5,5,2,2,1,3,2,4,,5,2,3,81.0
"Johnson, Brad",1,3,3,1,-,2,3,1,-,6,3,-,6,4,1,2,4,6,5,2,4,1,1,2,5,66.0
"Lake, Brian",1,3,2,1,-,2,2,1,1,1,-,2,1,3,-,1,-,-,2,2,1,3,1,2,2,34.0
"Minson, Will",-,2,2,2,2,1,3,4,4,3,9,2,4,5,2,3,4,3,1,2,2,-,4,2,4,70.0
"Morris, Dale",3,4,1,2,1,3,1,2,3,1,4,2,3,4,5,2,5,2,2,-,-,-,3,4,2,59.0
"Murphy, Robert",,,,,-,3,2,-,,,,-,2,3,1,2,1,,,1,1,2,1,1,-,20.0
"Picken, Liam",,3,5,8,9,3,2,4,2,5,3,4,3,6,4,5,6,1,,6,2,1,5,5,6,98.0
"Reid, Sam",,,,,,,,,,,,,,5,,,,,,4,7,4,,,,20.0
"Stack, Brennan",,,,,,,,,,,1,,,,,,,2,1,,,,,,,4.0
"Tiller, Stephen",1,,3,2,,,,,,2,-,,,,,,,,,,,,,,,8.0
"Ward, Callan",3,2,2,2,5,,,,10,3,2,4,5,2,5,1,6,3,6,4,10,2,2,5,2,86.0
"Welsh, Scott",,,,,,,2,3,1,3,,2,3,2,2,1,-,,,2,1,-,1,2,-,25.0
"Williams, Tom",1,-,-,2,1,,2,1,1,,,,,,-,1,1,-,2,1,,,,,,13.0
"Wood, Easton",,,,,,,,,,,,,,,,,,,2,-,,,,,,2.0
Totals,49,60,59,61,57,52,67,60,68,75,52,56,65,68,60,61,70,57,71,58,68,39,50,57,72,1512.0
Opponent,FR,NM,RI,WC,CA,SK,AD,ME,GE,SY,RI,PA,NM,HW,CW,ES,SK,FR,WC,BL,GE,CW,GE,BL,SK,
