Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Addison, Dylan",1,1,-,-,-,-,,1,,,,,,,,,1,-,-,-,-,,,,,4.0
"Akermanis, Jason",2,-,4,-,,2,3,4,4,-,1,1,2,2,2,-,-,5,2,2,1,2,3,1,-,43.0
"Boyd, Matthew",1,-,-,2,2,-,-,1,-,1,1,1,-,2,1,-,1,-,-,-,2,-,-,-,-,15.0
"Callan, Tim",,,,,,,,,-,,,,,,,,,,,,,,,-,-,
"Cooney, Adam",1,-,1,,,-,1,1,1,2,1,-,-,-,1,1,-,-,1,-,2,-,-,1,-,14.0
"Cross, Daniel",1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,,,-,-,-,-,5.0
"Eagleton, Nathan",3,-,-,-,-,1,2,-,1,-,1,-,2,-,-,-,1,-,-,3,-,1,-,3,-,18.0
"Everitt, Andrejs",-,,,,,-,-,-,,,,,,,,,,-,-,,,1,,,,1.0
"Giansiracusa, Daniel",2,1,2,-,2,-,1,-,2,3,2,2,3,,,,,,,,-,-,-,-,1,21.0
"Gilbee, Lindsay",3,1,1,1,-,1,1,2,-,-,2,1,1,1,2,-,,-,2,2,1,-,1,1,-,24.0
"Grant, Jarrad",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Griffen, Ryan",3,1,-,1,1,1,-,-,2,-,1,1,-,1,1,-,1,-,1,,,,1,1,-,17.0
"Hahn, Mitch",5,-,1,-,1,-,1,1,-,3,2,2,1,1,3,5,2,2,-,1,1,-,-,4,2,38.0
"Harbrow, Jarrod",,-,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Hargrave, Ryan",-,-,-,-,-,-,-,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Higgins, Shaun",2,-,2,4,1,1,,,-,1,3,1,2,3,3,2,-,,,,1,1,2,2,1,32.0
"Hill, Josh",-,3,1,1,1,3,2,-,1,-,4,3,2,2,-,1,-,1,2,-,3,2,1,,,33.0
"Hudson, Ben",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,1,-,-,2.0
"Johnson, Brad",-,3,2,1,4,-,1,1,4,-,2,3,-,3,-,-,-,-,1,2,2,4,2,-,2,37.0
"Lake, Brian",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2.0
"Minson, Will",-,1,1,-,-,2,1,-,1,-,-,3,-,1,-,1,-,2,-,2,-,-,-,1,-,16.0
"Morris, Dale",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Murphy, Robert",,,,,-,-,4,1,,,,-,-,-,1,1,1,,,-,1,1,-,-,-,10.0
"Picken, Liam",,-,-,-,1,-,-,-,1,-,2,1,-,-,2,-,-,-,,-,-,-,-,-,1,8.0
"Reid, Sam",,,,,,,,,,,,,,-,,,,,,1,-,-,,,,1.0
"Stack, Brennan",,,,,,,,,,,-,,,,,,,4,-,,,,,,,4.0
"Tiller, Stephen",-,,-,-,,,,,,-,-,,,,,,,,,,,,,,,
"Ward, Callan",1,-,-,1,-,,,,-,3,1,1,1,-,-,-,2,2,2,-,1,1,-,2,-,18.0
"Welsh, Scott",,,,,,,-,3,-,4,,-,2,3,-,3,-,,,2,1,1,1,-,-,20.0
"Williams, Tom",-,-,-,-,-,,-,-,-,,,,,,-,-,-,-,-,-,,,,,,
"Wood, Easton",,,,,,,,,,,,,,,,,,,-,-,,,,,,
Totals,25,11,16,12,13,11,17,15,17,18,24,21,17,19,16,15,9,17,13,15,16,14,12,16,7,386.0
Opponent,FR,NM,RI,WC,CA,SK,AD,ME,GE,SY,RI,PA,NM,HW,CW,ES,SK,FR,WC,BL,GE,CW,GE,BL,SK,
