Player,R1,R2,R3,R4,R5,R7,R8,R6,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,Tot
"Allen, Les",4,5,6,1,3,1,3,1,,2,,,3,2,,-,-,,,,31.0
"Arthur, Vin",-,5,-,1,-,-,-,-,,-,2,-,-,-,-,1,-,,3,1,13.0
"Brew, Ray",,2,-,-,,,,,,,,,,,,,,,,,2.0
"Brooks, Fred",,-,-,,,,,,,,,,,,,,,,,,
"Clarke, Ansell",1,2,4,2,-,3,2,1,3,3,3,-,1,1,1,-,-,1,2,-,30.0
"Clarke, Len",-,,,,,,,,,,,,,,,,,,,,
"Clover, Horrie",,,,-,1,-,,,,,,,1,-,,,,1,-,,3.0
"Collins, Norm",,-,,,,,,,,,,,,,,,,,,,
"Crisp, Mickey",5,3,2,-,1,2,3,2,1,-,-,1,3,3,-,3,2,2,2,1,36.0
"Crowe, Jim",,1,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Davey, Charlie",-,1,1,-,-,-,1,-,-,1,2,-,,,-,-,-,-,1,2,9.0
"Downs, Tommy",1,-,2,1,1,1,1,-,3,1,3,-,,,,,,,,,14.0
"Doyle, Alex",1,-,-,-,1,,-,-,-,,-,,-,-,-,-,,-,-,1,3.0
"Egan, Alf",,,1,-,-,1,-,,-,1,1,-,,2,-,1,1,-,-,-,8.0
"Gilby, Fred",-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Gill, Frank",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Green, Jack",-,-,-,-,-,-,,,,-,-,-,2,-,-,-,-,-,-,-,2.0
"Huxtable, Eric",-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Job, Rex",-,,,,,,,,,,,,,,,,,,,,
"Johnson, Maurie",,-,-,-,-,-,,,,,,,,,,,-,-,-,-,
"Jones, Bill",,,,,,,,,1,-,1,-,,,,,,-,,,2.0
"Kelleher, Dinny",,,,,1,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Kelly, Joe",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,-,1,1,2.0
"Kidd, Jack",,,,,,,,,,,,-,-,,,,,,,,
"Little, Eric",,,,,,,,,,,,,,,,,,1,-,-,1.0
"Martyn, Aubrey",,,,,,,,-,-,,,,,,-,-,,,,,
"Martyn, Colin",-,-,,-,1,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Morrissey, George",,,,,,,,-,,,-,,1,,-,-,-,-,-,1,2.0
"OBrien, Bernie",,,2,,,,2,-,1,-,-,1,-,1,-,-,-,,,,7.0
"ORegan, Ern",-,,,,,,,,,,,,,,,,,,,,
"ORourke, Frank",,,-,,-,-,-,-,2,-,-,-,-,-,1,-,-,,,,3.0
"Scharp, Bruce",-,-,-,-,,,,,,,,,,,,,,,,,
"Vallence, Harry",2,,,6,7,4,6,3,9,3,4,4,7,2,2,5,3,5,11,3,86.0
"Williams, Fred",1,,,,,-,-,1,-,,-,,,-,1,-,-,,,-,3.0
Totals,15,19,18,11,16,12,18,8,20,11,16,6,18,11,5,10,6,10,20,11,261.0
Opponent,RI,FI,ES,GE,CW,SK,ME,FO,NM,SM,HW,RI,FI,ES,GE,CW,FO,SK,CW,GE,
