Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bell, Peter",1,-,2,1,-,1,-,-,-,-,,,-,-,2,2,2,2,1,1,4,-,2,3,2,26.0
"Black, Heath",1,2,1,1,2,1,-,-,3,-,1,-,1,1,,1,1,3,2,-,1,3,3,3,1,32.0
"Campbell, Adam",,,,,,,,,,-,,,,,,,,,,,,,,,,
"Carr, Josh",-,-,3,3,2,1,-,1,-,1,1,4,1,1,3,1,,,-,-,1,3,3,-,-,29.0
"Carr, Matthew",2,3,-,1,1,1,3,2,1,-,-,-,3,-,1,2,2,2,-,1,2,-,-,-,-,27.0
"Cook, Troy",,,,,1,,1,,,,,5,-,1,1,,1,2,-,3,1,2,1,3,-,22.0
"Crowley, Ryan",-,1,1,1,-,2,-,,,,,-,-,1,-,1,2,1,,,2,-,-,1,3,16.0
"Dodd, Steven",2,2,3,5,2,11,3,2,1,3,5,3,2,2,1,8,8,4,9,3,4,4,3,6,-,96.0
"Drum, Marcus",,,,,,,,,,,,,3,-,-,4,-,,,,,,,,,7.0
"Duffield, Paul",,,,,3,5,6,4,2,,7,5,,,,,,,,,,,,,,32.0
"Farmer, Jeff",-,2,2,-,1,,-,-,,-,-,1,1,,1,-,1,-,-,-,2,-,-,3,2,16.0
"Gilmore, Daniel",1,2,,,-,,,,,,-,,,,,1,-,-,1,-,,,,,,5.0
"Grover, Antoni",,6,5,5,3,2,7,7,6,4,5,,,,,,,,,5,4,4,-,,,63.0
"Haddrill, Robert",,,,,,,,,,,,7,,,,,,,,,,,,,,7.0
"Hasleby, Paul",1,,3,-,,-,-,-,1,-,1,-,2,2,-,,,2,,,-,,1,,,13.0
"Hayden, Roger",,1,2,-,,,,,,,,,3,-,2,-,3,-,-,1,1,2,5,5,4,29.0
"Headland, Des",1,1,-,-,1,-,,,,-,-,1,-,1,2,-,,,-,1,-,1,1,3,1,14.0
"Johnson, Michael",3,4,5,4,7,4,4,2,5,6,7,2,9,4,6,1,5,1,4,3,1,3,3,4,5,102.0
"Longmuir, Justin",3,4,1,2,,,,1,1,,,,1,-,,,,2,4,2,-,1,1,2,-,25.0
"McManus, Shaun",-,2,-,1,-,,,,1,2,2,2,3,4,1,2,1,2,3,1,1,1,2,-,-,31.0
"McPharlin, Luke",1,1,-,-,1,-,2,1,,1,1,3,,,5,2,5,5,6,4,4,1,3,5,4,55.0
"Medhurst, Paul",1,-,-,-,,-,-,,1,1,-,-,,-,,,2,,,,,,,,,5.0
"Mundy, David",6,3,4,7,5,1,3,5,2,1,2,3,2,2,4,6,6,2,1,2,1,1,5,1,3,78.0
"Murphy, Ryan",2,,,,,,,1,1,,,,4,-,-,-,-,-,-,,,,,1,-,9.0
"Parker, Shane",6,2,5,4,-,2,4,6,2,-,4,4,5,4,2,6,3,8,8,3,-,3,3,1,2,87.0
"Pavlich, Matthew",1,2,1,2,2,-,2,1,-,2,2,1,2,2,2,2,2,3,3,1,1,-,2,4,-,40.0
"Peake, Brett",,1,,,,-,,1,1,-,-,-,-,3,1,1,1,-,-,1,2,1,2,1,1,17.0
"Polak, Graham",,,3,4,1,2,2,1,2,1,1,,2,,,,,,,,,1,,,,20.0
"Sandilands, Aaron",3,1,1,3,2,-,,,,2,2,4,,2,2,2,2,4,2,-,-,1,-,3,1,37.0
"Schammer, Byron",2,1,3,3,1,1,2,4,-,3,1,1,,3,1,-,1,-,3,1,2,1,-,-,1,35.0
"Schofield, Jarrad",,,,,,,,1,1,,,,,,,,,,,,,,,,,2.0
"Thornton, Scott",,,,,3,2,2,6,2,,,,,,,,,,,,,,,,,15.0
"Walker, James",2,,,,,-,-,1,1,1,2,3,,,,,,,,,,,,,,10.0
"Warren, Michael",,,,,,,6,,,,,,,,,,,,,,,,,,,6.0
"Webster, Luke",,,,,,,,,,,,,1,,2,-,6,4,1,-,,,,3,2,19.0
Totals,39,41,45,47,38,36,47,47,34,28,44,49,45,33,39,42,54,47,48,33,34,33,40,52,32,1027.0
Opponent,HW,CA,PA,AD,SK,WC,ME,KA,BL,RI,WB,GE,SY,ES,CW,ME,CA,HW,AD,SK,WC,PA,AD,ME,SY,
