Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Bandy, Daniel",4,-,1,1,-,1,1,-,1,1,-,1,-,-,-,1,-,1,-,1,1,-,15.0
"Black, Heath",,,,-,4,-,-,2,1,,,,,,,-,2,-,-,1,1,,11.0
"Bootsma, Brad",,,,,,,,-,-,-,-,,-,1,1,,-,-,1,1,-,1,5.0
"Brown, Leigh",2,-,1,2,1,2,1,1,-,2,1,-,-,-,2,-,-,2,-,,-,1,18.0
"Callaghan, Craig",,-,2,1,1,2,-,,,-,2,3,2,,,,,,,1,,,14.0
"Clement, James",,,,,,2,,,,,1,-,2,3,,,,,,-,1,2,11.0
"Cook, Troy",-,2,1,-,2,4,2,1,-,1,1,-,1,-,1,1,-,-,1,-,-,2,20.0
"Cunningham, Ben",,,,,,,,,,,,,,,,,,,,,,-,
"Dodd, Brad",-,2,1,-,2,1,-,1,-,-,2,1,-,-,2,-,1,1,,3,-,,17.0
"Fewster, Brendon",-,1,1,1,-,-,-,2,-,,,3,2,-,1,1,2,-,-,-,-,-,14.0
"Fletcher, Adrian",4,2,1,1,1,2,3,2,,,-,2,-,1,2,1,2,1,2,-,2,2,31.0
"Gale, Mark",-,1,-,-,-,,,,,,,-,-,-,,,,-,,,,,1.0
"Grover, Antoni",1,1,4,,,,,,,,,,,,,1,3,-,1,,,,11.0
"Harding, Greg",,,,,,,,,,,,-,1,-,3,-,,1,-,,,,5.0
"Hasleby, Paul",2,1,1,-,-,-,1,3,1,1,-,2,-,1,1,-,1,1,1,-,-,,17.0
"Holland, Brodie",,,,,,,,,,,,,,-,3,-,2,-,-,,,,5.0
"Jones, Anthony",,,,,-,1,-,1,2,-,-,,,,,,-,1,1,-,,,6.0
"Kickett, Dale",2,2,2,1,-,,1,2,3,1,2,,,,,,-,1,1,-,1,,19.0
"Koops, Steven",-,1,-,2,,,-,2,-,1,-,1,1,3,5,3,1,,3,4,3,1,31.0
"Longmuir, Justin",-,1,1,-,3,-,-,-,2,-,1,,,,,,,-,,,,,8.0
"Longmuir, Troy",1,1,2,1,1,-,1,1,-,1,4,-,3,2,-,1,,,,,,,19.0
"McManus, Shaun",-,-,3,-,-,2,1,1,1,1,2,-,-,-,-,1,1,,-,1,2,2,18.0
"Michael, Clem",2,-,-,-,,,-,1,1,1,1,1,2,-,1,-,3,1,-,1,1,1,17.0
"Modra, Tony",1,-,-,-,1,1,,,,-,,,2,1,-,1,1,1,-,-,-,,9.0
"Norrish, Jason",2,,,,,,,,,,,-,-,-,4,-,-,1,1,-,2,-,10.0
"Parker, Shane",-,4,2,1,3,1,1,1,-,1,-,-,1,2,-,-,1,,,,,1,19.0
"Pavlich, Matthew",,,,,1,-,2,-,-,-,-,3,-,-,-,1,1,-,2,2,-,-,12.0
"Prescott, Ashley",-,1,2,-,-,-,,,,,,,,,,,,,,1,-,1,5.0
"Schell, Daniel",,,,,,,,,,,,,,,1,-,,,,-,,-,1.0
"Shipp, Andrew",,,,,,,1,-,1,-,-,,,,,,,,,,-,2,4.0
"Sinclair, Jess",-,-,2,-,2,,,,-,1,,,,,,,,,-,,1,1,7.0
"Taylor, Garth",,,,,,,,,,,,,,,,,,,,,,-,
"Toia, Luke",,,,,,-,3,1,3,2,-,-,,,2,,,,,,,,11.0
"Walker, James",2,-,-,1,1,1,1,-,-,-,-,-,-,2,-,-,1,-,-,-,3,-,12.0
"Waterhouse, Clive",1,1,1,-,1,-,1,-,-,3,2,-,,2,2,-,-,-,-,1,-,-,15.0
"Wira, Brad",,,,,,-,,,,,,-,-,,,,,,,,,-,
Totals,24,21,28,12,24,20,20,22,16,17,19,17,17,18,31,12,22,12,14,17,18,17,418.0
Opponent,GE,PA,ES,RI,ME,WC,BL,CW,CA,KA,WB,HW,SK,AD,SY,GE,PA,ES,RI,ME,WC,BL,
