Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Allan, Barry",,1,1,1,,,,,1,,,,,,,,,,4.0
"Allison, Tom",-,-,2,-,1,-,1,1,2,-,4,-,1,1,2,3,1,1,20.0
"Benton, Terry",-,1,-,2,-,2,2,-,2,2,3,-,5,2,2,-,1,-,24.0
"Cameron, Garry",,,,,,,,-,,,,,,,,,,,
"Cameron, Les",,,,,,,,,,,,,,-,,,2,-,2.0
"Davies, Ray",-,,1,1,,,,,,,-,-,,,,,,,2.0
"Dean, Ken",2,2,2,1,-,,,-,4,,,,,,,,,,11.0
"Dell, Rod",,,,,,1,,,,,,,,,,,,,1.0
"Dowdle, Mick",,,,3,3,-,6,2,,-,2,1,2,5,,,,,24.0
"Dugdale, John",-,1,4,2,-,3,2,1,-,2,-,1,2,2,2,2,-,1,25.0
"Dwyer, Laurie",,,,2,1,1,2,1,1,4,,1,-,1,-,2,2,-,18.0
"Evans, Mick",,-,1,,3,1,3,,,,1,,,-,-,,,,9.0
"Farrant, Garry",-,2,1,2,2,1,1,2,4,4,1,-,-,1,1,-,-,1,23.0
"Gaudion, Michael",1,1,2,2,,,,,,,,,,,,,,,6.0
"Goode, Frank",2,,-,-,-,,,,,,,,,,,,,,2.0
"Goodingham, Barry",-,1,,2,7,1,1,3,4,2,1,3,1,2,2,6,6,2,44.0
"Hill, Ken",,,,,,,,,4,2,,,,,,,,,6.0
"Howell, Mick",,,2,,1,3,1,,,,-,,,,-,-,,,7.0
"Ibrahim, John",1,3,,,4,2,1,,,,,,,,2,,,,13.0
"Johnson, Bert",-,,,,,,,,,,,,,,,4,,,4.0
"Johnston, Ray",,,,,3,,,,,-,,,-,,,,,-,3.0
"Karanicolas, Arthur",2,1,3,2,5,3,1,2,4,2,1,1,1,-,2,3,1,1,35.0
"McCarthy, Bernie",3,3,2,1,3,2,1,3,2,2,2,1,2,-,1,3,1,1,33.0
"McGrath, Dennis",-,2,,-,,,,,,,,-,-,1,-,1,3,1,8.0
"McKernan, Noel",-,1,1,-,,,,,-,,,-,-,,,,,,2.0
"OBrien, Daryl",1,1,3,1,-,1,2,1,2,1,,4,3,-,1,1,2,2,26.0
"Pagan, Denis",,,,,,-,3,-,1,2,1,,,,,,-,,7.0
"Pascoe, Barry",2,2,,,,3,4,-,2,3,1,2,-,1,1,2,3,2,28.0
"Pascoe, Bob",4,1,4,6,6,6,3,-,3,4,3,1,-,4,3,3,3,3,57.0
"Peterson, Len",,,,,,,,,,,-,,,,,-,6,4,10.0
"Quade, Mike",,3,,,,,,,,,,,,,,,,,3.0
"Redenbach, Michael",,,-,1,2,-,1,,,,3,1,2,-,-,3,,,13.0
"Sanders, Reg",,,,,,,-,-,3,3,-,,,,,,,,6.0
"Scholes, John",,,,,,,,,,,,,,,,,3,-,3.0
"Steward, Peter",1,-,1,2,1,6,,1,2,3,-,1,1,2,4,3,1,2,31.0
"Taylor, Ray",,,,,,-,-,-,1,2,-,-,2,2,2,2,2,2,15.0
"Teasdale, Noel",,,,,,,1,1,1,5,,1,2,3,2,1,-,-,17.0
"Thompson, Ian",-,1,-,,,,,2,,,,,,,,,,,3.0
"Wood, Maurie",,,-,,2,,,,,-,-,1,3,-,2,-,1,1,10.0
Totals,19,27,30,31,44,36,36,20,43,43,23,19,27,27,29,39,38,24,555.0
Opponent,ME,CW,CA,RI,FI,HW,FO,ES,SK,SM,GE,ME,CW,CA,RI,FI,HW,FO,
