Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Astbury, David",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,-,
"Baker, Liam",,,,,,,,,,,,,,,,,,-,-,,1,,,,1.0
"Bolton, Shai",-,1,,,,,,,,,,,,,,-,,,,,,,,,1.0
"Broad, Nathan",,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,
"Butler, Dan",3,-,1,-,-,3,-,1,-,3,2,-,2,2,1,,,,,,,,,,18.0
"Caddy, Josh",3,3,,1,,4,1,4,1,6,4,-,1,1,2,1,2,1,-,4,4,1,2,-,46.0
"Castagna, Jason",2,-,3,3,2,2,1,1,1,,,2,2,-,-,-,-,2,2,-,1,2,-,-,26.0
"Conca, Reece",-,-,-,-,-,-,1,-,1,-,-,-,-,-,,,,,,,-,-,-,-,2.0
"Cotchin, Trent",-,-,-,-,1,-,,1,-,1,-,-,-,-,-,-,1,-,1,-,,-,-,-,5.0
"Edwards, Shane",-,1,1,-,-,-,-,-,1,-,2,2,-,1,2,-,1,1,-,1,-,-,1,-,14.0
"Ellis, Brandon",-,-,-,-,-,,,,,-,1,-,-,-,-,-,-,-,-,2,-,-,,,3.0
"Ellis, Corey",-,-,,,,,,,,,,,,,-,-,,,,,,,,,
"Garthwaite, Ryan",,,,,,,,,,,,,-,,,,,,,,-,,,,
"Graham, Jack",-,-,-,-,,-,1,-,-,-,1,,-,-,-,,,,,-,-,3,1,-,6.0
"Grigg, Shaun",-,-,1,-,-,-,,,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,3.0
"Grimes, Dylan",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Jack",,,2,,3,2,1,-,,-,-,-,-,-,-,-,1,2,1,-,-,-,1,2,15.0
"Houli, Bachar",,-,-,-,-,-,1,-,1,-,,,,,,-,,,,-,-,-,-,1,3.0
"Lambert, Kane",-,1,-,2,2,-,2,3,-,-,-,-,1,3,-,-,1,-,-,-,,,-,-,15.0
"Lloyd, Sam",,,1,,2,,1,-,-,,,,,,,,,,1,,-,,,,5.0
"Martin, Dustin",1,5,-,6,-,1,-,-,-,2,1,,1,-,2,1,1,3,-,1,4,1,1,-,31.0
"McIntosh, Kamdyn",-,-,1,-,2,-,1,-,-,-,-,-,-,,,,-,-,1,-,-,1,3,-,9.0
"Menadue, Connor",,,,,,,,,,-,1,-,,,,,-,,-,,,,,,1.0
"Miles, Anthony",,,,,,,,,,,,1,,,,,,,,,,,,,1.0
"Moore, Callum",,,,,,,,,,-,2,-,,,2,-,-,,,,,,,,4.0
"Nankervis, Toby",-,-,1,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,1,,-,1,-,-,7.0
"Prestia, Dion",,,,-,1,-,-,,,,,,,-,1,1,3,-,,-,,-,1,-,7.0
"Rance, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Riewoldt, Jack",4,-,4,1,2,3,3,2,5,-,1,3,2,3,2,2,4,3,4,10,2,5,-,5,70.0
"Rioli, Daniel",,,,,,,,,,,,,1,1,2,3,1,1,-,-,-,1,3,-,13.0
"Short, Jayden",-,-,-,-,-,1,-,-,2,-,-,-,-,2,1,1,-,2,-,-,-,-,-,-,9.0
"Soldo, Ivan",,,,,,,,,,,,,,,,,,,,-,,,,,
"Townsend, Jacob",4,1,-,3,-,,2,-,-,,,,,,,,,1,1,,,,,,12.0
"Vlastuin, Nick",-,,-,-,,-,-,-,-,3,-,-,-,1,,-,-,-,-,1,-,-,-,-,5.0
Totals,17,12,15,16,15,16,15,12,12,15,17,8,12,14,15,10,16,16,12,19,12,15,13,8,332.0
Opponent,CA,AD,HW,BL,ME,CW,FR,NM,WC,SK,ES,PA,GE,SY,AD,GW,SK,CW,GE,GC,ES,WB,HW,CW,
