Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Astbury, David",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,-,
"Baker, Liam",,,,,,,,,,,,,,,,,,2,2,,-,,,,4.0
"Bolton, Shai",-,1,,,,,,,,,,,,,,-,,,,,,,,,1.0
"Broad, Nathan",,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,
"Butler, Dan",-,1,3,-,-,1,-,-,-,2,-,1,1,-,1,,,,,,,,,,10.0
"Caddy, Josh",2,-,,-,,2,1,-,-,1,-,2,-,1,-,-,-,-,2,2,-,-,2,-,15.0
"Castagna, Jason",1,1,-,2,2,1,2,-,1,,,2,1,-,2,5,1,-,-,1,-,2,-,-,24.0
"Conca, Reece",-,1,-,1,-,-,-,-,-,-,1,-,-,-,,,,,,,1,-,-,-,4.0
"Cotchin, Trent",-,-,-,-,-,1,,1,1,2,2,1,-,2,1,1,-,-,-,-,,-,1,-,13.0
"Edwards, Shane",-,1,-,-,-,-,-,1,-,-,-,-,2,-,-,1,-,-,-,-,1,-,2,-,8.0
"Ellis, Brandon",1,-,-,1,-,,,,,1,-,-,-,-,-,-,1,-,-,-,-,-,,,4.0
"Ellis, Corey",-,-,,,,,,,,,,,,,-,1,,,,,,,,,1.0
"Garthwaite, Ryan",,,,,,,,,,,,,-,,,,,,,,-,,,,
"Graham, Jack",1,-,-,-,,1,-,-,-,-,-,,-,-,-,,,,,-,1,-,-,-,3.0
"Grigg, Shaun",1,-,-,-,-,-,,,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,5.0
"Grimes, Dylan",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Jack",,,1,,1,-,2,2,,2,1,-,-,-,-,-,1,-,2,1,-,-,1,-,14.0
"Houli, Bachar",,-,-,-,1,2,1,1,-,-,,,,,,-,,,,-,1,-,-,-,6.0
"Lambert, Kane",-,1,-,1,1,1,-,1,-,-,1,-,-,-,2,-,1,-,1,-,,,-,2,12.0
"Lloyd, Sam",,,-,,-,,1,-,-,,,,,,,,,,-,,-,,,,1.0
"Martin, Dustin",3,-,1,-,1,-,4,-,1,1,1,,1,1,2,-,-,1,2,-,-,-,2,-,21.0
"McIntosh, Kamdyn",1,-,-,-,1,-,-,-,-,-,-,1,-,,,,-,-,-,-,-,-,-,-,3.0
"Menadue, Connor",,,,,,,,,,-,1,-,,,,,2,,-,,,,,,3.0
"Miles, Anthony",,,,,,,,,,,,-,,,,,,,,,,,,,
"Moore, Callum",,,,,,,,,,3,3,-,,,2,1,-,,,,,,,,9.0
"Nankervis, Toby",-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,,-,-,-,-,3.0
"Prestia, Dion",,,,-,-,-,-,,,,,,,-,-,1,1,-,,-,,-,-,-,2.0
"Rance, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Riewoldt, Jack",2,1,-,2,2,3,1,-,2,-,-,-,1,2,1,2,1,2,1,6,2,2,2,1,36.0
"Rioli, Daniel",,,,,,,,,,,,,2,-,-,1,1,-,-,1,2,1,-,1,9.0
"Short, Jayden",1,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,1,1,-,8.0
"Soldo, Ivan",,,,,,,,,,,,,,,,,,,,-,,,,,
"Townsend, Jacob",2,-,2,-,1,,1,-,1,,,,,,,,,-,-,,,,,,7.0
"Vlastuin, Nick",-,,-,-,,-,-,-,-,-,-,-,1,-,,-,1,-,-,-,-,-,-,1,3.0
Totals,15,8,7,7,10,13,14,7,8,13,10,9,9,6,11,13,11,5,11,11,8,7,11,5,229.0
Opponent,CA,AD,HW,BL,ME,CW,FR,NM,WC,SK,ES,PA,GE,SY,AD,GW,SK,CW,GE,GC,ES,WB,HW,CW,
