Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Brand, Kaiden",,-,-,,,,,,-,,,-,,,,,-,-,-,-,-,-,,,
"Breust, Luke",-,-,-,1,-,-,-,-,-,-,-,-,-,-,3,-,2,1,-,-,-,-,-,-,7.0
"Burgoyne, Shaun",-,-,,,,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,
"Burton, Ryan",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ceglar, Jonathon",,,,,,,,,,-,-,-,,-,-,-,-,-,-,-,,,-,,
"Cousins, James",,,,,-,-,-,,-,,,,,,,,,,,,,,,,
"Duryea, Taylor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,
"Frawley, James",-,,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,,-,-,
"Glass, Conor",,,,-,-,,,,,,,,,-,,,,,,,-,,,,
"Gunston, Jack",-,-,-,-,-,-,-,2,-,-,-,-,-,,2,-,-,-,3,-,3,-,-,-,10.0
"Hardwick, Blake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Henderson, Ricky",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Howe, Daniel",-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,,,,,,-,-,
"Impey, Jarman",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Langford, Will",,,-,,,-,,-,,,,-,-,-,,,,,,,,,,,
"Lewis, Mitch",,,,,,,,,-,-,,,,,,,,,,,,,,,
"McEvoy, Ben",-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,2,3,-,-,8.0
"Miles, Teia",,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,,,
"Mirra, David",,,,-,-,-,,,-,-,,,,,,,,,,,,-,,-,
"Mitchell, Tom",3,3,3,-,-,2,-,-,-,-,3,2,1,2,-,-,3,3,2,1,-,-,-,-,28.0
"Morrison, Harry",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Nash, Conor",,,,,,,,,,,,,,,,,,,,-,-,-,-,-,
"OBrien, Tim",-,-,-,-,-,-,-,-,,,-,,-,-,,-,,,,,,,,,
"OMeara, Jaeger",2,-,-,2,-,-,-,-,,2,-,1,2,-,1,1,,2,-,-,-,-,-,,13.0
"ORourke, Jonathan",,,,,,,,,,,,,,,-,,-,-,,,,,,,
"Pittonet, Marc",,,,,,,,,,,,,,,,,,,,-,-,,,,
"Puopolo, Paul",-,-,-,-,,,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Rioli, Cyril",-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Roughead, Jarryd",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,1.0
"Schoenmakers, Ryan",-,-,,,,,,,,,,,,,,,-,-,-,-,-,-,,-,
"Shiels, Liam",-,-,-,3,-,,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,8.0
"Sicily, James",1,-,,-,-,,3,-,-,-,1,3,-,-,-,-,,,,,,,-,-,8.0
"Smith, Isaac",-,-,-,-,-,3,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Stratton, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Whitecross, Brendan",,,,,,,-,-,,,,,,,,-,-,-,-,,,,,,
"Worpel, James",,,,,,-,-,,-,,,,,,,,-,-,-,-,-,-,-,-,
Totals,6,5,3,6,0,6,6,2,0,3,6,6,6,2,6,1,6,6,5,1,5,3,0,0,90.0
Opponent,CW,GE,RI,ME,NM,SK,ES,SY,BL,WC,PA,AD,GC,GW,WB,BL,CA,FR,ES,GE,SK,SY,RI,ME,
