Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,EF,SF,Tot
"Adams, Taylor",1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,3.0
"Appleby, Flynn",,,,,,,,,,,,,-,,,,,,,
"Bosenavulagi, Atu",,,,,,2,-,-,,,,,,,,,,,,2.0
"Broomhead, Tim",,,,,,,,,,,-,,,,,,,,,
"Brown, Callum",-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,,,,
"Brown, Tyler",-,-,-,-,-,,,,,,,,,-,-,-,-,,,
"Cameron, Darcy",,-,-,,,,,-,-,,-,-,-,-,,,,-,-,
"Cox, Mason",-,,,-,-,-,,,,,,,-,-,-,1,-,-,-,1.0
"Crisp, Jack",-,-,-,-,-,-,-,-,-,-,1,-,4,-,1,-,-,1,-,7.0
"Daicos, Josh",-,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Dunn, Lynden",,,,,,,,,,,-,-,,,,,,,,
"Elliott, Jamie",-,1,-,1,1,-,-,1,-,-,,-,-,2,-,3,-,-,-,9.0
"Greenwood, Levi",,,,,,,,,,,,,1,,1,-,-,-,-,2.0
"Grundy, Brodie",-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,2.0
"Hoskin-Elliott, Will",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Howe, Jeremy",1,-,-,-,,,,,,,,,,,,,,,,1.0
"Keane, Mark",,,,,,,,,-,,,,,,,,,,,
"Kelly, Will",,,,,,-,,,,,,,,,,,,,,
"Lynch, Max",,,,,,,,,,,,,,,-,,,,,
"Madgen, Jack",-,-,,,,,,,-,-,-,-,2,-,1,-,-,-,-,3.0
"Maynard, Brayden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mayne, Chris",-,-,-,-,-,-,-,-,-,,-,,1,-,,,,-,-,1.0
"Mihocek, Brody",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Moore, Darcy",-,-,-,-,-,-,1,-,1,-,,-,3,1,-,-,-,-,1,7.0
"Noble, John",-,-,-,-,,,-,-,-,2,1,-,-,-,-,-,1,-,-,4.0
"Pendlebury, Scott",-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,1,1.0
"Phillips, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
"Quaynor, Isaac",,,,,,-,-,-,-,-,,,,-,-,-,-,-,-,
"Reid, Ben",,,,,,,,,,-,,-,,,,,,,,
"Roughead, Jordan",-,-,-,-,-,-,-,-,,-,-,,1,-,-,-,-,-,-,1.0
"Ruscoe, Trey",,,,,,,,,,-,-,-,-,,,,,,,
"Scharenberg, Matt",,,,,-,-,,-,,,,,,,,,,,,
"Sidebottom, Steele",-,-,-,-,,,,,-,-,-,-,-,,,,,,,
"Sier, Brayden",,,,,,,,,-,-,-,,,,,,,,,
"Stephenson, Jaidyn",,,-,-,-,-,-,-,-,-,-,,,-,2,,-,1,-,3.0
"Thomas, Josh",-,-,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Treloar, Adam",,,,,-,-,-,-,-,-,,,,,,-,-,1,-,1.0
"Varcoe, Travis",,,,,-,-,-,,-,,-,-,-,,,-,-,,,
"Wills, Rupert",,,-,-,-,-,-,-,,,-,-,,,,,,,,
"de Goey, Jordan",-,-,-,-,1,,1,,,,,,,,,-,-,-,-,2.0
Totals,2,1,0,1,2,3,3,2,1,2,2,1,13,4,5,4,1,3,2,52.0
Opponent,WB,RI,SK,GW,ES,HW,GE,WC,FR,SY,AD,ME,NM,CA,BL,GC,PA,WC,GE,
