Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,Tot
"Allford, Grant",,,,,,,,,,,,,,,3,3,7,1,6,-,3,2,8,2,35.0
"Balme, Neil",,3,,,,6,2,7,7,8,5,5,5,1,6,1,6,1,-,,,,6,2,71.0
"Bartlett, Kevin",2,3,2,3,3,-,2,3,1,2,3,5,3,1,3,3,4,1,2,6,2,1,3,1,59.0
"Beard, Colin",3,,,,,,,,,-,-,10,-,,,,,2,4,7,1,,,,27.0
"Beckwith, Bill",,2,2,-,1,,,,,,,,,,,,,,,,,,,,5.0
"Bond, Graeme",1,2,-,1,1,2,2,3,4,1,3,,1,5,2,3,3,1,2,2,3,,5,-,47.0
"Bourke, Francis",3,5,2,6,6,3,-,,,,,,,,,,3,4,3,8,6,6,7,-,62.0
"Bowden, Michael",1,,,,,6,2,,,,,,1,,,,-,,,,,,,,10.0
"Boyanich, Ray",7,8,9,5,3,4,3,6,8,6,4,3,6,4,6,2,,-,5,4,6,6,8,3,116.0
"Brown, Billy",1,1,,,,,,,,,,,-,1,7,1,4,-,,,-,,-,1,16.0
"Burgin, Graham",3,-,4,3,4,2,1,,1,3,3,8,5,2,1,,,,,,,,,,40.0
"Clay, Dick",8,7,3,2,6,3,-,4,-,1,5,5,,4,4,2,3,5,4,2,8,4,7,2,89.0
"Cloke, Peter",,,1,,,,-,4,4,5,3,4,3,6,2,4,,,,,,,,,36.0
"Craig, Ian",,,,,,,2,,,,,,,,-,,,,,-,,,,,2.0
"Cumming, Daryl",,,,,,,,,-,1,,3,,-,,,,,2,2,2,1,-,-,11.0
"Davenport, Don",,,,,,,,3,3,1,2,3,3,,,,6,1,-,,,,,,22.0
"Dean, Roger",4,2,2,6,5,1,1,2,6,3,7,5,5,12,4,3,,1,2,3,4,2,5,3,88.0
"Fowler, Laurie",,,,,,,,-,,,,,,,,,,,,,,,,,
"French, Lloyd",,,,,,,,-,,,,,,,,,,,,,,,,,
"Gehling, Bill",,,,,,,,,,,,,,,,,,,,,,-,,,
"Green, Mike",2,4,14,6,4,4,5,,,,,7,3,4,,2,,,,,7,,3,7,72.0
"Greenslade, Malcolm",,,7,5,,,,,,,,,,,,,,,,,,,,,12.0
"Hart, Royce",5,3,3,5,7,4,7,8,11,13,7,6,5,5,13,,10,5,7,1,7,7,5,3,147.0
"Hollick, Greg",,,,,-,-,,2,2,4,1,4,3,3,6,5,5,1,3,5,-,3,8,2,57.0
"Hunt, Rex",9,7,12,8,8,11,10,6,3,7,2,3,,,,,7,6,3,15,5,6,6,7,141.0
"Kelly, Frank",,,,,1,-,,,,,,,,,,,,,,,,,,,1.0
"Leech, Eric",-,3,1,1,-,,,,,,,,,5,,,,,,,,2,2,,14.0
"McKellar, Craig",,,,,,,,,,,,,,2,-,3,3,2,1,3,4,4,3,1,26.0
"Miles, Ian",,,,,,,,,,,,,,,,1,-,,,,,,,,1.0
"Moore, Eric",6,3,1,7,8,5,4,3,-,,6,3,,,3,2,4,,,-,,-,,-,55.0
"Morris, Kevin",,,,,,,,,,,-,-,-,1,5,6,6,1,-,-,4,3,-,-,26.0
"Nunan, Michael",,,,1,,,,,,,,,,,,,,,,,,,,,1.0
"Owen, Ian",,,,-,,,,,,,,,,,,,,,,,,,,,
"Peardon, Derek",,,,,,,,,,,,,3,-,,1,,,,,,,,,4.0
"Richardson, Barry",5,9,2,3,4,3,4,5,3,7,2,,6,9,6,5,6,6,5,6,7,6,2,4,115.0
"Robbins, Graham",,,-,,,,,,,,,,,,,,,,,,,,,,
"Roberts, Brian",3,2,7,5,-,,,9,5,10,7,-,,,4,3,5,1,5,5,3,5,,,79.0
"Sheedy, Kevin",1,3,6,6,1,2,2,2,1,1,3,6,6,6,6,,3,4,1,1,2,3,4,3,73.0
"Stewart, Ian",7,8,8,8,3,3,5,6,8,8,,4,2,2,7,3,8,6,2,7,4,6,7,2,124.0
"Strang, Geoff",4,-,,,,6,2,2,3,4,-,4,3,,,-,,,,,,,,,28.0
"Tschirpig, Bruce",,,,,-,3,1,4,3,3,4,,,,,,,,,,,4,,,22.0
Totals,75,75,86,81,65,68,55,79,73,88,67,88,63,73,88,53,93,49,57,77,78,71,89,43,1734.0
Opponent,FI,CW,SK,SM,FO,NM,HW,CA,ES,ME,GE,FI,CW,SK,SM,FO,NM,HW,CA,ES,ME,GE,CW,SK,
