Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Nathan",-,-,3,1,1,1,2,5,1,1,-,1,-,2,1,-,,,,,,1,-,-,1,21.0
"Beinke, Bryan",,-,-,-,,,,,,,,,,,,1,-,-,-,1,-,,,-,-,2.0
"Bickley, Mark",-,-,-,1,-,-,1,1,-,-,-,1,-,2,-,2,-,-,1,-,,,,,,9.0
"Biglands, Rhett",-,-,1,1,1,,,,1,-,-,-,-,2,-,-,1,2,3,1,1,1,-,3,1,19.0
"Bode, Matthew",-,3,1,-,-,-,1,2,1,1,-,2,1,2,2,-,2,-,2,-,-,1,-,1,-,22.0
"Burton, Brett",-,1,1,-,2,1,-,-,-,1,2,-,1,3,-,-,-,1,1,-,1,-,1,-,-,16.0
"Clarke, Matthew",1,1,-,1,,2,-,-,1,-,-,1,1,1,1,1,-,1,-,-,-,2,3,1,2,20.0
"Crowell, Andrew",,,,,,,,,,,,-,-,-,-,-,-,-,-,1,1,3,1,-,-,6.0
"Doughty, Michael",1,-,-,1,2,2,-,-,-,-,-,2,1,-,1,-,-,-,2,1,1,1,-,-,-,15.0
"Edwards, Tyson",-,1,1,-,-,1,1,1,-,-,-,1,-,-,2,1,-,1,-,-,1,1,1,-,2,15.0
"Fitzgerald, Ryan",2,1,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,4.0
"Gallagher, James",,,,,,,,,,,-,-,-,,2,,,,,,,-,,,,2.0
"Goodwin, Simon",-,1,1,1,1,-,-,1,-,-,2,-,-,1,-,1,1,1,-,,,,-,2,2,15.0
"Hart, Ben",-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,2,-,1,-,-,-,1,1,2,13.0
"Hewitt, Evan",,,,,,,,,,,,,,,,,,,,,1,1,,,,2.0
"Johncock, Graham",-,-,1,-,-,1,-,-,-,-,-,2,1,1,1,1,-,-,-,-,-,-,1,1,2,12.0
"Johnson, Kane",1,4,1,-,-,,,-,2,1,2,,,-,,,-,1,1,1,1,1,1,2,2,21.0
"Ladhams, Chris",,,,,,,,,,1,-,-,-,1,2,1,1,2,3,1,-,2,-,-,1,15.0
"Marsh, Ben",,,,,1,-,-,1,,,,,2,-,,,,,,,,,,,,4.0
"Massie, Kris",,,,,-,-,2,2,-,-,1,1,-,,,,,,2,1,-,-,1,2,-,12.0
"Mattner, Martin",,,,,,,,,,,,,,1,-,-,-,-,,-,-,,,,,1.0
"McGregor, Ken",,,,,,-,,,,1,2,-,-,1,-,1,-,-,-,1,-,2,1,-,-,9.0
"McLeod, Andrew",1,-,-,-,,1,1,-,3,-,1,1,4,-,,-,1,-,-,-,-,-,1,1,-,15.0
"Nelson, Ben",-,-,1,,-,-,-,-,-,,,,-,-,-,-,,,,,,,,,,1.0
"Perrie, Ian",1,-,3,-,2,2,2,1,-,,,,-,-,,,,,,,,,,,,11.0
"Reilly, Brent",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Ricciuto, Mark",-,,,-,-,-,1,-,2,-,-,-,-,1,2,-,-,-,1,,-,-,1,-,-,8.0
"Schell, Daniel",1,-,-,-,-,,-,,-,-,1,-,,,,,,,,,,,,,,2.0
"Shir, Matthew",,,,,,,,,,,,,,,1,-,-,-,-,2,,,,,,3.0
"Shirley, Robert",,,,,,,,,,,,,,,,,,,,-,1,-,1,,,2.0
"Smart, Nigel",-,1,1,-,-,-,2,-,1,1,-,-,,,-,2,-,-,1,1,1,-,2,-,1,14.0
"Stenglein, Tyson",-,-,1,1,-,1,1,-,2,1,1,3,2,2,,,-,2,3,1,-,-,-,-,1,22.0
"Stevens, Mark",-,1,-,-,3,1,1,1,2,2,2,1,,,-,1,1,1,3,-,2,2,-,-,2,26.0
"Welsh, Scott",-,1,-,2,-,1,-,-,1,1,,,,,,,,,,,,,-,-,1,7.0
Totals,8,15,16,9,14,14,15,15,17,11,16,16,14,21,16,13,9,12,24,12,11,18,16,14,20,366.0
Opponent,WB,GE,SY,ES,PA,RI,FR,KA,CA,BL,HW,ME,WC,CW,SK,WB,GE,SY,ES,PA,RI,FR,BL,ME,CW,
