Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Beams, Ben",1,-,,,,-,,,,,-,,,,,,-,,,,,,1.0
"Broadbridge, Troy",,,,,,,,-,,,,-,-,-,-,-,-,1,-,-,-,1,2.0
"Brown, Nathan",-,-,-,2,-,,,1,2,4,2,-,1,-,1,1,3,,-,2,-,1,20.0
"Bruce, Cameron",-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,4.0
"Collins, Matthew",-,-,-,-,-,-,1,,,-,-,,,,,,,,,,,,1.0
"Farmer, Jeff",,,1,-,-,,,,,,,1,2,-,-,2,3,1,-,-,1,-,11.0
"Febey, Steven",-,-,-,-,-,1,-,1,-,,,-,-,-,2,-,-,1,-,4,-,-,9.0
"Funcke, Ross",-,,,,,,,,,,,,,,,,,,-,-,-,-,
"Godfrey, Simon",,,,,-,-,-,-,-,-,-,-,,2,-,,,,,,-,-,2.0
"Green, Brad",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Grgic, Brent",-,-,1,-,-,-,-,2,1,-,-,,-,,,,,1,-,,,,5.0
"Ingerson, Anthony",-,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,
"Johnstone, Travis",,,,,,,-,2,-,,,,,,,,,,,,1,4,7.0
"Jolly, Darren",,-,-,-,,-,,,,,,,,,,,,,,,,,
"Lamb, Chris",-,,,,,,,,,-,,,,-,,,,,,,,,
"Leoncelli, Andrew",1,-,-,-,1,-,-,,-,-,-,,-,-,-,3,-,2,2,,,-,9.0
"McDonald, Anthony",-,1,2,-,-,3,2,-,-,-,1,2,-,-,,,-,-,2,-,1,-,14.0
"McDonald, James",,,,,,,,1,1,-,1,1,-,-,-,-,-,4,-,-,-,-,8.0
"Neitz, David",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,3.0
"Nicholson, Alistair",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pitt, Steven",,-,,,,,,,,,,-,,,,,,,,,,,
"Rigoni, Guy",-,1,-,-,-,-,-,-,-,,,,1,,,,,,,,,,2.0
"Robertson, Russell",-,-,-,-,-,-,1,1,1,4,1,-,-,-,-,-,-,-,-,-,1,-,9.0
"Schwarz, David",-,-,4,-,2,2,-,-,2,-,-,,-,-,-,-,2,-,-,-,-,-,12.0
"Simmonds, Troy",,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,2,2.0
"Thompson, Scott",,,,,,,,,,-,-,-,-,-,-,-,,-,,-,,,
"Walsh, Peter",2,3,-,-,2,-,-,,,,,,,2,5,2,3,2,-,1,-,-,22.0
"Ward, Daniel",-,-,5,-,-,-,1,2,-,-,-,-,-,-,1,-,-,2,-,-,-,-,11.0
"Wheatley, Paul",,,,-,-,-,-,1,-,-,-,-,-,-,3,-,1,-,,1,,,6.0
"Whelan, Matthew",,,,,,-,-,-,-,3,-,-,,,-,-,,,,,,,3.0
"White, Jeff",-,-,-,-,1,,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,2,6.0
"Williams, Luke",,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,,
"Woewodin, Shane",-,-,-,-,-,-,1,1,-,-,-,-,-,,,-,1,-,2,-,3,1,9.0
"Yze, Adem",1,-,1,-,2,-,2,-,-,1,-,-,-,-,4,2,-,-,3,1,2,-,19.0
Totals,5,5,14,2,8,6,9,12,7,12,5,6,4,7,16,10,16,15,9,9,9,11,197.0
Opponent,RI,AD,GE,HW,SY,FR,WB,ES,PA,SK,CW,BL,WC,KA,CA,RI,AD,GE,HW,SY,FR,WB,
