Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Arnot, Matt",,,,1,-,-,,,,,,,,,-,,,,,,,,,1.0
"Astbury, David",-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Batchelor, Jake",,,,,,,,,,,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Chaplin, Troy",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,3.0
"Conca, Reece",-,-,2,-,1,-,2,2,1,-,,,-,1,-,-,-,-,,,-,-,1,10.0
"Cotchin, Trent",2,-,1,-,1,-,1,-,1,-,-,1,-,-,2,2,-,-,-,1,1,-,-,13.0
"Dea, Matt",,,,,,,,,-,-,-,-,-,-,-,,,,,,,,,
"Deledio, Brett",1,1,,,,,-,-,2,-,-,1,1,-,1,-,-,-,-,1,3,-,1,12.0
"Edwards, Aaron",,,,,,,-,,,,,-,-,,,,,,,,,,,
"Edwards, Shane",-,1,1,2,-,-,-,1,1,1,-,-,-,2,-,-,2,1,1,-,2,1,-,16.0
"Ellis, Brandon",-,-,1,-,-,2,-,-,1,2,1,-,-,1,-,-,-,-,-,-,-,-,-,8.0
"Foley, Nathan",-,-,,,,,,-,-,1,1,1,2,-,1,-,-,-,-,-,-,-,-,6.0
"Gordon, Nathan",,,-,-,-,1,-,,,,,,,,,,-,-,1,-,1,-,1,4.0
"Griffiths, Ben",-,-,1,-,3,-,,-,-,-,-,,,,,,,-,1,-,-,1,-,6.0
"Grigg, Shaun",-,-,-,-,2,1,2,1,1,-,,,,,,,,,-,-,-,-,-,7.0
"Grimes, Dylan",,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Hampson, Shaun",-,-,,-,2,-,-,-,1,-,,-,-,,,,,,,,,,,3.0
"Houli, Bachar",1,1,-,-,1,-,-,-,-,1,1,2,1,-,-,-,-,-,-,-,-,-,-,8.0
"Jackson, Daniel",,,-,-,1,1,-,-,-,-,,,,,-,-,,,,,,,,2.0
"King, Jake",,1,-,,,,,,,,,,,,,,,,,,,,,1.0
"Lennon, Ben",,,,,,,,-,2,-,1,1,,,,,,,,-,-,,,4.0
"Lloyd, Sam",,,,-,1,-,-,-,,,,,,,,1,-,-,,,,,,2.0
"Maric, Ivan",,,,,,,,,,-,-,-,1,-,-,-,-,-,1,-,1,2,-,5.0
"Martin, Dustin",1,-,1,-,-,-,-,1,4,1,1,1,-,1,-,4,-,2,-,-,,-,1,18.0
"McDonough, Matt",-,,,,,-,-,-,1,-,-,,,,,,,,,,,,,1.0
"Miles, Anthony",,,,,,,,,,,-,-,-,-,-,1,-,-,-,1,-,-,-,2.0
"Morris, Steven",-,-,-,-,-,-,1,-,-,-,-,-,1,1,,-,-,,-,-,-,-,-,3.0
"Newman, Chris",1,2,-,2,-,-,1,,,,,-,,1,1,-,-,-,1,-,-,-,1,10.0
"OHanlon, Brett",,,,,,,,,,,,,,,-,,,,,,,,,
"Petterd, Ricky",-,-,1,,-,-,,,,,-,-,-,-,-,1,,-,1,-,-,-,-,3.0
"Rance, Alex",-,,,,,,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3.0
"Riewoldt, Jack",-,1,1,1,-,1,-,-,1,-,1,-,-,3,2,2,-,-,1,1,2,-,1,18.0
"Stephenson, Orren",,,-,,,,,,,,,,,,,,,,,,,,,
"Thomas, Matt",1,-,2,-,-,,,,4,-,-,,-,-,,,-,1,-,,,,,8.0
"Vickery, Ty",1,-,-,-,,,-,-,2,,-,,,-,1,1,-,,,,,,,5.0
"Vlastuin, Nick",-,1,-,-,-,-,-,1,,,-,-,-,4,,1,-,1,1,-,1,-,-,10.0
Totals,8,8,11,6,12,6,7,6,23,6,6,7,6,14,8,13,2,8,9,4,13,4,6,193.0
Opponent,GC,CA,WB,CW,BL,HW,GE,ME,GW,ES,NM,FR,SY,SK,BL,PA,WC,GW,ES,AD,SK,SY,PA,
