Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Ambrose, Patrick",-,-,,,,,,1,-,-,-,1,-,1,-,-,-,-,,-,-,-,,3.0
"Ashby, Jason",,,-,-,-,-,-,,,,,,,,,,,,,,,,,
"Aylett, Kurt",,,,,,,,-,-,,,,,,,,,,,,,,,
"Baguley, Mark",1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,-,-,2.0
"Bellchambers, Tom",,,,,,,,,-,-,1,3,-,,,,,-,,,,-,1,5.0
"Carlisle, Jake",2,2,-,-,-,-,1,-,-,-,-,-,,2,-,2,2,2,3,,1,,,17.0
"Chapman, Paul",1,-,3,,2,1,1,2,,1,-,-,,-,2,-,1,-,-,-,-,1,1,16.0
"Colyer, Travis",,,,1,,,,,,,,,-,2,2,-,1,-,-,-,1,1,-,8.0
"Daniher, Joe",-,1,-,-,-,-,1,2,-,1,4,2,-,1,3,1,,,1,1,1,-,1,20.0
"DellOlio, Cory",,,,,,,,,,,-,,,,,2,-,-,-,,,,,2.0
"Dempsey, Courtenay",,,,,,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3.0
"Fantasia, Orazio",,,,,,,,,,,,,,,,,,,-,,-,2,,2.0
"Fletcher, Dustin",-,-,-,,-,-,-,-,-,-,-,,-,-,,-,-,-,,,,,,
"Gleeson, Martin",-,-,1,-,1,2,,-,,,,,,,,,,,,,,-,-,4.0
"Goddard, Brendon",2,-,3,-,,,3,-,-,1,-,2,1,-,-,,-,1,1,1,2,1,-,18.0
"Hardingham, Kyle",-,-,-,-,2,-,,,,,,,,1,-,,,,,,,,,3.0
"Heppell, Dyson",-,-,-,-,-,-,-,-,2,1,1,-,-,1,-,-,-,-,-,-,,-,1,6.0
"Hibberd, Michael",-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,,-,-,-,-,1.0
"Hocking, Heath",-,1,-,-,-,,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,5.0
"Hooker, Cale",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Howlett, Ben",1,2,-,-,1,-,-,,,-,-,-,-,-,1,-,-,-,-,1,-,-,-,6.0
"Hurley, Michael",-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Jetta, Leroy",,,,2,1,,,,,,,,,,,,,,,,,,,3.0
"Kavanagh, Elliott",,,,,,,,,,,,-,-,,,,,,-,,,,,
"Melksham, Jake",,,-,1,-,1,-,-,-,-,1,-,-,-,-,-,,,1,-,,,,4.0
"Merrett, Jackson",-,-,-,-,-,1,-,-,-,,,,,-,-,-,1,-,,,,,,2.0
"Merrett, Zach",-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2.0
"Myers, David",-,1,-,,-,,,,-,-,-,1,-,-,-,-,2,-,-,1,1,,1,7.0
"Ryder, Paddy",1,-,,,2,1,-,-,2,1,1,-,1,-,1,1,-,2,-,-,1,1,1,16.0
"Stanton, Brent",-,-,-,-,-,-,1,1,-,2,2,1,-,1,1,-,1,1,-,1,1,-,-,13.0
"Steinberg, Ariel",,,,,,,,,,,,,,,,,,,,-,-,,-,
"Watson, Jobe",-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,1,-,-,-,2.0
"Winderlich, Jason",,,-,-,,2,1,,,1,,1,-,,-,-,-,-,1,2,-,-,-,8.0
"Zaharakis, David",-,1,-,-,-,1,-,-,1,2,1,1,2,2,1,-,1,1,-,-,-,-,-,14.0
"van Unen, Dylan",,,,-,,,,,,,,,,,,,,,,,,,,
Totals,8,9,8,4,9,9,9,6,8,11,11,13,4,11,11,6,9,7,8,8,9,7,8,193.0
Opponent,NM,HW,CA,FR,SK,CW,WB,BL,SY,RI,GW,ME,AD,GE,PA,CW,WB,SY,RI,WC,GC,CA,NM,
