Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Ball, Jason",-,-,-,-,-,1,-,-,,,,,-,-,-,-,-,,,-,,-,-,,1.0
"Banfield, Drew",-,1,2,-,-,2,-,3,1,-,-,-,-,2,-,-,1,-,-,1,-,1,-,-,14.0
"Bellotti, Laurie",,,-,2,-,-,-,-,-,-,-,1,1,-,-,1,-,,,,,,,,5.0
"Braun, Michael",-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Cousins, Ben",-,2,-,2,5,2,1,,-,1,-,-,-,-,,1,-,2,-,1,1,2,2,1,23.0
"Crabb, Jaxon",,,,,,,,,,,,,,,,,,,,-,-,1,-,-,1.0
"Cummings, Scott",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,2.0
"Donnelly, Andrew",,,,,,,,,,-,,,-,-,-,,,-,-,-,-,-,-,-,
"Embley, Andrew",-,-,-,-,,1,-,,,-,-,,,,,,,,-,,,,,,1.0
"Fewster, Brendon",,,,,,-,,-,-,,-,-,-,-,-,2,-,2,-,,-,,,,4.0
"Fletcher, Chad",,,,,,,,,,,,,,,-,,,,,,,,,,
"Gardiner, Michael",-,-,-,,-,-,-,-,-,1,,-,,,,,,-,-,1,-,-,-,-,2.0
"Gehrig, Fraser",1,-,,-,-,,,,,,,,,,,,,-,2,-,1,-,3,-,7.0
"Heady, Brett",-,,,,,,,,,,,,,,,,,,,,,,,,
"Holmes, Todd",,,,,,,,,,-,,,,,,-,-,,,,,,,,
"Jakovich, Glen",1,1,-,2,-,,1,-,1,-,-,3,2,2,1,2,1,5,-,1,2,-,9,2,36.0
"Jones, Rowan",,1,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,,,,-,1.0
"Kemp, Dean",1,-,-,-,-,-,-,,,2,-,-,1,-,-,-,-,-,1,2,6,-,-,-,13.0
"Mainwaring, Chris",,,,,,,,,,,-,-,,,-,-,-,,,,,,,,
"Matera, Peter",,-,-,2,-,-,-,-,1,,,4,2,,,-,5,-,-,,,,-,-,14.0
"Matera, Phillip",-,-,2,-,1,1,-,1,-,1,-,-,-,1,2,-,-,-,1,-,-,-,-,1,11.0
"McIntosh, Ashley",-,-,1,-,-,-,2,-,1,-,-,-,1,-,2,-,-,-,,-,1,-,,1,9.0
"McKenna, Guy",1,-,-,-,-,-,2,1,1,-,-,-,1,4,1,-,,2,-,-,-,-,-,4,17.0
"Metropolis, Daniel",-,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,3,2,11.0
"Morrison, Chad",-,-,6,1,4,2,3,-,1,4,3,-,,-,2,-,-,1,-,1,2,-,-,-,30.0
"Read, Phillip",,-,-,4,-,-,-,-,-,5,-,1,-,1,-,4,-,2,1,2,1,2,2,1,26.0
"Rintoul, Chad",-,-,1,-,-,-,-,3,-,-,-,-,2,-,1,-,2,-,-,2,1,-,-,-,12.0
"Stone, Nicholas",,,,,,,,,,,,,,,,,-,,,,,,-,,
"Symmons, Paul",-,,,,,,,-,-,-,-,,-,1,,,,-,-,,,,,,1.0
"White, Mitchell",-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,4.0
"Williams, Andrew",-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,,,-,-,-,-,-,-,-,2.0
"Wirrpanda, David",-,2,1,-,3,3,3,3,-,1,2,3,-,3,4,1,-,1,1,-,2,5,-,-,38.0
"Wooden, Josh",-,,,,,,,-,-,,,,,,,,,,,-,-,-,,,
Totals,4,7,17,16,13,12,13,11,6,15,5,13,11,17,13,11,9,15,7,12,18,11,19,13,288.0
Opponent,FR,BL,CW,ES,HW,WB,SK,AD,SY,CA,KA,PA,GE,ME,RI,FR,BL,CW,ES,HW,WB,SK,WB,CA,
