Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Arthur, Vin",-,-,1,2,2,-,1,1,,,,-,-,,,-,-,-,-,,,7.0
"Bullen, Horrie",,,,,-,-,-,1,-,1,2,-,-,2,-,1,-,-,2,-,2,11.0
"Clarke, Ansell",2,-,,,,,,,-,2,3,2,1,-,-,-,1,3,1,-,2,17.0
"Cooper, Ron",,,,,1,1,-,1,-,1,1,3,-,-,2,3,-,2,-,1,-,16.0
"Crisp, Mickey",1,-,2,1,3,4,3,,2,4,-,8,6,,,6,2,3,3,4,1,53.0
"Crowe, Jim",1,-,-,-,1,1,1,2,-,,,,-,-,-,,,1,,-,-,7.0
"Davey, Charlie",-,1,1,-,-,2,2,1,-,1,-,-,1,2,-,-,2,1,1,-,-,15.0
"Egan, Alf",-,-,-,1,1,,,,1,,,,,,,,2,,,,-,5.0
"Gilby, Fred",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Gill, Frank",-,1,-,-,-,-,-,-,-,-,-,,-,,-,-,-,,-,-,-,1.0
"Green, Jack",-,1,-,2,1,-,-,-,,3,1,2,1,1,4,2,,3,1,3,,25.0
"Green, Ralph",,-,,,,,,2,-,-,-,,,,,,,,,,,2.0
"Huxtable, Eric",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johnson, Maurie",-,-,-,-,1,-,2,1,-,-,1,2,-,-,-,-,-,,-,2,-,9.0
"Jones, Bill",,1,,,,,,,,,,,,,,,,,,,,1.0
"Kelleher, Dinny",-,,-,-,,,,,,,,,,,,,,,,,,
"Kelly, Joe",-,,,-,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Little, Eric",,,-,-,-,1,-,-,,1,,-,,-,-,-,-,-,-,,,2.0
"Mackie, Gordon",-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Martyn, Aubrey",-,,,,,-,-,-,,,,-,,-,,,,,,,,
"Martyn, Colin",-,-,-,,-,,,,-,,-,-,-,-,-,,,-,-,-,-,
"ORourke, Frank",-,-,-,,,,-,-,,,1,-,,,,,-,,,,,1.0
"Oprey, Leo",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,-,-,1.0
"Park, Jim",,,,-,,,,,,,,,,,,,,,,,,
"Pollock, Ted",,,,,,1,,,,,,,-,,1,-,,-,,,,2.0
"Shea, Keith",,,,,,,,,,,,1,3,3,1,2,1,3,2,2,2,20.0
"Street, Charlie",,,-,-,1,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1.0
"Vallence, Harry",6,6,6,8,2,2,8,4,6,8,1,,,3,3,3,7,4,4,11,5,97.0
"Walshe, Frank",,-,,,,,,,,,,,,,,,,,,,,
"Williams, Fred",,,1,1,,,,,,-,,,,1,,,,,,,,3.0
"Williamson, Jim",,-,,,,,,,,,,,,,,,,,,,,
"Young, Jack",-,-,,,-,,,,-,-,-,-,,,,-,-,-,-,-,-,
Totals,10,10,12,16,13,12,17,14,9,21,10,18,12,12,12,17,15,20,14,23,12,299.0
Opponent,FI,SM,RI,HW,CW,ME,SK,NM,FO,ES,GE,FI,SM,RI,HW,CW,ME,SK,RI,CW,RI,
